,gfcc_0,gfcc_1,gfcc_2,gfcc_3,gfcc_4,gfcc_5,gfcc_6,gfcc_7,gfcc_8,gfcc_9,gfcc_10,gfcc_11,gfcc_12,gfcc_13,gfcc_14,gfcc_15,gfcc_16,gfcc_17,gfcc_18,gfcc_19,gfcc_20,gfcc_21,gfcc_22,gfcc_23
0,0.03526993336662413,-5.4072900900534735e-05,-0.0069279386079706545,-0.006574491695907992,-0.004621761057705873,0.0017381102845794737,0.0011087809922992128,0.003624855815449312,-0.0009842021293577632,-0.0010892885703534208,-0.00031517081895415485,-0.0008846838169097179,0.00043723155293199506,0.0005879854906022401,-0.00012215595631928202,-0.00043718365747433073,0.0004190641441833425,2.488761128189928e-05,-0.0005278578707661293,-0.00012454888724430213,-0.0002451305942525757,-0.0008635020062659303,-3.628356541534913e-05,-4.477136571359862e-05
1,0.042270303027721286,0.00380461117994004,-0.008553483526180088,-0.006398592884802141,-0.006616851298155496,-0.000704677116674981,0.0015410796086458623,0.00482955917215118,-0.0003820948713508877,-0.002038601872653626,-0.00015893971616891947,-0.00011814147450539344,0.0005801025252762308,0.0004563428382048369,-5.114983824215697e-05,-0.0007970731126418529,-0.0005280770393285092,-0.00020682923696223248,8.65852183255426e-05,-6.512075805730024e-05,-0.000299192154878997,-0.0008470299106025927,-0.00030129194243941224,8.779967053572283e-05
2,0.03368487828805954,0.00247912123277489,-0.011866954851818991,-0.006707241182513667,-0.0013755360184025736,0.0009899682103641223,0.0022948749033479725,0.002920194590335778,-0.0009941475252056354,-0.001050195415794911,-0.00047132635201759654,-0.0012978415133924246,0.0007500985392713988,0.0014213969038173466,-0.00035791489804017795,-0.0009657457479145546,0.00016990251979741433,-0.0002498463979125247,-0.00015709527527410088,2.4975776548793616e-05,0.00017126538486480293,-0.0006030626385049477,-0.00037036056845943287,2.0091443028178516e-05
3,0.024433954398052998,0.003621830772487215,-0.006712851764052711,-0.006556536456623124,-0.0025771066244222283,0.00028295547164892574,0.002507527472458137,0.0020573105090936263,-0.0005653805348704295,-0.00037715189771761725,-0.000532355504628889,-0.0009869190850909908,0.0006626755536885483,0.0005328461395952323,-1.0866778937063231e-05,-0.00020666472891916777,-0.00014355630094638837,-0.00043145130478911876,-0.00034376238044539975,-0.00024999493262173404,-2.4599693147521862e-05,-2.1068337375261184e-05,0.0002346284148152914,8.362483735051816e-05
4,0.039138277799338435,0.0023901256199916955,-0.013819347627534402,-0.007116568408935454,-0.0017821003679689765,0.000498964204211321,0.002465780727389356,0.004249560669489433,-0.0017270184693712206,-0.0014061143077418892,-0.0005180946097782656,-0.0008735007708524602,0.001246389943069379,0.0011075721469952621,-0.0005799157396841755,-0.001190418094330371,0.0004754175372008205,6.345387155996696e-05,-0.0006831756768194584,-0.0006116437245659231,-9.252731619752308e-05,-0.00029893648432225214,0.0004890516259095956,0.0007399725651844911
5,0.036530826523424154,0.001719384936679793,-0.012004025386593934,-0.005785322436322221,-0.0022658857116128568,-0.00033805904121888327,0.0020332482935199883,0.004465078132057573,-0.0012333923594783087,-0.0008505677534687674,-6.537144936205213e-05,-0.0019340030621940855,0.0003492184293193939,0.0014208015339713435,2.6285991968974864e-05,-0.0010153475707735734,0.00024534496229599423,0.00019897809620439823,-0.0004938060290152072,-0.0007429434596823765,-0.0001264290459335183,-0.00010264758732135126,0.0002617511112054793,0.00019169575939222925
6,0.04279779821350399,-0.0009071049473240829,-0.013488024723115848,-0.004684515100928768,-0.0026362924029827007,0.0001065761870065812,0.0022919731881205787,0.004709867317001319,-0.0025412786180539493,-0.0006698534011003861,-0.0006250900013923349,-0.0008364334190410406,0.0014304701436753066,0.0006577708875394504,-0.0006099620336661077,-0.0007814386455381373,0.00040839556732594873,-0.0004924167314699221,-0.0005987687662574862,-0.0005411757054852859,0.0001469714431083278,-0.00016741171998655948,0.0004887617912725688,0.0004751541259974879
7,0.033301306668068166,0.0011643868655940022,-0.009317164928538412,-0.004227257541595644,-0.0027818377813702585,-0.001153742005425191,0.0014587287781670493,0.004720684469135244,-0.0012798548433652552,-0.0013103602991433292,-0.00013631159138308458,-0.0012879595847551646,0.0010067605667525238,0.0008183420465205267,-0.0006781093667254873,-0.0005300379583897005,0.00030781588515070986,0.00011242033634377892,-0.0001633206094911193,-0.00037061379511703216,-0.00016571332274546117,-0.0006693467744442611,-0.0001203990584502121,1.6597290746501274e-05
8,0.02712088117384771,-0.00039344816871627936,-0.006369297736065998,-0.003472505021691531,-0.0033639859932213345,-0.00024078902413690877,0.0016656479744033734,0.00321548911230659,-0.0007038108273107153,-0.0008898302966666264,-0.00033684071928699285,-0.0009432058290312195,0.000522051126222825,0.000840483500176685,-0.00028797613450868783,-0.0007199409441395884,7.478860403947044e-05,8.06649976585818e-05,-0.0001022800046643525,-0.0001308956327312982,0.00012034036488936672,-0.0005475279202462516,-0.00032646156828666274,-1.1486095240524747e-06
9,0.04946299473170544,0.00035213999021376776,-0.018722714005972037,-0.005813560805499037,-0.0014206802646577212,0.0010920597547587508,0.0032257599435635965,0.004657606085905119,-0.0031858102602117058,-0.0021309251527036324,0.0006888003893142923,-0.00021988934292786392,0.0006975663841661344,0.0005517370391207191,-0.0003270942254255511,-0.001192961781328027,0.0003837508284866906,0.00011560757338541468,-0.0011791221404304107,-0.0008045654662810145,0.000735373389718844,-0.0001339744652228327,0.0002550824184179756,0.0005072746838125402
10,0.04031268586432553,0.0004826699719724933,-0.011445825334347454,-0.0037170316967356423,-0.0050234391810106815,-0.001787337510257858,0.003144176206218783,0.0055813368849561605,-0.0023387770355493337,-0.0011980677861286103,0.0004675209862530468,-0.0006481832614149499,-5.3201313556070774e-06,0.00051303349905357,0.00048807921448135963,-0.001194661865291857,0.00015280386556765083,0.00014782416756990995,-0.0010784680692240269,-0.0009238474712000668,0.0002374511809788541,-4.56512153136085e-05,0.0007029264096886244,0.0009289472137684225
11,0.033900824273669326,0.0016005585945940528,-0.010157389970987411,-0.006066322094641759,-0.0030079564747153907,0.00045696822839633383,0.002543231954502299,0.0041150858264701815,-0.0013149747770891758,-0.0019197550093179863,-0.0002635019497537317,-0.000988643109543016,0.0004115573932561427,0.0013577253226975195,6.1384425389397385e-06,-0.0009394626339151774,0.0002237250260043653,4.525614407110904e-05,-0.00044114193408989624,-0.00029469485297747573,-2.029228047136359e-05,-0.0005491733789240946,-0.0001926984362839824,0.00029802337796168605
12,0.046547020052625496,0.003876030526687271,-0.015240659679462755,-0.007051351621833754,-0.0033744029312937052,-0.0012549071353758143,0.00324867894660203,0.006141434193651395,-0.0024791924721732053,-0.0028594137011718375,6.31160235950494e-05,-0.0008644134231882293,0.001186780564869105,0.0016363484484705404,-0.0006881517946546131,-0.0011008960750964864,0.0005347403878507364,-0.00010944665123852832,-0.0009446771004264601,-0.0008833448223923091,0.00016340881088962967,-0.0003757565662533393,5.6010767519908835e-05,0.0005030970923618069
13,0.033761073670177576,0.0008950511789478167,-0.008298494765001895,-0.006198184047550435,-0.0039632610552213015,0.0011500107775853626,0.0014654347356913532,0.0037933733483614352,-0.0008212867574656416,-0.0011310577847143738,-0.00022374065270101468,-0.0013118944497806809,0.0003015365102081,0.0010243094546362247,7.846624693088715e-05,-0.0006910024467898405,0.0003313271831483194,1.432188743017193e-05,-0.00045132166514383543,-0.000395347673365367,-0.00025341041969207593,-0.0004073676150363705,2.6893055195360745e-06,0.0001395132735054497
14,0.03322568111010862,0.0023729616419316947,-0.01094935757841734,-0.0060898980565266,-0.001540965783145032,0.0005578297709531524,0.0020877392888090183,0.003041114468589895,-0.0012801843583257768,-0.001054481743080164,6.470861662102901e-06,-0.0011644065676457386,0.0004196985770598137,0.0010185531271641173,-0.00024070310726469844,-0.0007664144960891058,0.000455640975106953,-2.733594428056666e-05,-0.0003698281340223559,-0.00041610574800390654,-0.00020260981811044785,-0.00013063777168432643,-7.670054916949748e-05,-0.00021410250565831015
15,0.028754182946197325,0.0011051330032383019,-0.008169989724142793,-0.004645959969530082,-0.002233120813447306,-0.0002854672844646287,0.0015580605777704478,0.0037467627332487975,-0.0009872932986248698,-0.0015151119049280602,-3.7579701213302315e-05,-0.0005226038912399969,0.00025395041664668305,0.0007087013560423484,-0.0004174649344265424,-0.0007400921392753207,0.0005818557528395661,7.939102968213137e-05,-9.07273620873041e-06,-0.000168336144676014,-0.00020516365733595193,-0.0006980815498631083,-0.000388573066796193,5.715213778726565e-05
16,0.035124919558815734,0.0014415824452826177,-0.011433770591064428,-0.005269351207973597,-0.0024297719468165248,-0.0006325405526571358,0.0024485898928676077,0.005044555137820724,-0.0016540271088272109,-0.001889196459849328,0.00010327005180102,-0.0008463360751265611,7.709384816584939e-05,0.0006520926306392189,0.00015297523286268542,-0.0005784997878522371,0.000377967181359144,-0.0002554316332080436,-0.00032395621292402506,8.081939073895974e-05,1.9949626913435658e-07,-0.000894400936555651,-0.0003718724457478906,0.00038853239513464205
17,0.03128198978330541,0.0026819676940170296,-0.009900132159280376,-0.008366714390670556,-0.0017978305399124195,0.0032028547334723894,0.002834101152691442,0.002256185139975416,-0.0019594673071607785,-0.0017043695361166353,-0.000267590471150692,-0.00035169414138714873,0.0011574882733687486,0.0008901901679387812,-0.0007026882920821701,-0.001170699102766794,0.00037048524497373134,0.00025067936929752454,4.3389977790044415e-05,-0.00030071960513088466,-0.00019188110702804696,-0.00048673576922695977,-0.00025277129574144197,0.00010889434754218709
18,0.028558425158870818,0.0027181114937312773,-0.008986913603605531,-0.007172192376751987,-0.001153280224806151,0.0022632911413457313,0.0016242406383243887,0.0011859622026167455,-0.0006496539557519106,-0.00028932084498177604,-0.0001349705104425645,-0.001102320105254717,0.00022857589589526695,0.0007997314236065713,-0.0002489347955840544,-0.0007122974831295264,0.00015346632784638242,0.00030794958134217835,0.0002258549475889713,-0.0004213270868287124,-0.0004690386885490249,-0.0005052097626924653,-1.7102380091140375e-05,5.960224969645042e-05
19,0.026772911075560554,-0.003670834792092185,-0.0029148927797568694,-0.005327389008637132,-0.0005558183278515092,0.0010626440748528196,0.0008639672776079533,0.0004682499922039691,2.99801110906897e-05,-0.0015935358802385083,-6.888389719288509e-05,-0.00011049374134671599,0.0006567418803761581,5.773027694703894e-05,-0.00015514051633377777,-0.0006605903121870461,0.0005096125678854943,-3.1715070668861995e-05,0.000265587084475185,-0.00045389994203756434,-0.0004365765575673464,-0.0006193838623098724,-0.0002100043554020115,0.0002109514847629895
20,0.0368332020459898,-0.004362788973585929,-0.0069718299699828195,-0.004874625604972182,-0.0011870264129565586,0.00033778141552292314,0.0007978471862086397,0.00222092098559046,0.00021857699440636032,-0.0020819641323185536,-0.0003997426559954509,-0.00010593238684003495,0.00061788818266629,0.00017225179759056193,-8.917644125794247e-05,-0.0006771532946889045,0.0004894431172395682,-8.486292882436778e-06,-0.00010701971446379794,-0.0009201184827284444,-3.949289404295368e-05,-0.00043303903858624534,3.4508635209028886e-05,6.239648100783055e-05
21,0.043676183502117716,-5.363674123005219e-05,-0.009768573744824849,-0.009554443212558012,-0.0025699589222550655,0.001402660152699486,0.001435974542435058,0.0031739550302515174,0.00028778518272461114,-0.0014396614019878298,-0.000502648413348575,-0.0015596323841881876,0.000539794971362874,0.0008147638823845922,0.00028302709488933005,-0.0011208903396286126,-5.3765652063944965e-05,-1.3322802099832712e-05,0.0006595494655016318,-0.0001551366102719581,-0.00034436754599947105,-0.000728065305897687,-0.000970775484607591,-0.0007655440446291404
22,0.02248137764122285,-0.0016914017891397697,0.0003485647603550061,-0.003930714497898778,-0.0007227199833711457,-0.00045057896834736685,1.925331173190759e-05,-0.0008623319493280426,-0.0002453295245529345,-0.0011421600803472852,0.00037698479004738013,3.0398651056021953e-05,0.0007736465604183841,7.482964495228796e-06,0.00022369439072987237,-0.00047977192630218587,9.83922907842354e-05,-0.00011178681219735365,7.544264953988542e-05,-0.0005962362525467024,-0.0004993819857689968,-0.0005635218747206183,-0.00030584379178210405,-0.00023183099046099274
23,0.05143941570182536,-7.14745442127328e-05,-0.011129752814981159,-0.009306986860013206,-0.0041744151549002,0.000375128512954249,0.00025431695981221694,0.005064450880129905,0.0019717561737060073,-0.002757273284019309,-0.0013946569639063187,-0.0013476565112552677,0.0008393224387646585,0.0008649736580070866,0.0004002035038868085,-0.000796211540598136,-0.00016597112316643313,-0.0004457548980727923,0.00030730466088009126,-0.000372445432420409,-0.00018972375759302422,-0.00031164540698538006,-0.0011505969143025625,-0.0008837119329318258
24,0.03703923082206622,-0.0039994529923349014,-0.005362159034223799,-0.0049846350987629,-0.0034203328248278353,2.2146024257408102e-05,0.00047249790973037453,0.0028883365731455736,0.0007162396987461,-0.0009240824881366087,-0.0003799806766744571,-0.0021187188676727612,0.0003658515722693277,0.000823395534698244,0.0009275374848781563,-0.0004857922343663408,-0.00020981219414012756,-0.0006729647878524557,-5.312820557586168e-05,-0.00025955700153002746,-0.00017385235927162282,-0.00010389221599584225,-0.0003196790779741688,-0.00046524563358800805
25,0.039970786444634546,-0.001440911538320175,-0.00876506896622669,-0.0060204225143035235,-0.002487912491727069,-0.0014493042782562787,0.001382277327513225,0.004254654206794265,0.0008474413295602104,-0.0025462666821104538,-0.0004602436801767712,-0.001376253903101234,0.0005939585689594355,0.0009077503822984018,0.00045181409802038937,-0.0008605326590321799,-8.434537486861723e-05,-0.0003501453774128372,-4.23845346827838e-05,-1.7737656093216075e-05,0.0003721701262197284,-0.000581487469363612,-0.0011331570275677264,-0.0007748692945272646
26,0.037415659424665154,-0.000736414437649467,-0.008224405998906755,-0.007155225976976111,-0.0009369830288124116,-0.001159072768866779,0.00028586718880914094,0.0037134277712823015,0.0013242680046843724,-0.0016158471304610481,-0.0007894261031749423,-0.0012002872340365382,0.0009123566431036254,2.4747308541933212e-05,-0.0003485989876877414,-0.00081373926600081,0.0007662880092366785,0.00020405898038642205,0.00018790937905370874,-0.00022308443567283084,-0.00038117188524502905,-0.0007665925734930192,-0.0007835931138596499,-0.0004057016883202771
27,0.03601744576320936,-0.0036319050334929605,-0.006268992624994586,-0.006163366819215286,-0.001943255003839044,0.0008503997231166478,0.0004076512287202612,0.002068178633739875,0.0001822295071780449,-0.0007665544873086663,6.595695273297867e-05,-0.0010127391213045338,0.0005608922846667722,-2.0398746252195635e-05,-0.0001434961618047791,-0.0010316966549347817,0.0005749705196787301,0.0001853529953684811,0.0003362606374008591,-0.0003293526777668906,-0.0004227304218497645,-0.0004481861563355566,-0.0006037778641607552,-0.00032962367757509214
28,0.029022730964610884,-0.00501726957176069,-0.004400063074493423,-0.004374668074273677,-0.0006289462608196154,-1.6891219408835387e-05,0.00029640409260809383,0.0016760274797241739,0.0004597661993975438,-0.001757509194876783,0.00014047216943824945,1.7516818394957007e-05,0.0005713830333707588,-0.00024946609086248935,-0.00016715443589507373,-0.0006583899298978347,0.00040776064389203524,7.254915082006935e-05,0.0003037236159690499,-0.0004913679065233209,-0.0003297530941821365,-0.00035062146574853166,-0.00023393580701529267,3.3742284121319817e-06
29,0.03765491327596527,-0.00430453000666391,-0.00796323916740451,-0.006153815745261777,-0.0016859880544244546,0.0008815216901562716,0.00108970985441922,0.00334386119371458,0.00025129420975245596,-0.0021252430995293975,-0.0010117704035815928,-0.0009548421446271206,0.0015125138091240285,0.0004886670654115256,0.00014783955449774146,-0.0012630353263673108,0.0001462214982040218,0.00016008285446880003,-5.263294299090071e-05,-0.0004080835303211719,-0.0003441158627665474,-0.00018670256332503965,-0.0001527610071293997,0.00018757188958212477
30,0.023734321303389413,-0.0023354177366999396,0.0013116552024874189,-0.0025566519540132443,-0.00213008653327576,-0.0012164254651805873,-0.0004086316327692857,-0.0007334859355214735,0.0001546527390736849,-0.0006719457380978625,0.0005273819294537014,-0.00034150598133139015,0.0005231030545710686,0.00025735019360722253,0.0006216172295705734,-0.00020888957512331442,-0.00017385192280809585,-0.0006856642023100254,-0.00014965264416443797,-0.00048457944663092973,-0.0002964190459855972,-0.0004130084083597818,-0.0001811226989429405,-0.00012331645881432746
