,plp_0,plp_1,plp_2,plp_3,plp_4,plp_5,plp_6,plp_7,plp_8,plp_9,plp_10,plp_11,plp_12
0,-88.91617287532091,-1.0032508858016116,0.001093279005815924,0.0011216196707229714,0.0011266549204104208,0.0011166165247442899,0.001095601929011023,0.0010660080732921317,0.001029372310573752,0.0009867051836644338,0.000938589742970405,0.0008850972107791283,0.0033841029800179066
1,-86.16805123602636,-1.0027634253747155,0.0009316392905492798,0.0009593497921664291,0.0009644817276965249,0.0009560325725259298,0.0009383343629775832,0.0009137709113456638,0.000883736243493718,0.0008489750928184645,0.0008096484600114447,0.0007651667868099549,0.002585018391686676
2,-89.41784873266958,-1.002570435591692,0.0007580408041193445,0.0007745741325220493,0.0007759417182734802,0.0007681018661130543,0.0007539033735438241,0.000735192136036895,0.0007132430770604854,0.0006888680272299246,0.0006624149486171539,0.0006335973929665852,0.004265761278027573
3,-90.94486027308375,-1.0019209405635467,0.0005808314086631153,0.0005896490769782697,0.0005885357234054357,0.0005806564993766699,0.0005679601668175729,0.0005518275348628509,0.000533230950726361,0.0005127898739120663,0.0004907634992509684,0.0004669631021072282,0.004895282119250609
4,-87.6007232615094,-1.002269649492446,0.0007246824618400551,0.0007410246418378856,0.0007377038093971888,0.000724207366354115,0.0007054240609798292,0.000683976150929083,0.000661183965729734,0.0006374653017646657,0.0006123794253372912,0.0005842963402723012,0.004032388448442346
5,-88.20857821443742,-1.002579526175078,0.0007980967292694065,0.0008238190409252193,0.0008276530236418743,0.0008187474560908568,0.0008017455804161115,0.0007793385911508698,0.0007530598229462735,0.0007236055663159978,0.0006909079615980765,0.000653925369683195,0.0033315991594540153
6,-87.78109729352497,-1.0037311274884533,0.0011125845344171605,0.00112773001469881,0.0011179235420998076,0.0010967632810327719,0.001068997068857081,0.001036862736637047,0.0010015354856807827,0.00096359938681117,0.0009230752619396916,0.0008787132305402785,0.0024788138487183715
7,-89.13515527705546,-1.0020643886513003,0.0006630269935582768,0.0006797169062283347,0.0006853611884788889,0.0006819337074359571,0.0006708126641689475,0.0006530864030765174,0.0006296206370230632,0.000601077574104857,0.0005679222898868243,0.0005304313519098755,0.004373600057613457
8,-92.00699003887247,-1.0023670777011056,0.0007843815389030741,0.0007997006715296172,0.0007992223223390247,0.0007880025882726568,0.0007688229454042213,0.0007435177423126448,0.0007133639429562494,0.0006792419935022617,0.0006416745161567245,0.000600734407533402,0.004554025432225616
9,-87.12504579566509,-1.0033206340915162,0.0009473142041102593,0.0009746506632898714,0.000979300227319972,0.0009706509448754123,0.0009531237132876524,0.0009292448789259448,0.0009005095748499911,0.0008676980845230557,0.0008309182516459441,0.0007892928989883738,0.0028323786704513815
