,pncc_0,pncc_1,pncc_2,pncc_3,pncc_4,pncc_5,pncc_6,pncc_7,pncc_8,pncc_9,pncc_10,pncc_11,pncc_12
0,3.0451626787714603,-0.0394841738564471,-0.14696867717559892,-0.08901945526747519,-0.09125543953416251,-0.00016721061929406993,-0.004024886653328219,0.04845718149139573,-0.015181320901220725,-0.015298505759141276,-0.0016396367509458744,-0.018392219542641277,4.152173589354669e-05
1,3.1122771623153636,0.04568022721513038,-0.13642265935347578,-0.08509445601344642,-0.11634524260575765,-0.01979101431906301,0.0012448062498278962,0.05832457907658945,-0.007046263973388941,-0.020304140193769665,0.0006471272471531208,-0.005726547277388544,-0.0011554109453300082
2,2.9279977076428603,0.019406725852080847,-0.18275500943739337,-0.11924839253472597,-0.06330904223088196,-0.014516084048978964,0.01614417385742869,0.04449719316627323,-0.014025127903686237,-0.014177439746862211,-0.002105372356372368,-0.022118999396298807,0.005624737228550355
3,2.7965644069439235,0.08041793216721278,-0.1327592062424378,-0.14320614693003134,-0.07396770673319263,-0.02345877665577556,0.02376191991491657,0.03355891190291403,-0.011860188460359813,-0.002979488246251569,-0.006357379551036251,-0.0197303404640667,0.009196434599404894
4,3.172617229395435,0.022637692484495542,-0.21128442178254608,-0.11860377741892876,-0.06869259529747317,-0.02304366089939207,0.012670050490066151,0.05975451072243385,-0.02273581436067894,-0.015070358939528378,-0.0018847323496063732,-0.016514093193915908,0.007937197409344964
5,3.035295679757615,0.02588057143029367,-0.20199085785981483,-0.09495321330499217,-0.07366504366708236,-0.030816039149314918,0.012147687927446596,0.0605180456668692,-0.01909282696364863,-0.008860127403575203,0.0026507657364869355,-0.02838357196746709,0.0022459970083448877
6,3.1404500119530585,-0.04837670131708346,-0.2016006876743151,-0.07120492648126135,-0.07540329739900897,-0.025686689703897637,0.007151512411624278,0.06414640772152815,-0.029092114620652355,-0.0036963628710798154,-0.008789597347071408,-0.01541050521462292,0.01238347010773554
7,2.982353098075814,-0.010996817972889178,-0.14238766828612076,-0.07327889257901969,-0.08417508213844864,-0.0397312308348107,-0.006781662239584494,0.06894221129184011,-0.021490485670391475,-0.01818201813945997,0.0007387943327176104,-0.020880190778209188,0.008048281230016063
8,2.789609812916891,-0.021414561025359786,-0.12949262575343626,-0.08923260787367433,-0.08064861586029377,-0.018065919505685507,0.0075419097369215085,0.04318757227232417,-0.01591646086891781,-0.0126108559816859,-0.002929050643145098,-0.01887429891956543,0.0030727632840832934
9,3.415239736452573,-0.028557119724713035,-0.24683825882817773,-0.07468439276966475,-0.07557470832971545,-0.020152367146655175,0.016423315428486084,0.06181046213787845,-0.028645841226646537,-0.018799749217788018,-0.0011086174579883748,-0.010330042484150804,0.00892767110511675
10,3.195446787712559,-0.026026342775681718,-0.1758353166367539,-0.066501609519767,-0.10594618125515885,-0.0395626146923345,0.017209187678648055,0.06808864760254472,-0.030326472688835402,-0.005418002153817383,0.0026181770493026914,-0.01250907745296981,-0.00011329200623680302
11,3.029794887263671,-0.005136673506357238,-0.18028256410081828,-0.09122649630609955,-0.08216679739971376,-0.015954728088461878,0.010187950410449337,0.05402759475163749,-0.019314965605003964,-0.022250059111123963,0.001724854470731663,-0.016964806771606156,0.00046883199526922046
12,3.216146006089999,0.05226083792578546,-0.20662071967149964,-0.0989003366720734,-0.08122652259063125,-0.033417224916692224,0.008387371640155942,0.06549606808961086,-0.02548761333818919,-0.02222235394277562,0.004277099037429833,-0.01882505633588745,0.0043699105423843
