,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength
0,34.421104,0.09624459,33.776237,35.192833,36.307495,2.5312576,315.23978,420.8161,63.42445,73.18391,0.24857627,0.87706727,0.06921697,0.1927144,0.36617428,0.2969573,3.7557657,2.8478546,2.9277482,2.449305,0.026273796,2.4823706,0.9430514,0.9777627,8.704662,0.610131,4.932651,1.7173469,28.597033,0.3138499,668.9403,0.29525918,1390.5944,0.17427327,-91.80937,-1.0589391,1642.6862,0.16056657,-93.46749,-0.9622678,2759.8992,0.09485356,-99.230545,-0.85541064,-15.1193695,-0.42817116,27.344126,0.3078142,0.13342287,0.19938436,-0.024911711,-0.5032986,-4.61889,11.843594,0.07863369,-0.009407748,2.435724,1.9687712,0.2813793,0.25454116,0.20724137,0.20936516
1,32.381176,0.13058645,29.918232,33.498207,35.527084,5.6088524,281.22165,233.35829,58.85939,57.065907,0.29432765,0.8035905,0.100487575,0.22224675,0.47223422,0.37174666,4.462726,3.2001615,2.6682549,1.7618221,0.02841036,1.8301837,1.0435519,0.86493146,7.006826,0.7624925,2.2204015,4.760099,23.845602,0.47896776,684.5573,0.30841205,1311.7861,0.18593432,-61.97136,-1.493889,1752.9752,0.17939827,-68.62523,-1.2236246,2790.8389,0.09622531,-73.23,-1.1048007,-17.561453,-0.5817373,28.222889,0.41997528,0.11095752,0.41148198,-0.029601585,-0.4797939,-7.2379246,14.027125,0.08024559,-0.013285942,2.2878933,1.6283525,0.42470586,0.429639,0.19066668,0.18656425
2,34.687214,0.079452366,33.571968,34.98572,36.452377,2.8804092,228.49867,370.103,46.77586,41.736393,0.25359777,1.0382075,0.052708216,0.18265879,0.39715,0.3444418,3.4658277,1.98348,3.1590145,2.2998307,0.0195933,2.2103977,0.99826866,1.0678048,8.872367,0.5336252,2.1663623,3.755904,24.56286,0.50550115,701.7769,0.32718107,1418.0653,0.1718489,-87.78865,-1.1365318,1673.005,0.16854385,-83.90673,-1.107285,2812.7773,0.09633999,-90.33984,-0.9728097,-12.028507,-0.6452017,25.537523,0.35410887,0.13016413,0.19735366,-0.021860475,-0.7568809,-11.177561,19.401312,0.089728355,-0.019555455,2.2867196,1.590106,0.3683333,0.2727687,0.25411764,0.29088217
3,37.092667,0.08899638,35.032417,37.140213,39.781254,4.7488365,130.32942,109.319786,52.293774,75.81647,0.18302149,1.0123099,0.038935807,0.13045296,0.2770412,0.23810539,3.0028374,2.2836087,2.4135253,2.0936995,0.020257633,1.9788235,0.8812198,0.990108,10.389556,0.41488054,6.9630466,1.3428513,31.504929,0.34722564,660.91144,0.3023586,1407.601,0.17529795,-100.30122,-0.97936976,1615.511,0.1654075,-94.00186,-0.9650956,2769.3318,0.09462034,-101.0226,-0.83863103,-15.782708,-0.41812283,29.528877,0.3049701,0.12646209,0.21481045,-0.02677629,-0.43573195,-12.379317,23.093563,0.09243041,-0.01878984,2.1486645,1.7482518,0.31566668,0.28775778,0.23633333,0.3180826
4,36.69032,0.09685534,34.63922,36.663578,39.03816,4.398937,178.46083,148.83034,64.0403,92.27381,0.29362294,0.91780955,0.07311647,0.21488078,0.46103454,0.38791806,4.5671873,3.4871635,3.629043,2.832071,0.023105145,2.8501565,0.8764994,0.9719101,9.747011,0.47860664,4.139078,2.0851822,23.313335,0.46118695,703.9698,0.3102339,1396.1177,0.19983687,-71.12251,-1.3308433,1685.8451,0.16152576,-68.46715,-1.248862,2749.0244,0.08451323,-73.86719,-1.107916,-12.468734,-0.56120014,23.827211,0.366819,0.1224352,0.22676957,-0.024914578,-0.5672264,-10.923424,20.215876,0.08663793,-0.01886405,2.4468513,1.7692,0.3825,0.28853962,0.18333334,0.2578345
5,35.8212,0.08334883,34.96479,36.489693,37.400303,2.4355125,209.04868,147.83702,40.82609,51.2531,0.27466425,0.85741246,0.06289821,0.21573149,0.42951438,0.36661616,3.980736,2.5202281,3.4749603,3.0308895,0.019519338,2.4134293,0.87370497,1.0792068,9.673505,0.5128072,4.9575033,1.8079069,22.471281,0.44995704,630.48145,0.37065178,1406.772,0.19247082,-83.203,-1.1749783,1595.8657,0.16402015,-73.101585,-1.2167941,2702.1064,0.0863049,-77.616066,-1.1034988,-12.180926,-0.50286734,22.750927,0.34679884,0.13662022,0.18347289,-0.021119492,-0.6531784,-10.443722,19.632662,0.09734977,-0.016377702,2.9539533,1.8372705,0.35095236,0.2446164,0.20166665,0.22915909
6,36.550644,0.10060291,34.800293,36.55263,39.52642,4.7261276,163.97246,139.98904,34.905506,36.53816,0.3041715,0.9018056,0.08993367,0.21474676,0.49511844,0.40518478,4.3383574,2.6830394,4.0348988,2.756283,0.020089068,2.3533208,0.9114969,0.98118436,9.037678,0.5408587,4.266117,2.7865758,19.702719,0.8005908,600.1972,0.38300663,1325.0905,0.21116737,-89.887215,-1.0752826,1635.5176,0.1713639,-76.84595,-1.1537396,2734.6548,0.09756214,-80.26514,-1.0715408,-11.882967,-0.59477085,22.19058,0.3556563,0.11937966,0.31500357,-0.02572513,-0.61054885,-7.1106877,15.020382,0.07959767,-0.014398539,2.598367,1.715138,0.37,0.23132886,0.21095237,0.19197977
7,34.747356,0.09729392,33.959366,35.09535,36.17639,2.2170258,244.42294,178.80367,143.98015,346.295,0.24306975,1.0586165,0.055867523,0.15456268,0.38251936,0.32665184,4.4757876,3.3739393,3.1351132,2.3937585,0.03487191,2.151172,1.0637285,0.8364992,8.105128,0.560696,4.580538,2.220515,23.888855,0.5319278,694.7156,0.28342035,1351.045,0.20649919,-83.73331,-1.1397903,1756.1304,0.15584981,-84.2527,-1.0422095,2808.3167,0.07635719,-86.75006,-0.98999226,-14.687241,-0.453274,23.944954,0.36666128,0.13640134,0.21197665,-0.027909234,-0.43290192,-12.312102,20.48514,0.08460174,-0.020081695,2.3090587,2.3214285,0.25846153,0.23952985,0.15879999,0.20539367
8,35.075687,0.09482614,33.422947,34.943832,36.53078,3.1078339,266.84708,195.9272,34.789146,29.67714,0.19038615,1.0337048,0.037911505,0.11652151,0.30915898,0.27124748,2.7764602,1.5442404,2.373719,2.0301106,0.0218522,2.525999,0.85337317,0.96001387,9.394509,0.44692007,4.3418317,2.003155,25.96921,0.43768507,701.8096,0.2985886,1364.9333,0.19030225,-113.276665,-0.857383,1685.9854,0.1511961,-113.70137,-0.8011581,2802.282,0.07449876,-116.92862,-0.7496858,-14.380199,-0.5029347,25.08178,0.3934314,0.13112761,0.23287417,-0.026463745,-0.5039961,-9.286541,18.373446,0.085761115,-0.016086506,2.077922,1.8252934,0.24249999,0.16646802,0.29185185,0.3714739
9,38.493435,0.095941976,36.300774,38.321236,40.98449,4.683716,208.58905,271.48083,58.89368,99.95411,0.36122558,0.94547224,0.06892797,0.25161055,0.609086,0.54015803,5.920032,3.1866696,4.6605334,2.965487,0.019980332,2.2907848,0.95452106,0.9341997,9.308421,0.5256348,4.4611163,2.624103,19.433392,0.61812556,678.3054,0.3816687,1358.185,0.22728832,-86.54009,-1.1179289,1693.32,0.1624505,-73.30464,-1.181908,2731.569,0.092058875,-76.39496,-1.1055211,-10.835995,-0.68548656,20.938711,0.386972,0.11563009,0.30998778,-0.022800533,-0.74368864,-8.934708,17.078466,0.07898673,-0.015892172,2.9184039,1.947923,0.33418363,0.25978372,0.17,0.22449943
10,38.302513,0.10491422,36.183067,37.957634,40.328747,4.1456795,114.765884,99.40553,261.4678,568.26886,0.2845241,0.7876434,0.093630336,0.23792762,0.44029236,0.346662,4.266912,2.8156714,3.7919223,2.5251973,0.025649222,2.805988,0.9147498,0.9807017,9.879272,0.50388646,9.023658,1.0128437,22.295807,0.5171169,663.90485,0.35416847,1317.7023,0.22285166,-69.389015,-1.3152276,1708.4807,0.16504312,-63.825565,-1.2494487,2786.4346,0.08232215,-65.97962,-1.1881404,-13.761855,-0.46853772,22.93355,0.39616102,0.123151585,0.2591084,-0.027081562,-0.4587248,-9.477603,18.244223,0.0817004,-0.01719373,3.2520328,1.7006803,0.4236,0.383832,0.17095238,0.16798255
11,35.15959,0.07219199,34.02018,34.93606,36.58015,2.5599709,68.49332,74.54484,33.016796,34.58219,0.25123808,0.9411927,0.07337855,0.16544442,0.4095664,0.33618784,4.5420184,3.9982405,3.6485145,2.893757,0.018359622,2.0148084,1.0685297,0.8652618,9.082055,0.45581162,3.3974512,2.7953863,24.615385,0.4079191,698.0592,0.29648685,1379.1431,0.18811604,-91.397026,-1.0649557,1683.2428,0.1560495,-90.16141,-1.0005665,2767.6543,0.07705831,-94.706566,-0.911418,-13.210551,-0.46426237,24.506231,0.36440453,0.1305534,0.19153088,-0.024834407,-0.50517064,-9.332531,17.086689,0.08903627,-0.018817883,2.5577044,2.3153944,0.24243243,0.18562393,0.18939394,0.22501098
12,35.48853,0.07824158,34.43473,35.796646,37.33675,2.9020195,174.4718,167.60153,75.308586,116.719475,0.34414676,0.951622,0.0997786,0.24763496,0.52364737,0.42386878,4.9919643,2.6247456,4.4493732,3.3868065,0.027768375,2.6526515,1.0542098,0.9061541,8.960848,0.5567804,3.9049509,2.370758,23.572416,0.45746493,695.16736,0.30923468,1392.8392,0.17576139,-61.659668,-1.4609572,1689.794,0.15037906,-64.65579,-1.2578169,2777.055,0.07910869,-69.91652,-1.117437,-14.928221,-0.6207336,25.966095,0.44962016,0.12360373,0.33380547,-0.025230456,-0.500749,-9.665934,17.715405,0.09010271,-0.019268954,2.958978,1.9568151,0.3617241,0.26026604,0.13357142,0.1508361
13,35.7671,0.052442413,34.607536,35.66458,36.871876,2.2643394,170.26936,134.92691,19.513494,24.837477,0.24302535,0.8885623,0.06191633,0.17628066,0.38640457,0.32448825,4.13252,2.6468112,3.1095748,2.4991784,0.013071383,1.8355464,0.7757341,0.8266289,10.016885,0.41079816,6.4281263,1.2749513,25.737347,0.37109354,648.8352,0.34470192,1404.999,0.18524995,-92.56557,-1.0592183,1622.0162,0.17379442,-87.82589,-1.0249242,2718.3728,0.107760325,-92.1956,-0.93640137,-13.8640175,-0.47500086,25.14302,0.3235709,0.13655062,0.17779584,-0.024082968,-0.55473846,-9.2140255,17.982706,0.09484657,-0.016859137,2.4785511,1.9157089,0.30299997,0.22790569,0.20894736,0.25550556
14,35.206825,0.07183406,33.788326,35.04284,36.83775,3.0494232,264.2428,336.94867,31.575811,37.237034,0.24762575,1.0921553,0.04916905,0.15678439,0.37154135,0.32237232,4.1913266,2.8615236,3.0707436,3.277038,0.021369327,2.6286957,0.9583705,1.0649096,8.8153,0.5459437,3.4451714,2.6172113,23.089615,0.48269355,710.76324,0.3055874,1432.1042,0.19861738,-91.883865,-1.0624512,1671.3247,0.1498471,-87.890465,-1.0493497,2784.5288,0.07764544,-93.40165,-0.9374869,-13.432862,-0.69720435,25.993366,0.43708843,0.12412729,0.28166395,-0.019951465,-0.6908825,-10.1263895,19.922758,0.09138897,-0.017665247,1.8857759,1.945946,0.29277778,0.22119135,0.20657142,0.21400857
15,34.441467,0.058993883,33.709827,34.495403,35.465347,1.7555199,139.0555,200.70164,36.785194,42.784927,0.21158473,0.8605951,0.05447421,0.15032479,0.3522769,0.2978027,3.4724343,1.6479311,2.6200552,1.6883979,0.013633706,1.7009689,0.93136287,1.0064905,9.245896,0.44469142,4.6492233,1.8419117,24.063572,0.40991822,739.9211,0.24020827,1401.7433,0.19082446,-85.481834,-1.1351187,1730.7562,0.13942811,-88.27175,-1.0265335,2795.2217,0.07284009,-92.01061,-0.9500019,-13.760747,-0.48706073,23.946424,0.3610051,0.13169952,0.20259373,-0.024440655,-0.5367592,-9.653782,17.915373,0.08692315,-0.01756273,2.8473804,1.9417475,0.29588234,0.2057714,0.20424241,0.25381967
16,34.82165,0.0964783,33.575905,34.782413,36.422047,2.8461418,124.5378,97.81253,47.47682,41.81799,0.2603337,0.8738916,0.08309011,0.18620783,0.38745862,0.3043685,4.72759,3.0508642,4.13767,3.5353642,0.03060512,2.214463,1.0319532,0.79797107,7.709456,0.6642413,3.3406968,2.8536549,21.934532,0.50599164,699.6806,0.31205806,1396.9672,0.21405107,-71.994484,-1.29178,1692.2922,0.14632031,-69.81907,-1.2287164,2750.2036,0.0826395,-73.78294,-1.1252773,-12.533925,-0.5356614,21.956602,0.39107347,0.13251002,0.18966812,-0.024655694,-0.53042674,-9.556372,17.928774,0.09396657,-0.019009141,3.1016045,2.470462,0.26608697,0.1938004,0.14157894,0.18857534
17,34.209324,0.120248035,33.898,34.931572,35.77325,1.8752518,476.87476,508.68896,56.101295,63.954445,0.23100385,1.0332597,0.046268016,0.1482838,0.35563564,0.30936763,3.6564379,3.7071216,2.9534583,2.5254478,0.030893922,2.0877094,1.0541463,0.90436125,7.832181,0.65383023,-0.01404833,-733.20795,23.51757,0.54595137,719.76373,0.27098954,1425.3491,0.19428161,-92.07277,-1.100055,1632.7847,0.14886083,-93.62523,-1.0126127,2750.0837,0.087492205,-99.81484,-0.8941358,-12.615923,-0.5085195,26.81712,0.26737386,0.12568814,0.229143,-0.021860108,-0.6805551,-9.732653,19.056467,0.08272259,-0.01593129,2.097064,1.6225963,0.3285185,0.2654235,0.2662963,0.29200646
18,34.17129,0.09786002,32.574127,34.33544,36.15972,3.5855942,235.57771,347.07028,73.06108,80.85648,0.21467857,1.0273688,0.047297377,0.14562735,0.3415789,0.2942815,3.918788,2.1795294,3.0848308,2.6983747,0.024875578,2.2751608,1.0883299,0.9013239,7.859345,0.6019437,2.7177,3.06544,26.55847,0.40590066,709.2356,0.2932652,1472.526,0.22405326,-96.38777,-1.0255547,1627.2935,0.15554772,-93.56274,-1.0027982,2769.7295,0.0919083,-100.57629,-0.86993355,-12.673125,-0.57207084,27.559679,0.28765753,0.12628737,0.19444013,-0.018916715,-0.8421717,-11.537122,20.712765,0.08728947,-0.018588025,2.545692,1.9003932,0.28,0.27125505,0.24074073,0.2875687
19,33.73141,0.06693334,33.300358,33.95723,34.6443,1.3439407,202.19147,252.04694,109.57839,364.26553,0.17198966,0.709756,0.06878616,0.12225616,0.27823862,0.20945247,2.2956574,1.4009647,1.8523998,1.230748,0.01723248,2.1041222,0.9284213,0.7418195,8.014873,0.5258333,1.6942405,5.449278,21.654144,0.46361154,555.11847,0.3626656,1405.8733,0.15701938,-116.777596,-0.8296055,1512.0118,0.16753162,-114.389496,-0.8165096,2532.4866,0.11381183,-119.43768,-0.73532647,-12.035164,-0.5958606,25.593216,0.32266906,0.07565852,0.42870295,-0.019594882,-0.7401336,-6.566298,14.672692,0.022109784,-0.005262306,2.1564376,1.3663645,0.32074767,0.23657088,0.40192306,0.5958253
20,34.23966,0.109716035,32.983677,33.884224,35.762463,2.7787857,89.00621,79.56412,89.94159,154.71977,0.240848,1.0201601,0.069966294,0.14854261,0.35415953,0.28419325,3.1548796,2.147518,2.945385,2.6040432,0.027688174,2.1351218,1.021025,0.7770472,7.8086414,0.55022633,0.7028719,15.482064,18.453379,0.5128422,624.0617,0.3888949,1377.795,0.17750512,-115.10052,-0.849251,1609.7246,0.1745774,-111.26617,-0.83738893,2609.7188,0.104952924,-114.232346,-0.78685296,-11.668139,-0.56935555,22.732826,0.3527329,0.078757636,0.43615097,-0.023570532,-0.60502476,-5.239815,12.391818,0.026701432,-0.0064567863,1.6342413,1.3291634,0.34529412,0.15926735,0.38705882,0.6046269
21,34.21726,0.051275373,33.265244,34.08147,35.248486,1.983242,98.28438,106.17285,9.46483,6.758899,0.30644408,0.7094732,0.11184153,0.25455323,0.4701278,0.35828626,4.436902,3.1062465,3.4933596,2.3274214,0.0131103,2.0068913,1.010196,0.7777104,8.892419,0.43523404,3.7881582,2.509582,24.439186,0.37574694,588.2073,0.3975319,1412.7643,0.17641872,-78.40131,-1.238314,1547.9802,0.16767313,-76.71755,-1.1613805,2607.764,0.0980277,-82.88511,-1.0177376,-12.193024,-0.5456286,25.10497,0.29387635,0.10402633,0.26819536,-0.020283157,-0.64526606,-3.2864604,10.961284,0.042286467,-0.0023446751,2.8466961,1.8566947,0.3366197,0.2362318,0.18214284,0.31403312
22,33.592823,0.05220238,32.24758,32.68109,35.417343,3.1697617,57.717808,98.66088,11.215859,8.693625,0.13464004,0.62077326,0.07405581,0.10338434,0.19239274,0.11833692,1.4650834,1.0949382,1.1884578,0.9777217,0.009856224,3.454162,0.6334963,1.3425422,10.115583,0.3496504,5.9746003,1.1954443,24.56693,0.32390264,584.28455,0.41221228,1391.2535,0.13766474,-130.78326,-0.687577,1610.5957,0.16593452,-129.1938,-0.65775824,2628.4998,0.10323526,-132.77196,-0.6056383,-21.31427,-0.6534788,35.340744,0.4023825,0.05160099,1.1407288,-0.015248925,-0.69539857,-6.920665,15.03696,0.031412933,-0.0048460523,1.4031806,1.509434,0.2625,0.2073192,0.40466666,0.45158783
23,34.448494,0.10475753,33.057518,33.91754,35.605083,2.5475655,135.29189,177.23549,71.53743,121.27934,0.35860696,1.0228406,0.10379542,0.25193304,0.5224079,0.41861248,6.378759,5.9708586,4.6700854,5.090654,0.023071496,2.0959969,0.99839425,0.7438704,8.342842,0.5055658,3.5076535,2.5548208,24.913431,0.39831442,620.8571,0.3645551,1391.4272,0.17663991,-77.196106,-1.2314138,1607.1556,0.16894893,-78.48893,-1.1082826,2631.8892,0.10164492,-83.392525,-0.9983667,-14.407912,-0.49886113,24.91451,0.3198404,0.10657147,0.26487106,-0.026230522,-0.530475,-5.211894,13.0706,0.0430141,-0.006161708,1.9915254,1.6992354,0.3745,0.23663208,0.21472222,0.28666168
24,34.719143,0.09278675,33.6951,35.02955,36.77795,3.0828514,375.9027,688.6233,36.33073,23.79397,0.2439623,0.70905155,0.093732685,0.18495914,0.37875876,0.28502607,2.9467273,1.7788556,2.795478,1.7313585,0.023023525,2.7883787,1.0381079,0.6851499,8.259909,0.5163289,3.5285244,2.5037918,25.388374,0.40799668,537.7395,0.40478864,1368.6337,0.16136219,-119.879745,-0.801335,1541.641,0.1907287,-105.95484,-0.86520046,2593.9639,0.104339756,-109.83485,-0.7991058,-13.8697,-0.45070335,25.29251,0.31018516,0.10396223,0.3011657,-0.02143192,-0.65075904,-3.8296978,11.947571,0.039545286,-0.0014863068,2.8764806,1.7021277,0.287,0.21603473,0.26666665,0.5565141
25,34.892765,0.07348423,33.91941,34.64269,35.706245,1.7868347,90.82188,108.684395,129.67767,280.9501,0.27920672,0.70234203,0.08852607,0.21946183,0.4576105,0.36908442,4.2316217,2.4181952,2.8466718,1.6322342,0.016588407,2.3864675,0.84547573,0.78226733,9.444406,0.39358377,2.8620048,3.0638263,21.948921,0.42449117,565.7956,0.40222728,1365.4375,0.17224792,-98.03655,-1.0176817,1567.2373,0.17714925,-93.52011,-0.98594016,2574.5342,0.101355754,-95.864784,-0.93751955,-13.25695,-0.5072995,22.445997,0.34688196,0.106162615,0.26889312,-0.02534052,-0.52208376,-4.1718006,12.287249,0.037099227,-0.0034348075,2.56654,1.1910434,0.468,0.32801217,0.36666667,0.5238135
26,34.390873,0.09163806,33.443142,34.388176,34.984512,1.5413704,277.16193,168.80241,19.073685,23.058393,0.26537818,0.62238157,0.10267213,0.23497684,0.4166143,0.31394216,3.229079,1.6856596,2.657433,1.8052189,0.018140757,2.022841,0.9645635,0.7681689,8.418253,0.5100637,5.070133,1.6403346,22.985655,0.4340574,579.297,0.39192957,1446.5442,0.1625088,-76.27059,-1.2670473,1575.264,0.1526913,-73.42951,-1.1884232,2599.4807,0.10244601,-77.22461,-1.0893211,-12.786368,-0.49290568,22.748606,0.33930776,0.10458817,0.28484994,-0.020927882,-0.5628861,-5.544463,14.261908,0.045068324,-0.005999587,3.4061136,1.931519,0.33590907,0.21184598,0.18578947,0.22434266
27,34.609116,0.10633514,33.18273,33.987217,34.913544,1.7308121,84.31561,64.075966,272.07327,493.64487,0.24021918,0.74051756,0.082031175,0.1850876,0.39486372,0.31283253,2.6157935,1.7109295,2.046184,1.3402164,0.016075915,2.543313,0.837517,0.8340316,8.94825,0.47696665,6.3747416,1.4547712,24.110903,0.4439704,589.77563,0.3808802,1368.0208,0.18692127,-110.64425,-0.8974479,1572.7866,0.18657896,-104.24654,-0.9012979,2611.668,0.1159838,-108.08743,-0.8263941,-11.3984995,-0.7492621,24.156164,0.37006658,0.10457639,0.31350547,-0.019335717,-0.78349376,-4.5898714,12.167643,0.03694986,-0.0040002046,1.8528049,1.5487869,0.31666666,0.20095329,0.30766666,0.50708765
28,33.87556,0.07441147,32.659122,33.492035,34.72765,2.0685272,204.73329,178.89255,29.33261,19.613928,0.19042902,0.8315011,0.07103326,0.119390644,0.31128109,0.24024782,3.8070383,3.3488648,2.5019946,1.7080957,0.019253127,2.178728,1.1327096,0.78336644,7.284595,0.58964235,3.2544785,2.5451963,21.027372,0.38348544,561.5259,0.38423863,1367.1711,0.15510985,-128.01555,-0.7381905,1555.8344,0.16498502,-123.75613,-0.7348073,2572.2305,0.09595887,-126.84164,-0.68696296,-11.513981,-0.544555,20.73111,0.3627017,0.095965035,0.27461234,-0.023097966,-0.64737755,-3.9261029,11.281396,0.043151397,-0.0029174003,2.603844,1.8656716,0.206,0.17692935,0.3546154,0.5940683
29,33.9225,0.10812658,32.107475,33.573956,36.321533,4.214058,162.15332,225.9345,99.110664,126.834984,0.25382337,0.816969,0.08497773,0.18474059,0.4026048,0.31762707,5.086281,3.259637,3.4003298,2.562685,0.026280245,2.0020955,1.1532032,0.65476406,6.490202,0.67351294,-2.3499944,-4.2249665,17.976032,0.5824842,573.778,0.42052695,1364.2498,0.21645457,-107.91082,-0.9218405,1564.0294,0.16529906,-101.75201,-0.9297765,2583.0984,0.107491955,-105.17196,-0.8662493,-10.885173,-0.55946016,21.64218,0.36800677,0.10095699,0.28940308,-0.02322998,-0.5770232,-2.5390482,10.186052,0.05245219,-0.0058074766,2.691293,2.0159152,0.24289474,0.14445738,0.2461111,0.81946546
30,34.726135,0.058064338,34.536213,34.872185,35.6004,1.0641861,276.9433,127.816925,64.27896,68.685104,0.13646127,0.6473388,0.079940826,0.099679336,0.17843756,0.098496735,2.183618,1.5810474,1.466737,1.1567804,0.014999443,2.9933026,0.7729111,1.2965391,10.210351,0.41361958,7.2702994,0.9329171,26.865686,0.3479307,495.77066,0.3963802,1371.7416,0.183225,-143.83772,-0.5749415,1536.9287,0.16727604,-140.04134,-0.5699106,2633.563,0.10241559,-143.42188,-0.5221691,-23.481133,-0.60924906,37.60163,0.37855095,0.067719944,0.7042864,-0.014724315,-0.80936885,-7.719869,15.435562,0.039038334,-0.00784766,1.3565892,1.3631939,0.25642857,0.22961481,0.5316667,0.8340947
31,33.07559,0.0663003,32.59548,33.40417,34.29061,1.6951294,166.88568,185.98616,59.599377,71.89868,0.1806225,0.7665549,0.06815919,0.12652014,0.289182,0.22102281,2.743594,1.8233222,2.006502,1.2808492,0.024340566,2.3814945,1.0687519,0.78703064,7.4089446,0.561763,-1.2719264,-7.39869,20.118622,0.53271574,592.4394,0.4017062,1392.617,0.14436966,-116.90687,-0.82476383,1573.4614,0.19296516,-114.94038,-0.80874383,2599.0884,0.12024456,-119.316635,-0.7379883,-11.294606,-0.5323274,24.440092,0.30835783,0.07831016,0.39056018,-0.023240216,-0.5742277,-6.950554,14.687865,0.027403872,-0.0071168304,2.1686747,1.7883036,0.23918918,0.1594819,0.3061111,0.6207176
32,34.498013,0.09108469,32.896824,34.33755,36.056892,3.1600685,125.53767,161.30763,88.71741,74.761505,0.2498615,0.81065017,0.079092965,0.1734395,0.4016643,0.32257134,5.5572143,5.175635,3.1449192,2.0416086,0.026207063,2.3140972,1.0069102,0.90499765,7.824563,0.62859654,7.36184,0.91216934,23.652946,0.3883977,562.2009,0.4047015,1389.4551,0.21474382,-105.99761,-0.8838658,1584.9209,0.15272641,-100.726875,-0.8757449,2601.9316,0.109019175,-104.6734,-0.8070332,-16.146685,-0.7825112,28.458595,0.486681,0.085520014,0.6908386,-0.017664816,-0.75814354,-3.7916198,11.719395,0.03610932,-0.0031919214,2.3193576,1.9748654,0.27045453,0.13247563,0.27647057,0.41354904
33,33.07896,0.09877644,32.21222,33.29579,35.46476,3.2525406,237.65778,273.36212,59.218212,69.427986,0.27517146,0.7960248,0.08593953,0.19510514,0.4590737,0.37313417,4.4310393,2.3427713,3.5432365,2.4996467,0.025902474,2.1715033,1.1182451,0.87298113,8.041769,0.55109835,8.871422,1.1220493,26.434088,0.27487242,595.4712,0.36747622,1422.6254,0.16624841,-94.31947,-1.0376853,1585.0189,0.16769576,-94.33198,-0.960185,2643.3257,0.088488206,-98.5837,-0.8788801,-14.657561,-0.39442673,24.929205,0.28604692,0.10512055,0.2727393,-0.02285653,-0.5274037,-4.3332686,11.409137,0.038016655,-0.0029609138,2.6459854,1.7415216,0.31631577,0.26449972,0.25055555,0.4405107
