,plp_0,plp_1,plp_2,plp_3,plp_4,plp_5,plp_6,plp_7,plp_8,plp_9,plp_10,plp_11,plp_12,plp_13,plp_14,plp_15,plp_16,plp_17,plp_18,plp_19,plp_20,plp_21,plp_22,plp_23
0,-88.74234960498,-1.0021092252116997,0.001018854913060607,0.0010340020827361732,0.0010278462109688377,0.0010070875944043324,0.0009773060515456996,0.0009401638607237057,0.0008969068264052773,0.0008484560434068063,0.000795484591769532,0.0007385158207223728,0.000677923036081109,0.0006138737551348885,0.0005462249941486271,0.00047449944589951195,0.0003981717214688252,0.0003165737109266843,0.00021704197017100743,6.84893070597924e-05,2.045496636426237e-05,6.1026904377961274e-05,3.678724796378814e-05,-0.0002176014707754873
1,-85.97178902069408,-1.0016105698285709,0.0008534518650972745,0.0008647799939477559,0.0008586152387313887,0.0008382699559138222,0.0008087063020193824,0.0007749760528988093,0.00073770745668832,0.0006965992698253498,0.0006518696528115992,0.0006037266650528944,0.0005522272071719869,0.0004971295888737944,0.00043755479443719365,0.00037120970780410586,0.0002929820966169064,0.00018903593934536475,6.701685434687819e-05,-1.4196871668865725e-05,-7.2016917265709e-05,-0.00012643431390812565,-9.954959597001591e-05,0.000417461907159311
2,-89.16701489866352,-1.0016204346263056,0.0007017704497450959,0.0007099105213359399,0.0007056770806114506,0.0006893053613022087,0.0006667049332574525,0.0006421788319028366,0.0006156646434336123,0.0005871175041480679,0.0005568988016360343,0.0005252287857224288,0.0004920790416684467,0.00045707163530920284,0.0004193449901947921,0.0003773961486419604,0.00032792572041255986,0.0002534490029636787,0.00012330301583369022,1.8113421531066716e-05,3.081926211350614e-05,9.741684096783205e-05,0.00015890237801557193,0.001562014610584463
3,-90.63336946212762,-1.0011926804469833,0.0005537311067939942,0.0005585242236584463,0.0005547743868035178,0.0005402763956572115,0.000519637320737541,0.000498565467056647,0.00047661288405991887,0.0004535734993197937,0.00042954638717991383,0.00040457038184957115,0.00037850677648395534,0.0003508235876462401,0.0003201923197926306,0.000283709755735186,0.0002362749495693748,0.00016321782644328106,5.361930707108401e-05,1.0752087669811885e-05,8.945877394936332e-05,0.00015674540385208943,0.00017198662329181633,0.002740184521374097
4,-87.34077931256785,-1.0013922751950917,0.0006776988689531231,0.0006882508897939842,0.0006830674166890607,0.000665222600280576,0.000639262048776048,0.0006090731462240601,0.000575558430144607,0.0005422340067848616,0.0005108768577210304,0.0004790926681576077,0.0004449240919646859,0.0004052141108685429,0.00034892310443804855,0.00025808183726212526,0.00018778957883780535,0.00015059790589286258,9.767482289496933e-05,8.406838637954894e-05,8.056740624272154e-05,0.00010016069161930638,0.0001434257686440757,0.0017697786895875933
5,-87.9669865141811,-1.001510233721299,0.0007361489391376647,0.0007495521942107836,0.0007432468360153807,0.0007215823938719084,0.0006931967910898602,0.0006623108814906034,0.0006293559104916225,0.0005940474508982342,0.0005563306068120348,0.0005161837022887521,0.000473412390308858,0.00042747300840475074,0.0003770602084942454,0.00031875008369033686,0.0002427046618276332,0.00012593276747665508,-4.511937218608953e-05,-0.0001933560935524545,-0.00014449624422961177,1.166154463158601e-05,8.66737215461694e-05,0.0017292816344511694
6,-87.65526810125196,-1.0024710618740698,0.0010085342159913322,0.0010222444110129507,0.0010155970308831515,0.0009937425051340925,0.0009571708504905751,0.0009020579646695824,0.0008426533941091736,0.0007886319747356134,0.0007350786858609904,0.0006811610867653484,0.0006238066108797567,0.0005614612587686911,0.00045272616715457607,0.00033211585536762717,0.00013972564356096685,6.378486090379291e-05,0.00016327909809608733,0.00017327561232053986,0.00014072513424419908,0.00011750988064187621,8.871068539345519e-05,-0.00036273776879957204
7,-88.88580102043343,-1.0014799351595067,0.0006481066213098576,0.0006566651302962564,0.0006550585696185653,0.0006454678262936141,0.0006293319566316659,0.0006077367733514877,0.000581516961169093,0.0005512841373540176,0.0005174790751332554,0.0004804119710030169,0.00044025958997378795,0.0003970450832082133,0.0003506647329183561,0.000301131474269754,0.00024936278773910706,0.00019834180995460704,0.00015281020689873805,0.00011708038625045473,9.448807478876696e-05,8.692778021444754e-05,9.140426700235732e-05,0.0018718948868990835
8,-91.75614806069476,-1.0015973987601565,0.0007539975937390233,0.0007598508378293999,0.0007527054699307606,0.0007363797621013652,0.000712718269996414,0.0006830845411219158,0.0006489709615933803,0.000611626598982213,0.0005716827474428407,0.0005294544068664053,0.0004850708556392315,0.000438177689064908,0.00038731815455678246,0.00033026852854710657,0.00027082982149306383,0.00022118828250076753,0.00018157557906334427,0.00014098346120942256,9.170646357820148e-05,3.414836035117796e-05,4.7669761135515875e-05,0.0019249876066218586
9,-86.98427227823807,-1.002221239119338,0.0008689266558233234,0.0008854065878277855,0.0008829833877003747,0.0008664896829442452,0.0008382705149193267,0.0008027303541054127,0.0007637190443760795,0.0007223901088708401,0.0006792681662335813,0.0006332408749764123,0.0005835296910820238,0.0005287001870521372,0.00046566541662569193,0.00038417772121136806,0.0002994133390489723,0.00020370148451789773,0.00013342046486899985,0.00010773678457387268,8.144776746019981e-05,6.609527668039848e-05,6.792824089557354e-05,-5.965097832098799e-05
