,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_delta1_0,mfcc_delta1_1,mfcc_delta1_2,mfcc_delta1_3,mfcc_delta1_4,mfcc_delta1_5,mfcc_delta1_6,mfcc_delta1_7,mfcc_delta1_8,mfcc_delta1_9,mfcc_delta1_10,mfcc_delta1_11,mfcc_delta1_12,mfcc_delta1_13,mfcc_delta1_14,mfcc_delta1_15,mfcc_delta1_16
2303,-535.2044,138.58377,9.329018,2.5539415,-0.7442023,-9.65448,-11.229024,-13.154241,-3.5609033,-11.25011,-1.624968,-4.7576137,-3.2396152,-2.6253204,-1.6832589,-11.503619,-0.7689196,-0.10714866,-0.031406436,0.044586,-0.0014377193,-0.0070442655,0.031368546,0.025195608,-0.015094182,0.014836146,0.01732253,0.0033720573,0.004555139,0.0057223616,-0.00429934,0.00049081503,0.009334524,-0.0073959175
2304,-521.4708,144.89673,12.549675,-5.0548496,-4.052169,-6.753115,-9.562166,-11.853806,-7.256595,-11.504362,-3.2449532,-4.2349005,-3.033776,-2.7357917,-2.5421247,-8.439889,0.9019559,-0.031371363,-0.03860312,-0.036658954,-0.02749165,-0.006792858,-0.010324446,-0.0041515804,0.011316781,0.01301862,0.02207515,0.021472648,0.005944801,0.0113744885,0.014514535,0.010497888,0.010402577,0.00039520554
2305,-523.4626,149.62871,9.691561,-3.5071461,-7.8793445,-13.10484,-9.156677,-10.390155,-3.6632903,-12.550225,-1.000856,-2.9276333,-1.4026022,-1.487204,-2.1236756,-11.081675,0.012325832,0.0030843501,0.0006023045,-0.008781994,-0.006259071,0.008613216,0.00042435667,-0.00082030083,0.00419585,2.5690179e-05,0.0049035484,0.0038848538,-0.00027780808,-0.0005440758,-7.101055e-05,0.0038525367,-7.767419e-05,0.00031329217
2306,-543.2225,128.42503,13.280599,-0.8879652,-4.1025324,-6.662956,-10.376095,-9.568551,-3.7069263,-11.721192,-0.9586583,-2.6056066,-2.5034716,-2.4579983,-2.7511046,-9.32308,-0.052413728,-0.0008187615,0.00806169,0.0035116384,0.0014957783,0.0062897615,-0.0029452401,-0.0046063433,-0.0016179215,-0.0015830115,0.0013080589,0.0049673333,0.00017424357,0.00030235134,-0.00016789569,0.00021094717,0.0014478915,0.0008217833
2307,-541.56445,133.89574,10.091967,2.3099942,-3.137856,-8.680019,-9.293736,-11.395523,-3.1881049,-14.338101,-1.0801498,-3.6611319,-3.4663785,-2.9389355,-2.1094792,-9.776649,0.14291856,-0.07803464,-0.027402181,0.027290521,-0.0021891976,-0.0005823875,0.017065018,0.012514274,-0.0042353496,0.0071628615,0.008180564,0.0009396604,0.0012071981,0.0023773655,-0.004995428,-0.0068635815,0.0015598352,-0.0024076395
2308,-541.9353,127.6187,13.027473,2.169718,-4.629334,-8.735567,-10.379671,-10.2717705,-3.4441605,-11.357735,-2.2353995,-1.9867256,-2.5615366,-2.934253,-1.6801007,-10.268585,-0.06860178,-0.017269457,-0.0076800357,0.007134746,-1.9909312e-05,-0.0012646414,0.0049129,0.0060474463,-4.5220444e-05,-0.002514994,0.0018713165,0.0010754938,-0.0013519101,0.00055722264,-0.0011750724,-0.001439405,0.0010704063,-0.0016430679
2309,-509.59396,132.54247,9.317115,-1.6519611,-10.195924,-7.385505,-12.017103,-8.977884,-6.584846,-12.2953,-1.1248691,-0.9125809,-3.5508857,-2.9453185,-4.7943077,-9.635977,0.07763002,-0.057493154,0.12173159,0.042730577,-0.035010558,0.02419033,-0.018893557,-0.004871437,0.008935481,0.019665968,-0.015875682,0.0044787903,-0.0037072236,-0.0056688525,0.00238742,-0.0036691485,-0.0036086913,0.001422521
2310,-532.95935,134.57042,4.676992,-2.1625502,-1.4784034,-8.412377,-11.816854,-9.150454,-6.6038923,-17.844912,-1.5158378,-3.7876923,-3.7517874,-4.3669715,-3.1235552,-9.003506,-2.3227625,-0.03543348,-0.021635743,-0.009202529,-0.0070400713,0.004296103,-0.0032021431,0.0022923176,0.0025024167,0.0057078237,0.0007373493,0.008738033,0.008390619,3.3966362e-06,0.010116356,0.0037891257,0.004569116,0.0044893576
2311,-547.5369,125.756676,13.582554,-3.2104409,-3.976727,-8.634395,-11.434958,-10.247287,-3.610067,-10.001551,-1.246223,-1.5358624,-2.0484073,-2.9280725,-4.8165984,-9.866444,-0.21914227,-0.018078092,-0.01847617,0.0049568447,0.013980792,0.0022408068,-0.002057167,-0.0064859507,-0.0074782646,0.0113697415,0.012268505,0.0023656194,-0.0015581761,-0.007422058,-0.0029880165,0.00812207,0.005350813,0.0041014436
2312,-539.43396,119.18851,17.6633,1.3539149,-6.937795,-6.432523,-12.036021,-10.985841,-5.038713,-10.420847,-4.2457423,-2.4781885,-3.198369,-2.8720121,-4.2295027,-7.84748,-0.6398287,-0.0027373536,0.013414444,-0.00066783186,-0.004197879,0.007649645,-0.0029545152,0.000788018,-0.0006612585,-0.0016994466,-0.0016461734,0.0033846728,0.0014451379,0.0020780128,-2.1400723e-05,-0.0018530941,-0.0031071345,-0.00023887557
2313,-544.1983,132.57764,12.902297,0.64999557,-0.57229495,-5.9406104,-11.744758,-12.498659,-1.8366166,-11.316235,-2.3267913,-3.910092,-1.7135316,-3.6100261,-3.507484,-8.464765,-0.25707456,-0.007406951,0.0026460392,0.0040447433,-0.0045250086,0.0049541523,-0.0025370591,-0.0020119373,0.0051209,-0.0028017263,6.682975e-05,0.0031599337,0.00054404256,0.0020021591,0.00046957785,0.00091941125,0.0019081852,-0.0004221687
2314,-527.83136,132.09377,3.4162114,-1.6720543,-4.8112726,-4.626733,-11.480243,-14.715644,-1.1288575,-11.238715,-2.3894007,-2.948369,-3.757172,-4.217195,-3.5856037,-8.665936,-1.7026216,-0.09800353,-0.055239983,0.020294633,0.0028447895,0.0135683445,0.038451515,0.020456247,-0.009674858,0.0040741586,0.013732952,0.00055591215,0.0039236196,0.009042954,0.0002713038,0.0007197205,0.006017641,-0.0030056268
2315,-558.2582,136.21068,15.6412525,-4.4240036,1.4144307,-6.1384807,-9.378121,-14.327822,-2.9396474,-10.759675,-0.6363101,-2.6396732,-1.1698737,-4.7416015,-3.559062,-7.3910794,-1.2529407,-0.012525116,-0.0084284935,-0.0017241841,-0.0015463528,0.002012673,0.00020532316,0.00020102665,0.0010784726,0.0011947383,0.0024067922,0.00091940374,-0.00028537188,0.00270771,0.0020967838,-1.4207108e-05,3.8915805e-05,0.00035713334
2316,-542.31726,137.83838,10.362917,0.30732843,0.025695229,-6.2788887,-8.594857,-11.922888,-1.8914603,-12.07393,-0.19631255,-3.099867,-1.2374645,-2.7563615,-3.0979936,-9.338427,-1.2412981,-0.022791736,-0.010245053,0.003675173,-0.00033884658,0.0018342929,0.0010396102,0.0023896697,0.001899998,0.0034476046,0.004659953,0.0025574083,0.0019182287,0.00027144526,0.0016584732,0.00057399384,-0.0014975378,-0.00016738215
2317,-532.0152,127.445526,16.42591,-3.702781,-8.193901,-7.1038013,-12.439471,-8.632048,-3.5863879,-13.799582,-5.7128744,-2.575845,-2.6570163,-3.1185582,-4.901426,-7.8623257,-1.6473687,-0.10158734,0.014632763,0.030128708,-0.019144582,0.0062152063,0.007840062,0.017407961,-0.0066723987,0.021813963,0.007697176,0.0148374485,0.015708653,-0.0026601013,-0.011582987,-0.006832502,0.004702902,-0.01105081
2318,-557.8614,121.51921,14.661732,-2.1517406,-6.5575323,-5.1798363,-7.5246124,-10.480025,-2.7889783,-12.156576,-0.9987802,-1.7336726,-2.8219564,-3.7534325,-3.3571112,-9.009909,-0.26683173,0.001609582,-0.02472996,-0.008661199,0.008729905,-0.0068570683,0.0025618828,0.0030498023,0.005871718,0.0037149522,-0.001257791,0.008061144,0.014333292,0.0022801892,-0.0063583767,-0.0005382733,0.0009846274,-0.0050338497
2319,-539.2754,126.95027,13.120376,-2.743264,-4.216914,-7.8179107,-10.002332,-9.584491,-5.2054625,-9.923766,-2.558222,-1.9805442,-3.567558,-1.8903723,-2.3458908,-10.944573,0.31641072,-0.09298747,-0.06090404,0.023582567,0.018767808,0.007852619,0.011986273,0.0043953545,-0.003480523,0.005395939,0.019941775,0.014961797,-0.0029969958,-0.010269868,-0.0067261537,0.0037808693,0.008167356,0.0016777819
2320,-516.96014,119.86139,17.265455,0.10552188,-9.594196,-9.267978,-11.525273,-8.096999,-7.873976,-11.103801,-3.9553893,-2.5034971,-3.3213112,-1.5749416,-4.578326,-8.034375,-0.97668207,-0.011589937,-0.014603482,-0.008259117,-0.0049898876,-0.00022166804,0.008768278,0.006119425,-0.0050836303,-0.0073233186,-2.5016634e-05,0.002068866,-0.0067407703,-0.0064517837,-0.0019405138,-0.005136788,-0.0016992836,0.0032786478
2321,-525.2303,133.46617,4.2783523,1.8949325,1.7251561,-6.5605073,-15.206978,-9.713087,-5.1294084,-13.67745,0.5850318,-2.415015,-4.2788935,-4.6295953,-0.24448295,-10.637986,-1.8183597,-0.0059386813,-0.004366769,0.003402777,-0.0026450194,-0.0076160575,0.005044361,0.006236311,0.0004920265,0.001057704,0.003432511,0.003710043,0.0018038973,0.0009806872,-0.0027645926,0.0002709503,0.004033617,0.0016137953
2322,-558.9683,125.02708,13.185617,-0.21819784,-3.979356,-9.840962,-7.0589323,-8.864132,-3.8499837,-11.211001,0.5150348,-2.7744768,-1.008697,-2.945144,-2.5943012,-7.892197,-0.51573694,-0.105321474,-0.0741322,0.028622828,0.0380234,0.0027810696,-0.001736025,0.024015086,0.008205363,0.01383427,0.015355471,-0.007166535,-0.0028192364,0.006285602,0.0033923949,-0.002929922,0.0031091298,-0.0066196537
2323,-509.6435,154.71855,9.865823,-1.954957,-4.2315283,-8.568231,-13.141592,-15.052463,-4.5651684,-11.646839,-2.9837022,-5.766763,-4.955764,-2.663752,-1.8926246,-12.29881,-0.904047,-0.0005204116,-0.07667032,0.010964677,0.06622962,-0.018615535,0.028071119,0.042436816,0.015503147,0.0008673464,0.0013028538,-0.013652046,-0.0051272865,-0.001265258,-0.0050819567,-0.012763665,0.004473257,0.016455635
2324,-520.4552,130.34454,6.691154,4.8376436,-4.590644,-11.960657,-11.264975,-8.291959,-9.879355,-11.735673,-1.4399415,-6.0315304,-4.2665224,-3.4136682,-0.115541786,-12.253708,-3.2260108,-0.1424697,0.032653276,0.03418626,-0.024406409,0.02953438,-0.009522987,-0.0056089554,0.004351227,0.00862761,-0.0042335843,-0.00056928647,0.0046126726,0.0053754947,-0.0016633921,-0.008373628,0.007079201,0.0068991776
2325,-519.7092,125.638855,4.5075006,0.5024569,-6.878497,-10.262415,-10.553442,-9.800699,-8.112888,-10.197017,-2.159267,-2.6600392,-4.1068077,-2.9675777,-3.0575898,-11.231816,-0.81211585,-0.085723184,-0.10819902,0.0042055943,0.059442278,-0.0037372033,0.0023147988,-0.0020823267,-0.01051852,0.000502964,-0.0010540625,0.017414652,0.011358676,0.0067344583,0.007820915,-0.0050001335,0.0086543225,0.0066243573
2326,-492.51157,125.16796,2.6001396,1.6959836,-9.076698,-9.313262,-11.410876,-8.404703,-5.532172,-9.620457,-5.172687,-2.8871255,-4.8395047,-2.2175984,-4.129485,-10.148176,-1.2845786,0.010432949,0.0071216775,-0.0033374887,-0.013308529,-0.016528212,-0.001589921,0.013012814,0.019556204,0.018029395,0.010189471,0.0029906193,0.0030549183,0.0023026238,-0.0024702298,-0.0033219645,-0.001668761,0.0015439885
2327,-523.9553,137.20967,-2.527393,-5.77348,-5.2653666,-9.65353,-13.841188,-12.863969,-2.6632686,-16.235327,-1.1053847,-2.4164553,-4.38214,-2.3795896,-3.9866836,-10.48152,-0.12936652,-0.07697109,0.053072207,0.009181831,-0.021765543,0.033110496,0.015274136,0.010943812,-0.0051305504,0.018549303,0.007855461,0.0135528715,-0.003939892,-0.0063562593,-0.010932209,0.0066344575,-0.0016821052,-0.0022991863
2328,-523.0756,125.184654,8.152591,3.0888324,-2.5311022,-8.200642,-10.928822,-7.866679,-5.5853567,-10.326448,-2.6022606,-2.3344421,-3.7166653,-1.9707916,-2.6100752,-9.613791,0.30202505,-0.013777429,-0.0020911805,0.0066203712,-0.0076231663,-0.0034527038,0.006508115,0.004692996,0.00016007428,-0.0010126063,0.0021552974,0.0037244791,0.0032839251,0.0017968076,-0.0026053104,-0.00017565941,0.0028660498,-0.002467445
2329,-517.56305,128.3094,9.318986,1.8194922,-4.8580437,-8.631295,-13.267113,-9.495659,-6.296836,-11.370197,-2.8452709,-3.0881643,-4.0958815,-1.3827345,-3.4090743,-10.294562,0.36306742,-0.019499019,-0.0101773655,0.007813032,0.004975089,0.0047077844,0.0073995884,0.003965563,-0.0017552652,0.0007734822,0.0042239623,0.0015306673,-0.00043566874,-0.0013513035,-0.0015579889,0.00033397417,0.0014294802,-3.572583e-05
2330,-498.76962,127.17523,9.61973,-5.2734976,-4.093556,-6.3736305,-13.393931,-10.212257,-7.0456376,-8.450855,-2.852682,-1.1840167,-3.7864008,-2.3026786,-3.6265614,-8.784772,-2.1524951,-0.00324084,-0.0053877747,-0.0023396616,-0.0044292193,-0.0078336485,0.0024544043,0.008400809,0.005686523,0.0043636663,0.003978672,0.0049998183,0.002974431,-0.00051831175,-0.0020947065,-0.0011114232,-6.568448e-05,-0.0018685899
2331,-528.2813,134.77069,7.686931,1.5413933,-1.5271227,-9.357119,-13.572221,-13.105604,-5.9141917,-13.812066,-2.4058561,-4.779028,-4.492536,0.053466763,-2.164103,-10.90762,0.9790436,-0.07766071,-0.029376382,0.04186588,0.008159572,0.0011848992,-0.00548874,0.0017253647,0.0073441616,0.00088267185,-0.001936232,-0.0017944694,0.00089918845,0.0070159985,0.007663479,-0.0033147715,-0.0062371413,-0.0028566278
2332,-524.69116,134.9036,7.6128297,4.801338,4.8273277,-8.005843,-17.54792,-10.718508,-6.041899,-13.465902,-0.6434101,-4.5097866,-4.809559,-3.564408,-1.6068448,-10.230875,-0.65690964,-0.032206524,-0.036013324,-0.005037454,-0.01938282,-0.0143223535,0.0074139177,-0.010710102,-0.014965249,0.009550509,0.010943313,-0.0037070427,-0.0021058496,-0.007377548,0.0068508885,0.008520424,0.009108533,-0.0025343408
2333,-534.1463,134.90553,7.8947005,-1.8441318,-1.4092034,-5.4877524,-10.360216,-10.12324,-1.806567,-12.004595,-1.4066832,-2.7385507,-2.808261,-2.659018,-2.3740737,-9.44429,0.017356776,0.0031582199,0.0007655761,-0.0038605095,0.0014439123,0.008114699,0.005905274,-0.00020376033,-0.001451054,-0.0032834723,-0.0015233419,0.0027087594,0.0032693036,0.00071206177,-0.0004924447,-0.0009568872,-0.002860075,-0.0017826585
2334,-497.47815,126.98695,5.7717447,6.9672894,-8.564018,-5.7470827,-14.186755,-13.106345,-4.3848276,-12.379667,-5.428823,-3.6275315,-7.3881006,0.24663848,-3.038539,-11.771367,-0.119040586,-0.14205179,-0.07051943,0.031114724,-0.021414762,-0.016599149,0.013480722,0.019192293,0.0007727872,-0.012601818,0.003338558,0.0037995838,0.0028787141,0.008303798,0.00027765465,-0.00031908037,0.014194751,-0.0003211751
2335,-517.4296,144.31995,7.4745603,-5.5011444,-7.0026507,-5.540609,-11.044772,-13.921599,-4.7055864,-13.589009,-2.1499398,-1.9014548,-3.2406394,-2.697533,-2.3218923,-9.515561,0.96540564,0.030976621,0.0047812457,-0.03377751,-0.0118618235,0.012326569,0.009678424,0.0018121619,-0.0035191937,-0.0055351644,-0.002906001,0.0021501614,0.005418828,0.0053369603,0.0042675682,0.000729553,0.0022663064,0.009999504
2336,-537.1267,131.5332,8.088138,4.513717,1.099548,-8.878338,-11.661251,-9.949491,-3.179969,-12.3213625,-2.1928136,-4.6650977,-3.5099435,-2.9918616,-1.5010625,-10.635372,-0.88772726,0.02169849,-0.013774309,-0.013409555,0.009912125,-0.009694527,0.0009631822,0.007696513,0.0038527679,0.0033312065,0.0036782278,0.0010049572,-0.001094845,0.0005986229,0.000791462,-0.0004926396,-0.00022549725,0.0025784406
2337,-542.3163,135.91632,15.21185,3.6476974,-0.07585492,-8.686722,-10.942932,-12.112304,-4.5060163,-12.532595,-2.5533352,-4.9217935,-3.39006,-1.9264507,-1.0642464,-10.136858,0.8223878,0.06059478,-0.004268415,-0.061957143,-0.018522238,0.0014362202,-0.0009934477,-0.002169276,0.0019469361,0.0039650043,0.012353529,0.013942132,-0.0021080445,0.0061833938,0.016233329,0.0030459408,0.0029117253,0.0045613623
2338,-538.8608,124.994415,8.734778,4.7508245,-1.160719,-9.703393,-11.469478,-9.1676235,-4.7740664,-9.973834,-1.0610908,-3.2974787,-2.7622411,-3.6550212,-1.2963531,-10.560024,-0.50326115,-0.01605487,-0.0112109175,0.0038822729,0.0041824603,0.0023753757,0.003224311,0.0014283074,-0.0012557004,-6.8644564e-05,0.002861509,0.0022836647,-0.00035836632,-0.00023633329,0.00048506397,-1.1397421e-05,-0.00014463231,-0.00011764862
2339,-541.6404,131.00797,13.055542,7.705862,6.67162,-9.241819,-12.911065,-11.116305,-6.0705643,-9.568281,0.061712563,-5.2801414,-4.265743,-3.4002159,-1.7118156,-10.34052,-1.4048595,-0.05863323,0.0028614453,0.04950056,-0.0022091733,7.843889e-06,0.016263504,0.0115280105,-0.012276986,-0.009879702,0.003896987,-0.00072149915,-0.0159039,-0.008131657,0.011004593,0.0026873322,-0.005696766,-0.0059111225
2340,-537.1797,134.6547,7.2536416,2.9548335,-1.2384189,-14.128277,-12.5003805,-9.111564,-5.0503645,-12.27886,-0.4737452,-4.532394,-2.8729086,-3.8515108,-0.1523013,-11.712179,-1.2538165,-0.01609903,0.0014513801,0.00040383043,-0.010159887,0.008346399,0.0024388756,-0.002671088,0.005658018,0.0024025205,-0.0052039567,0.0039596884,-0.00047971422,0.0006496209,0.0020130614,0.0005598057,-3.8140053e-05,0.0055286917
2341,-527.7537,137.71667,11.401509,5.3636794,-0.5487863,-11.238551,-13.8733015,-12.339415,-5.976103,-11.544861,-2.865532,-4.3370166,-3.7348769,-3.4863315,0.36430854,-10.777656,-0.006428702,0.016807731,0.02346427,0.006613388,-0.0034411135,0.008185991,0.0001807492,-0.0024464496,0.0050234436,0.0007219881,0.0048904433,0.0009675853,-0.0011469703,-0.002845061,-0.004887647,-0.004714525,-0.002104217,0.00118481
2342,-528.3763,136.17316,7.1339426,1.4665349,4.7325354,-7.674479,-17.195318,-11.272073,-6.195856,-13.783909,-0.74502516,-4.1218457,-5.0417757,-4.8224907,-1.3156947,-9.9895,-1.0601501,-0.062092938,-0.03957685,0.01070618,0.014836867,0.017573182,0.008331794,-0.0004303183,0.0028991187,0.00087686797,0.0026944347,0.0049916888,0.0001935105,-0.005220855,-0.0009034522,0.001895072,0.00225572,0.006347835
2343,-519.44995,141.98459,4.1889553,2.403218,0.9069206,-7.7400265,-15.650951,-12.552066,-5.960869,-15.250095,-0.8657053,-4.4268603,-5.694858,-5.93661,1.1706634,-10.833124,-2.3491478,-0.06232675,-0.010021154,0.027472958,0.00019735083,-0.0036556388,-0.007055081,0.016756568,0.00944642,0.011462072,0.009941072,-0.004069288,0.0034437738,0.0057168133,0.005355152,0.0033262223,0.0025284966,0.005109858
2344,-525.7764,142.62807,7.090334,-0.9037128,-0.43497595,-9.073891,-14.0441065,-10.382386,-3.7200613,-13.01423,0.6094752,-2.9371738,-3.3580196,-3.4441097,0.13004951,-10.010621,-1.3710674,-0.07279341,-0.027987616,0.012185174,-0.01325498,-0.0009331272,0.005297776,0.016330237,0.007554726,0.008166621,0.008981816,0.001094406,0.0037866142,-0.0014074503,-0.006728886,-0.006717004,0.00051973364,-0.003737375
2345,-582.8365,111.51056,1.448436,10.015122,1.0639838,0.1972857,-3.667217,-8.161981,-2.441302,-11.111653,-8.935943,-8.764137,-1.610682,-3.7239196,-2.2794545,0.5212648,-3.045641,-0.1571587,-0.083711684,0.024509562,0.01164912,0.025609026,0.018646702,-0.00073090126,-0.0165353,0.0032603135,-0.0016345255,-0.0019028815,0.0058670985,-0.00734686,-0.00026277037,0.0037195848,-0.0078093866,0.0076783267
2346,-619.7325,97.728966,12.238309,15.694472,9.260394,4.3904834,6.027367,0.88631105,2.081073,-2.854823,-2.194476,-3.7812123,-1.5670419,-3.1929564,-0.5941529,0.23466314,-1.6489666,-0.2635062,0.009963633,0.1259307,0.016357295,0.08120181,0.050586414,0.07435615,0.019539708,0.033595372,0.028613318,0.0037000403,0.02823691,0.015073539,0.004655675,-0.007357046,0.0014044755,-0.0075242375
2347,-502.8439,127.9299,5.495313,5.084836,-0.9288575,1.3408657,-11.581392,-11.985197,-10.837153,-15.072039,-10.991507,-10.631455,-3.8400517,-2.8914423,-4.9933424,0.28796655,-4.507627,-0.13655034,-0.032899443,0.051082097,0.056813624,0.06259017,-0.0059036966,0.02138704,-0.0057201274,-0.027526712,-0.016563365,-0.014044107,0.002589044,-0.015471894,-0.013898656,-0.004155508,-0.016604733,-0.008130671
2348,-537.3737,104.93203,10.908666,6.638857,10.7618265,1.3180395,-6.2878785,-8.407077,-8.93621,-13.563006,-13.249567,-5.31644,-1.8875682,-4.812937,-2.3102062,0.2950503,-3.6119692,-0.00020077979,-0.0006728888,0.0003525678,0.0049748197,0.010020336,0.008624653,0.0010581706,-0.003644786,-0.0039015124,-0.0053903814,-0.0067989994,-0.0030392124,0.0030761817,0.004380606,0.0018233383,0.0013261914,0.0029982293
2349,-504.17447,116.81439,7.465729,10.6207905,1.6114609,0.522472,-9.22244,-8.82749,-9.133981,-16.722164,-12.009286,-8.744895,-6.2060413,-5.1920853,-4.0126615,-0.2581503,-4.9488583,-0.17608367,-0.05910473,0.0537206,0.046697237,0.08475764,-0.0013435497,0.0069287205,0.02486183,-0.005966278,0.014175286,0.0071430583,-0.010054023,-0.0183518,-0.006968637,-0.0074671926,-0.01537109,0.008383232
2350,-482.94577,126.44508,-5.456172,17.228752,-0.15094024,3.7473373,-13.636566,-11.985947,-9.626327,-19.416328,-11.961805,-11.061703,-8.828604,-5.946701,-6.1826873,-0.07384604,-4.883651,-0.016707854,0.05891312,0.05002091,-0.017686205,0.008048544,0.006210725,-0.0002749108,-0.0074724783,0.01524085,0.014380913,-0.014949888,-0.021331461,-0.011566625,0.0033362927,-0.0042195655,-0.004881632,-0.0012531033
2351,-477.13437,144.20786,10.652417,8.347084,-2.5596168,-1.6361132,-13.49646,-15.701214,-11.247339,-14.564695,-12.269238,-13.000852,-8.005774,-7.4203844,-7.148018,-0.3440078,-5.3535957,-0.02788907,-0.0004856023,0.019560961,-0.023241078,-0.03071229,-0.011193521,0.019819256,0.041976776,0.011331149,-0.010455627,0.008472063,0.02173399,0.014943218,0.01888596,0.001701847,-0.018954823,-0.0034491864
2352,-507.1051,118.21987,5.607726,9.515387,5.0567675,4.006696,-7.441931,-5.820632,-8.244554,-12.795263,-10.606487,-9.438211,-2.8116117,-6.061102,-5.1377225,1.98207,-4.0800586,-0.06157535,-0.037006434,0.017573569,0.022055391,-0.009863227,-0.014050309,0.025655655,0.0147446655,-0.0008267651,0.0018160105,0.0014488674,-0.0035219896,-0.007679858,0.0025295434,0.0041406318,-0.0056022853,-0.0043305033
2353,-485.28012,105.687515,3.4001276,6.1728415,8.87374,2.6649032,-11.281456,-11.291805,-12.002144,-14.135166,-10.966881,-7.6336627,-3.388993,-6.511138,-4.9126897,0.22604333,-6.487004,-0.121539,-0.008023251,0.020356014,-0.0017357224,0.03396208,0.008643693,0.033248954,0.023387413,0.028195234,0.0045302915,-0.0011275267,-0.0059303646,-0.005061399,-0.007247602,0.008640595,0.0077567967,-0.0071374904
2354,-499.31143,104.39054,8.284297,7.0617366,9.101841,1.126777,-12.518526,-10.983346,-10.840301,-16.581125,-14.457269,-9.115576,-5.606542,-7.714106,-4.8062086,-0.111798145,-6.3747087,-0.007961162,-0.011405371,-0.011523488,-0.011885614,-0.0079964455,-0.00040703136,0.0065831365,0.010330977,0.0074587935,0.0052125235,0.00623462,0.0053555067,0.0023152246,0.00071389286,0.002304534,0.0021618074,-0.00036192228
2355,-541.28815,117.70068,7.0462546,5.689296,2.822745,1.5409923,-11.530012,-8.1521,-8.797159,-15.079449,-12.039158,-9.74138,-4.338484,-6.1215696,-6.073632,0.40369624,-4.066642,-0.065836094,-0.034309004,0.010844538,0.006233224,0.00046125447,-0.0069531626,0.016948918,0.010313602,0.0012382247,0.013067324,-0.0008289167,-0.0040719737,0.0069600386,0.007628532,0.0022242933,-0.0009412249,0.00085056084
2356,-545.08954,108.60944,12.106123,7.2282996,3.1160607,-0.0990638,-9.7622795,-6.337351,-7.3208523,-13.195675,-10.135796,-8.754363,-3.7146153,-5.005019,-4.555878,1.3209575,-4.273605,-0.030107507,-0.024406947,-0.010406588,0.0071789655,0.0035459192,-0.0014147528,0.017259201,-0.00214759,-0.0022045018,0.0018781682,-0.003083757,0.0056303483,-0.00021439204,-0.0022443302,0.0007686816,0.0034613314,0.01446753
2357,-566.6724,116.79396,-0.1988262,16.88167,8.570159,7.3897076,-8.089653,-7.361402,-5.056738,-16.372694,-8.381469,-8.669462,-4.1832075,-6.6409974,-4.9131055,-0.69976026,-4.36329,-0.09958645,-0.04964076,-0.0060925805,0.010602845,-0.0018570209,-0.014587215,0.019650035,0.009752656,0.006892518,0.012659318,0.0030370436,-0.002722128,0.0023217215,0.003601106,-0.0014750918,0.002204956,0.011331525
2358,-501.49878,119.8577,8.305301,7.018586,1.6654354,1.1812732,-9.184648,-8.6037855,-10.552068,-16.51529,-13.028661,-11.411228,-5.7774034,-4.6234818,-4.2557893,0.67215276,-4.205459,-0.019520933,-0.011308148,0.007269938,0.010089342,0.0065571778,0.0012181145,-0.00016276212,-0.0018102197,-0.0019824002,-0.0010388436,0.0010573636,0.001507528,-0.0020788866,-5.0782248e-05,0.0016876274,-0.0017603943,0.0019289841
2359,-548.3796,126.23872,-0.16797642,13.171681,7.904947,6.710705,-13.247803,-11.024203,-6.20928,-16.452662,-10.616032,-9.027669,-4.187554,-7.1223373,-4.976898,0.80344135,-4.082717,-0.023206467,-0.005682929,-0.0029820143,-0.013776439,-0.016272832,-0.0151137365,0.017251372,0.0043817447,0.0055785086,0.004713115,-0.010041072,0.013149071,0.01095976,-0.0031284841,-0.0025515293,0.0051975707,0.00880586
2360,-561.07825,130.90048,7.7680936,12.484635,4.486687,4.3565793,-7.1310115,-4.964798,-5.197384,-16.59178,-8.107096,-9.996699,-1.8943166,-5.2835503,-3.8691664,0.7801443,-6.417754,0.0099915415,-0.0009793553,-0.016141659,-0.013326041,-0.01175944,-0.011478682,0.0033359758,-0.0034137075,-0.0021703858,0.010353764,0.004658461,0.0038462004,0.0038290643,0.004232382,0.00051931053,0.0008393621,0.008329412
2361,-548.0727,123.62748,6.6539483,8.284235,0.85329336,3.5491025,-9.250407,-6.16513,-7.2935753,-14.833929,-9.334909,-9.514222,-4.707807,-5.069416,-4.1455545,1.0925441,-4.6200094,7.906046e-05,-0.008179543,-0.017747452,-0.007852538,0.0048820265,0.004231634,-0.0013292987,-0.0051505775,-0.0036228423,-0.0044461545,-0.00439685,0.0013713638,0.0032383713,0.0034191268,0.0039087646,0.0050819996,0.006384736
2362,-552.6601,125.07141,1.3403329,12.181608,5.637776,8.0264015,-6.578474,-7.224505,-5.1202946,-14.062326,-9.608148,-9.587357,-2.9674644,-6.28614,-3.22954,0.66411555,-4.994903,0.026277568,-0.0069519607,-0.012084095,0.015698005,0.011510918,0.0038597644,-0.022064414,-0.025258826,-0.017176121,-0.0066809016,-0.004909527,-0.004619564,0.00078943593,0.0040360405,0.008051916,0.007568082,0.005771658
