,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_delta1_0,mfcc_delta1_1,mfcc_delta1_2,mfcc_delta1_3,mfcc_delta1_4,mfcc_delta1_5,mfcc_delta1_6,mfcc_delta1_7,mfcc_delta1_8,mfcc_delta1_9,mfcc_delta1_10,mfcc_delta1_11,mfcc_delta1_12,mfcc_delta1_13,mfcc_delta1_14,mfcc_delta1_15,mfcc_delta1_16
200,-537.3302,98.10613,8.750163,-6.950485,-1.7785492,-3.982055,-7.121471,-9.044515,-6.878348,-2.7853565,-2.5060446,-2.2059937,0.38677412,-0.5653805,-4.690602,-5.41588,-1.9936076,-0.022659067,-0.019975524,-0.0010183989,0.0032581738,-0.00061528175,-0.0006161488,0.0017712567,0.0006000021,-0.0014006048,0.0015358226,0.0012206904,-0.0014019798,0.0006286164,0.00066815334,-0.0008565975,-0.000244942,-0.000780321
201,-600.08386,122.105095,6.568664,-1.1854721,0.16284394,-1.7886604,-3.128933,-6.6220737,-4.4290314,0.20190327,-0.3744783,-2.5445523,-1.0505509,0.42395565,-2.1811945,-4.4672947,-2.4043114,-0.007872352,0.009244733,0.00991225,0.004475593,0.008055768,-0.00039563264,0.0023660394,-0.0018198496,-0.0014597011,0.0015020494,-0.0003508564,0.00096768787,-0.0007516026,-0.0033612156,0.00057247496,0.0003611672,-0.001235769
202,-511.82278,81.826675,11.880923,-1.6559783,0.09186037,-1.376352,-5.128068,-11.918383,-8.659556,-2.0893369,-2.5850863,-2.1775916,0.58657897,0.89262486,-1.5117587,-3.1767747,-1.8098427,-0.007483633,-0.010579712,0.0011253905,0.011886906,0.00066924834,-0.008555149,-0.0046018604,0.002075648,0.010404501,0.010713923,5.544288e-05,-0.0066097532,-0.0034510177,0.0010266249,0.00071250997,-0.0013855183,-0.0042654816
203,-573.2436,139.37163,13.043667,2.4672425,-5.0252457,5.175027,-4.2535434,-7.4801564,-2.4891818,3.5405889,1.3165007,-3.3973792,6.4883595,1.2596015,-1.593922,2.168985,-0.29365918,-0.05942652,-0.05102654,-0.0015552345,0.016587105,0.019705389,0.020335823,0.019736407,0.016028266,0.009257656,0.0061598723,0.0062594702,0.0076541053,0.0062133777,0.0029874989,0.0014865774,0.0011943039,0.0016026847
204,-560.93475,96.51725,7.608877,3.2301683,2.5370958,1.3566715,-0.38509145,-7.0269136,-2.3157167,3.0790644,-1.3880833,-1.637347,1.1861376,-0.15461627,-1.3782007,-2.5593812,-2.3009627,-0.010839501,0.0018787655,0.010028356,0.0009942686,0.0093100965,0.00527026,-0.007080395,-0.0015264746,0.0016182166,-7.0048365e-05,-0.00038045069,-0.001029118,7.019006e-05,0.00069599255,-0.0022999377,-0.0043576146,-0.0006419118
205,-541.4239,132.26653,6.874425,-5.760791,0.39722595,-3.0646589,-6.541451,-13.412735,-6.257239,0.023908999,-3.804326,-2.3678126,-0.19748588,-0.42178985,-2.401751,-5.594997,-3.5022995,-0.071763135,-0.03651207,0.027369687,0.006320486,-0.010686616,0.0015693298,0.016245045,0.012105858,-0.00012984395,-0.0010736148,0.0023119824,0.0057524666,0.0021903473,-0.0044135735,0.00013429881,0.005810636,-0.00036073325
206,-493.91028,134.79808,-4.421657,-7.9047613,-1.186887,-2.286021,-4.34406,-14.760813,-9.106903,0.44312173,-2.331671,-3.8983023,-1.7085121,0.84890574,-1.4808837,-5.400992,-4.0735106,-0.08249577,-0.009961937,0.037755903,-0.015646067,0.0016056977,-0.0039791507,-0.0073425793,-0.0028433136,-0.015714575,-0.006004445,0.0030190053,0.0015618806,0.00635872,-0.0014680634,0.00043897022,0.005977314,0.004652856
207,-529.9628,145.48918,-0.9160074,-10.375285,-2.995503,-0.5801154,-2.3339345,-13.090837,-7.8988256,-1.06937,-3.3238106,-0.44970676,0.27032983,0.67514914,-1.0343648,-5.8765826,-3.04166,-0.043616217,0.067556866,0.06847996,-0.016812779,6.967174e-05,-0.0010230086,0.0016814306,-0.0030440725,-0.0028138643,-0.009881025,-0.0040468653,0.00503235,0.0033127659,0.00037052121,-0.0022318477,-0.0014721655,-0.0024299168
208,-595.10614,167.44704,-2.0775504,-4.1184015,4.579122,-0.5364591,-1.4125401,-9.802749,-7.5789485,-1.8690107,-1.8648717,-1.7766868,1.0425845,1.5013735,-4.261879,-6.1974344,-2.2391078,-0.11893668,-0.06457456,0.04260116,0.02593628,0.003019352,0.011861464,0.019950828,0.005530314,0.003693155,0.005662568,-0.008942527,-0.005836993,0.00947065,-0.004061141,-0.013437308,0.0050372733,0.0043757064
209,-542.07623,117.79491,-1.0317209,-0.97902024,-3.5113842,-2.1514301,-0.008733071,-8.192732,-4.889613,0.609244,-2.5429208,-0.92405975,1.4029758,0.73944956,-3.2118428,-7.255317,-3.271884,-0.06612509,-0.032815427,0.009576176,0.026245156,0.0058099874,-0.007978767,0.024217809,-0.007683082,-0.019315735,0.008314977,0.01291849,0.0010151806,0.0063737985,0.0020451958,0.00051137153,0.0027237327,0.012526639
210,-493.94696,90.33855,9.82767,-0.43245593,-5.2381673,-6.5778413,-4.213979,-9.058061,-7.7278614,-2.7780886,-4.5821857,-3.8629973,-0.5398408,-0.23589712,-2.9327948,-4.492253,-2.561085,-0.08030496,-0.07880369,-0.02565778,0.022052815,0.048455387,0.015435511,-0.012903121,-0.0042015333,0.0048699,0.010992882,0.007870023,-0.003027687,0.00536661,0.016363252,0.0036782306,-0.00051941024,0.01828752
211,-550.9793,102.85593,0.7674525,-2.5293577,-4.355005,-1.7494363,-0.19206615,-7.0588193,-0.46261513,1.6530678,-1.9633398,1.5785658,2.6996908,-0.32139927,-2.2549593,-2.7266674,-1.4253501,-0.11279873,-0.08229722,0.07319669,0.102670215,0.028385876,0.009281488,0.00031610133,-0.0046763485,-0.0026598892,-0.021198813,-0.021647694,-0.0081905695,-0.00032910102,-0.010138498,-0.018967675,-0.008235433,-0.013842272
212,-553.1075,133.61493,5.5752997,-3.54818,0.7512293,-1.4126712,-3.2404034,-9.8788595,-4.9168634,-0.45424214,-4.544833,-2.4207346,0.70602095,-0.57475036,-3.9953187,-5.599675,-2.26759,0.00535306,0.002257766,-0.0004107932,0.0104419775,0.015911447,0.0017917717,-0.014590638,-0.016494384,-0.007921195,-0.000959691,-0.0034374606,-0.007600002,-0.0029711737,0.0033990904,0.0037558007,0.001643263,-0.00058031105
213,-567.48676,139.84749,5.8367047,-7.598892,-0.24047284,-1.8436981,-3.715164,-9.59902,-5.1017485,-0.27889153,-2.665272,-2.2813797,1.6048746,2.6595862,-3.1156106,-5.4715486,-0.88845474,0.019887725,-0.0077535375,-0.043286685,-0.023584986,-0.0011240275,-0.007140499,-0.016069254,-0.003186653,0.011559576,0.008045296,-0.0005418845,0.0023210593,0.012028505,0.0018860796,-0.012874821,-0.0024534706,0.0064446093
214,-631.8304,119.87032,2.1083243,10.5788145,-9.123693,5.360031,-4.901792,-4.553179,0.102851175,0.1228925,0.2606291,-2.1242623,2.648789,1.2249149,0.41502157,1.1801372,-0.20073508,-0.05145339,-0.036161363,-0.008075808,-0.002673293,-0.0040299557,-0.006860261,-0.003225988,0.0012372925,0.0052307774,0.0037981044,0.012253124,0.0044917422,-0.0073383763,-0.011800032,-0.008375773,-0.0055592116,0.0026518314
215,-537.7334,114.0274,13.404682,-2.262783,0.47823077,0.31068724,-7.1768565,-12.117794,-3.9589107,0.3490531,-3.3142776,-2.5858574,0.53749055,0.16787149,-2.6352317,-4.106514,-2.9118207,-0.021461228,-0.0320471,-0.02654858,-0.010433744,0.0008354406,0.0031522273,0.0032122037,0.0034152914,0.0029008668,0.0012080506,0.0015480276,0.005253602,0.007329162,0.004362992,-0.0014209866,-0.0034912135,0.0009881295
216,-521.6114,145.55269,1.5505046,-8.541489,-3.0158796,-2.8627765,-4.4118085,-14.445477,-9.830651,-1.6999336,-3.480356,-4.566461,-0.87624276,0.79656464,-5.0969553,-7.4106913,-2.35755,-0.014980821,0.0082558775,0.013084734,-0.020181112,-0.014256681,-0.0055135023,-0.004643668,0.0048548384,0.0020330548,0.0032297706,0.010184149,0.006775945,0.003991017,0.004412237,0.0008912847,-0.004116803,-6.6082765e-05
217,-586.8615,109.07383,12.480747,3.372795,-1.8986186,-2.772323,-0.080660485,-6.2895775,-2.1496866,2.6582139,-1.2022172,-0.1328409,0.33653167,-0.2875273,-1.9463757,-4.41002,-1.7593794,-0.10475522,0.0599905,0.0744503,-0.031061696,0.022826822,0.0077929967,0.011191733,-0.0040795244,0.004836601,0.0066331406,0.016376624,0.009364799,0.0027909768,-0.00028333292,-0.0065918644,-0.0015051102,-0.0053589144
218,-565.00854,139.45387,8.818634,3.4829054,0.31534988,-1.7333866,-6.9243803,-12.419322,-4.4154973,1.5626229,-1.2154293,0.40197822,1.0971814,-2.2127318,-3.7509942,-5.2338166,-1.8707927,-0.034227677,0.021915497,0.005322676,-0.040150218,-0.018284237,-0.007460206,-0.003315458,-0.0092147775,-0.0042559444,-0.01621086,-0.017548354,-0.010392794,0.0068130894,0.006153406,0.0041984944,-0.010187853,0.002314794
219,-538.01544,132.27693,13.181825,-3.7689614,-0.74108315,-1.13275,-4.8161554,-11.738033,-5.344372,0.28318703,-3.7710536,-3.8230286,-1.1105593,0.1520117,-3.8819034,-7.213359,-2.2896082,0.016752802,-0.011560845,-0.010286594,0.015771285,-0.011191053,-0.008690683,0.0054754503,-0.0045001768,-0.0049172626,-0.0014795973,-0.00067652395,-0.00062204135,-0.0015735883,0.0023562736,-0.0003930846,-0.0019281261,0.00014935675
220,-519.0161,125.44531,6.313546,-6.131265,-1.0165168,0.23757336,-4.7162466,-11.035602,-5.5189915,0.68192065,-0.8586572,-0.7528381,-1.2251507,-1.6915754,-3.728657,-4.9922047,-2.4714165,0.030436441,0.018342149,-0.020747617,-0.024270613,0.000443659,0.012823931,0.0043666656,-0.001223478,0.0065375785,0.015062403,0.014957625,0.009653849,0.0034074541,-0.0018568838,-0.0021386081,0.0028806366,0.005175662
221,-548.9289,150.3879,5.7108455,-6.903649,-8.173508,-1.4927453,-1.861567,-14.175851,-3.5182066,1.819377,-6.0093684,-2.9850626,0.4146119,0.93684167,-2.4906423,-6.2734385,-3.1657605,-0.067300394,0.020725623,0.08433818,0.006044662,-0.01357173,-0.034233842,-0.012687482,0.025767393,0.010284694,0.018179562,0.011777809,-0.0009400121,-0.0062461975,-0.015305763,-0.015721006,-0.009405332,0.011588722
222,-496.89685,103.45257,13.304455,-6.4863844,-8.892659,-3.2093303,-3.0287626,-9.502402,-5.314649,-1.252046,-3.39343,-0.77856874,2.0708444,0.9587794,-1.2938347,-3.5072875,-2.0768442,-0.057283327,-0.03921117,0.021308703,0.030823456,0.014788079,0.0032512282,-0.006256798,-0.010706029,-0.00482862,0.006526892,0.009270986,-0.00042240933,-0.004523355,0.0021416212,0.0053144577,0.003463684,-0.0003543584
223,-562.32117,123.295235,7.2104483,-1.8301255,0.90535665,-0.017913155,-1.728308,-1.6539371,-4.161329,-1.4751132,2.3938904,1.3825097,0.93794525,-0.9263891,-3.615935,-4.6409874,-1.3665109,-0.07238262,-0.031399682,0.017295394,-0.00033859359,0.012398408,0.006985841,-0.0044663046,-0.007287196,-0.0070467847,-0.004646095,-0.003924328,0.00035224835,-0.0034468372,-0.00016348889,0.00406168,0.00014610191,0.0013084578
224,-612.34503,149.05548,-12.500751,9.038366,-2.9927247,6.8453145,-1.7820679,1.3951877,-3.512675,0.32791963,2.894793,-0.8184652,1.7975279,0.4151349,-2.7487051,-3.1138475,-0.40753502,-0.19310111,-0.050291553,0.040053923,0.012177959,0.037128754,0.02301515,0.019812623,0.008044096,0.027784195,0.012628843,0.010321722,0.0020192186,-0.00052131666,-0.0047554653,0.00036018048,0.0003662141,0.00266782
225,-604.212,155.57216,-3.8920925,-0.04806272,-3.7174888,11.215208,-1.2968667,-2.3701458,-3.6660786,2.453595,7.9180217,3.325599,4.052953,-0.9733337,-4.9702997,-7.424073,-3.0166426,0.033638787,0.0101189595,-0.036348913,-0.030723471,-0.008733152,-0.00040451414,-0.0004118407,0.007477428,0.006396369,0.00538814,0.019476797,0.029229635,0.017025432,-0.006329502,-0.0013158504,0.004243713,-0.0041850465
226,-620.8706,147.3141,-18.217012,7.5416517,-3.8750038,0.8946579,-3.9823158,1.8831992,-3.9801404,-7.095601,-0.99998236,-2.9445956,1.4965619,0.80265117,-6.168923,-7.8368177,-2.5227988,-0.10445165,0.077579774,0.046522435,0.004329122,0.044635765,-0.010235685,0.011078569,-0.016609883,0.000115077855,-0.007374674,0.00812414,0.008696491,0.0051508024,-0.0032767663,-0.000116500516,0.0015490811,0.0041892002
227,-622.345,127.632355,0.005950553,6.187893,4.5700083,4.1750865,-2.1839302,-1.3757849,-3.749906,0.55148816,1.1227076,-1.8051748,0.50015986,-0.020125255,-3.087455,-3.7648215,-1.3720185,-0.046895344,-0.02433559,0.013685805,-0.015871301,-0.031737607,0.004295073,0.029752014,0.011286808,-0.007118956,-0.0015549457,0.007875021,0.009080767,0.0050333245,0.003928807,-8.802449e-05,-0.005515889,-0.0011249746
228,-604.0995,159.05148,0.2009943,4.7778373,-4.868219,5.216752,0.40324834,2.390953,1.365066,5.3243175,5.985975,1.5104731,5.6156926,0.25995666,-4.202803,-5.318207,-2.4054954,-0.041898265,0.0066137784,0.025487065,0.004097008,-0.007902154,-0.00019776176,0.0040425383,0.0016876556,0.019210728,0.011762985,0.0118673695,0.001583334,0.009862102,0.007968173,0.002442893,0.0016732784,0.0014509794
229,-582.7378,145.57396,3.076756,0.87506914,7.701079,1.085371,-0.97510445,1.1775721,3.4450479,7.192717,4.697838,0.65828836,4.247231,0.59132236,-4.671307,-3.800286,-1.3226016,-0.08986937,-0.062116407,0.008834598,0.004416777,0.0005129041,-5.5966204e-05,0.0022154653,0.0107632885,-0.0009327337,-0.012651895,-0.013951592,-0.013946654,-0.008292682,-0.0025381614,-0.004710078,-0.0028654744,0.0026792253
230,-577.7016,156.71155,-12.784973,3.995599,0.82308793,-1.083086,-2.777387,-3.250466,-0.81604445,4.2470055,8.413247,4.0499735,4.2281327,1.8369054,-5.2698145,-8.173729,-3.9890845,-0.011260106,0.054791532,0.024436362,-0.039778687,-0.004853729,0.0038667032,0.0047585126,-0.020582685,-0.012391454,0.00046464638,0.0065373783,0.010898257,-0.0027590576,-0.0057756556,-0.00674545,-0.004765678,0.0023068346
231,-522.1727,123.30522,-12.473098,-12.108214,-4.715594,-7.318482,-16.190256,-7.3327527,5.272678,-2.6965928,-1.6526276,4.4517975,-3.7234447,-9.62613,-2.9926655,0.8912494,-1.3599576,-0.0129685,-0.010003656,0.0028652537,0.010079186,0.013252381,0.0090947,0.0017942953,0.00069764594,0.0018238602,-0.0007803019,-0.0032797013,-0.0014118177,0.0026258354,0.0029177496,-0.0010447269,-0.0042839395,-0.0044092713
232,-560.29694,104.49562,11.922441,6.5476203,0.6243785,-0.3400788,-9.538355,-6.5632186,-8.47911,-6.573687,0.4430819,-4.885537,-2.6207612,-2.8807993,-4.9385586,-0.8470121,-1.3671216,-0.070859484,-0.031412125,0.027434321,-0.006284323,-0.017302586,0.005736128,0.009386667,0.00092127617,0.0034368823,0.01271193,0.016319877,0.0072142677,0.00020329568,0.0075565893,0.01482637,0.005965751,-0.0025403323
233,-574.3065,120.61999,3.220026,7.875375,2.1972048,-0.7062841,-6.55315,-2.6838696,-6.808736,-4.573438,-0.6886702,-4.4266105,-0.45904243,-3.6168833,-5.031929,-3.6869211,-4.585293,-0.047539014,-0.067576334,0.01491308,0.054526806,0.044257738,0.02755855,0.015821116,0.016927844,0.030164957,0.031184902,0.02025628,0.00106538,-0.0012443855,-0.0028064298,-0.0023498584,-0.0050233095,-0.008685714
234,-601.6886,101.61099,12.957417,15.846933,5.124841,2.7948985,-12.727903,-11.547048,-9.048301,-7.653767,-1.8203565,-5.281311,-0.6298729,-1.3844297,-2.3051648,0.007589361,-2.454667,-0.08162824,-0.036712527,0.030478066,-0.004580599,-0.012423972,0.0050509623,0.020857375,0.014927566,0.008597606,0.013526931,-0.00030059158,0.017156126,0.016610183,-0.005660199,0.006045745,0.0017772343,-0.0075830375
235,-578.752,112.82457,1.1341275,20.59333,2.6395373,6.51857,-18.5612,-14.967615,-12.84672,-9.236049,-1.3958505,-8.917555,0.6355706,0.4637848,-4.3694263,-0.21108907,-0.78900504,-0.05730277,-0.032767214,0.030264411,0.005525575,-0.01749625,0.016549872,0.01631508,-0.00071089016,0.011163244,0.0047573154,-0.001542238,0.012051647,0.0099134175,0.00019166784,0.0008216978,0.00037341545,-0.0036474655
236,-564.35046,97.52405,2.3311703,13.632702,3.3211806,6.2371535,-5.3527503,-3.2774444,-6.4687653,-5.4149942,0.9658773,-6.587687,-1.836532,-1.5445684,-4.572932,-3.3001764,-4.284736,0.037527695,0.04043181,-0.01993264,-0.018851222,0.03011516,-0.030003171,-0.0054658735,0.0053482153,-0.049273662,-0.0033166935,0.013389885,0.0044302833,0.0027596932,0.0051604984,-0.0092879,-0.013606078,0.0125889415
237,-593.6916,111.70005,0.77031815,19.550423,1.4228992,9.674453,-10.397609,-6.1052303,-6.819532,-3.5969744,-0.2081768,-5.4984245,-0.9497069,-0.06672571,-3.644252,-2.7112448,-3.3842933,-0.061163656,-0.029007996,0.018472373,0.012487959,0.008223093,0.008008282,0.008166893,-0.0027469662,0.0073147216,0.002994505,-0.008990139,0.0066945655,-0.0006652094,0.00080118526,0.009101803,-0.0013310603,0.0010788303
238,-561.5015,95.52328,10.096316,13.148052,6.7931533,4.2155447,-13.896527,-15.312915,-11.96528,-8.451135,-0.8801658,-6.667744,-0.6321165,0.551529,-4.963516,-2.1307325,-0.9667804,-0.0047988025,0.012267083,0.036936685,0.00666591,-0.01434953,0.00264237,0.0009853503,-0.0029633064,-0.0022185827,-0.00015526547,-0.0062859305,9.0939444e-05,0.004250677,-0.0058200136,-0.0036225761,-0.01148543,-0.01249186
239,-577.69244,112.898544,-1.5025885,15.461742,2.51827,6.0918393,-12.98492,-9.778416,-8.780137,-6.3856196,-0.1434341,-8.204586,-2.0354557,-1.7101257,-3.6994534,-0.3156097,-0.7429223,0.002349034,0.007777066,-0.01152386,-0.008777827,0.00052293297,-0.0050714933,-0.004029527,-0.004060646,0.0017426404,-0.00082185277,0.005407172,0.0032164217,0.0018764242,-0.0009744365,0.0017396273,0.003813443,-0.003946569
240,-551.4797,90.004875,5.8913755,10.319527,5.10384,0.9400241,-12.43337,-12.089538,-9.975355,-8.888761,-1.2593185,-7.739613,-3.719705,0.09035688,-4.2279887,-1.0246247,0.337617,-0.04489907,-0.010674987,0.011984255,-0.019440927,-0.016919898,-0.004308603,0.011490683,0.008747533,0.002154473,-0.0003821417,-0.0020795655,0.0075526848,0.0022215426,-0.0073941653,-0.00085473136,-0.0034437927,-0.0054960847
241,-604.2809,109.87995,3.7137685,17.82761,0.29412326,8.945981,-9.906511,-11.693232,-10.837547,-6.4798512,0.48405716,-3.6348436,0.28413883,-1.0345497,-2.112189,0.36226553,-3.1524124,-0.08964479,-0.041264877,0.015603787,0.0014487824,0.015198468,0.005892141,0.021031309,0.024178471,0.006922093,0.0011296885,-0.0038812403,0.0016890031,0.0001274458,0.0050554927,0.0030044487,-0.0039982595,-0.007357343
242,-576.23096,103.81824,9.262142,9.387865,2.957284,0.5767576,-14.507615,-9.8524885,-9.596211,-8.340276,0.4714419,-5.057068,-0.49819618,-2.0566201,-3.9119558,0.99457276,-1.7003726,-0.11999872,-0.07078663,-0.01868862,0.014825275,0.011764971,-0.0140717095,0.024542954,-0.009928056,0.0015006642,0.024881834,0.016864497,-0.002051867,-0.0066005867,-0.015141072,-0.005349425,0.013961837,-8.855821e-05
243,-537.1848,92.87799,6.8308735,7.1253304,7.7919545,3.3966603,-16.69124,-16.454788,-13.9060335,-10.534832,0.5681038,-4.7221627,-2.2358887,-1.4442853,-5.1555476,-0.8274377,-1.5859601,-0.05196224,-0.046603866,-0.0019521702,0.012959261,0.0055627865,0.007513976,0.009252266,0.009949849,0.005339635,-0.003087197,-0.0038432437,-0.0077096145,-0.0036288127,0.0045564948,0.005811007,0.0062145866,0.003527792
244,-507.0128,125.39306,-0.64086413,-0.5955552,0.34212863,-6.6279926,-15.524639,-10.039839,-15.995069,-9.745739,2.035742,-8.040175,-3.7008274,-1.2259549,-6.795783,-4.7182302,-1.7722256,-0.08137014,-0.01141055,-0.015880568,-0.026490547,0.030893149,-0.005019831,0.007910158,-0.008501679,0.0032394566,0.006649019,-0.007792484,0.0076934835,0.007219279,0.014677948,0.01287464,-0.0022793943,-0.0012277376
245,-594.6617,116.26615,-1.2277144,18.82034,-1.4554354,4.298698,-13.281572,-10.038638,-12.0322895,-6.239418,-0.27404803,-4.7607145,0.43586305,1.3083861,-5.2083488,-2.6432166,-1.4158256,0.06754234,0.034165386,-0.009985417,0.0045650615,0.0039862245,0.0062965327,-0.005279346,-0.012842628,-0.0057678977,0.0028841323,-0.007137089,-0.006082429,-0.0018374403,-0.0043278025,0.010544174,-0.008718,-0.0071433554
246,-562.4452,105.84042,8.655007,11.053588,5.4259562,-1.2787886,-13.953058,-12.432989,-10.650598,-8.591009,-2.7485144,-3.947957,1.3017474,-0.58465856,-5.21372,-2.1634536,-2.0195115,-0.030996528,-0.04612127,-0.008023413,0.023042561,0.0100016175,0.00091175985,-0.0020185525,0.0033839743,0.0025364603,0.0025981339,-0.0029881136,-0.009422661,-0.007470557,-0.0049877316,-0.0022372343,-0.0036680135,0.002845734
247,-589.55896,122.26956,-0.7227028,18.137642,2.1558847,4.8784657,-15.072073,-13.65741,-10.333076,-7.584908,-1.9326261,-5.9528418,-0.32946724,-0.78228194,-2.5755398,-0.7009458,-4.449323,0.021002948,0.005319407,-0.0130777545,-0.0010133638,0.007037455,-0.0011683299,-0.01048083,-0.005648277,-0.00040469624,0.0096473275,0.0066147754,-0.0022289208,-0.0033811606,-0.007326623,-0.0033581227,0.0041788626,0.004289642
248,-574.2659,104.54874,9.582461,12.039225,6.5255494,0.71221787,-14.790336,-11.255281,-10.2696,-9.5275955,-1.5378711,-5.3391714,0.2401107,-0.7684518,-5.715764,-1.8155901,-1.5834167,-0.07677754,-0.011507329,0.01433213,-0.021340545,-0.0063242186,0.0040435195,0.022080125,-0.005335904,-0.0047959355,0.021386007,0.0150403185,0.018628325,0.0037696827,-0.004716254,0.0044621956,0.0014723459,-0.0016498892
249,-599.5031,108.8798,3.0567536,16.732069,0.7768128,4.4268327,-12.052417,-9.588785,-8.492536,-4.2785034,0.28728673,-5.168106,1.5976148,-0.37248623,-3.3106434,-0.901065,-0.98894894,-0.033207133,-0.009307379,0.0019946464,-0.00089218986,0.016778596,0.0038141597,0.008785793,0.006675463,0.0034673614,0.010355298,0.0017880517,-0.0032178492,-0.0066687143,-0.0062397784,-0.00404528,-0.00495185,-0.003336345
250,-590.7645,113.531654,-1.7119268,21.571898,5.984377,7.137863,-18.210106,-9.979807,-7.975693,-6.9326286,-2.9611719,-8.4445095,0.25888997,2.1582847,-3.889758,-0.2716643,-1.4702779,-0.062356528,-0.030028986,0.015190374,-0.0031501716,-0.0066010617,0.011085063,0.020328797,0.0067899185,0.0033291352,0.0019508906,0.004543637,0.006630976,-0.00075640815,0.00028563564,0.0020908585,-0.0009690271,0.00050527113
251,-611.8612,101.956245,0.6945926,20.527025,8.128093,6.8259077,-9.601116,-7.016592,-6.2478657,-4.3069916,-3.5863688,-5.759308,1.2990524,0.40623188,-2.3243797,-0.50360185,-2.0550592,-0.071430825,-0.047473762,0.026140943,-0.0043279883,-0.012743946,0.024674274,0.03679181,0.023052864,0.019211479,0.01778006,0.00357379,0.025415853,0.003075183,-0.008740918,0.0035381843,-0.0016563421,0.004493941
252,-537.26135,103.9679,1.7167255,12.237703,7.168891,-0.93418205,-21.276934,-14.418139,-11.7711735,-9.436517,-0.43743053,-7.574157,1.9170382,1.77406,-6.1109977,-1.2275664,-2.8057556,-0.05550528,-0.037440524,0.010193259,0.0041148756,0.0010229007,0.0055710934,0.00078690617,0.0022537552,0.0024866122,0.007890053,0.006348465,-0.0066750497,-0.006941214,0.000209222,-0.0007121689,0.00383135,0.00696432
253,-583.46826,112.36201,-0.78020954,22.487797,-2.396118,6.1098204,-19.153519,-11.436747,-10.613396,-8.689383,-2.3813064,-4.153724,4.305953,-1.0657939,-4.253461,1.1185137,-1.6440195,-0.08357573,-0.05269777,0.008846525,-0.024460481,-0.04129933,-0.0042626257,0.04958365,0.015999682,0.008753051,0.023462674,0.0010896168,0.029492922,-0.00064352225,-0.017372139,0.00039271134,0.013669438,0.007815202
254,-562.7196,108.77629,4.5619764,5.863156,4.645931,-0.3793634,-15.639705,-12.099451,-9.694892,-8.096065,-2.8558521,-5.899205,2.5338912,0.5615358,-5.799591,-1.824553,-1.9147997,-0.00062493776,-0.009690982,-0.0075355493,0.009560043,0.013304604,0.008517266,0.00070643984,-0.0044488255,-0.0036110522,-0.0025903038,-0.00040229782,6.30425e-05,-0.0010952757,-0.0035430507,-0.005751363,-0.00038520645,0.0035804366
255,-547.0057,97.53337,5.3102098,10.204123,6.0938153,0.40420732,-14.791958,-14.803418,-10.376997,-5.2360883,-2.373949,-7.73296,-2.3280678,-0.3755774,-1.7796179,-2.0534585,-2.4611342,-0.12366238,-0.004934113,0.01290427,-0.008353873,0.024604624,0.001134657,0.013841245,-0.0011703969,0.026921473,0.008414203,0.027273428,0.0043992554,-0.0053935037,-0.0010345724,0.004832331,0.004677129,-0.0032419623
256,-579.35376,109.23758,12.022759,10.108368,2.2893226,-0.13564177,-13.564327,-12.061457,-13.404606,-11.580862,-0.14610742,-3.4821932,-1.1114607,-1.6561954,-3.4482777,-0.2635493,-1.2946258,-0.018481258,-0.033150796,-0.04040193,-0.031209357,-0.0103100445,0.010565131,0.026520004,0.030239029,0.02182535,0.013163764,0.0049656127,-0.00054871896,3.816845e-05,0.002138282,0.0025675634,-0.004043726,-0.004889554
257,-578.29663,111.160515,-3.2047935,14.004954,-1.6381351,-1.5107305,-15.306299,-7.475534,-7.6755757,-7.0793934,-1.524403,-5.7500706,1.961855,-1.1754817,-6.2306747,-0.41567406,-0.036427353,-0.06381021,-0.048570305,0.023987096,-0.009486735,-0.0018671224,0.0076218885,0.016964998,0.01405149,0.016163748,0.014443029,-0.005444516,0.014195175,0.0013913965,-0.01116017,-0.0062984154,-0.0065244073,-0.0060699335
258,-593.3715,109.843124,5.115637,17.771088,-0.3635671,2.136598,-14.875113,-10.476077,-10.224956,-8.567503,-0.9221753,-6.8717422,-0.57336175,-1.8939793,-4.1716547,1.7079214,0.08136686,-0.025130196,-0.061111197,-0.02115932,-0.0046992395,-0.046000194,0.004083796,0.021446384,-0.009832429,0.005988548,0.014585879,0.0050234925,0.017861433,0.011634352,0.0058865533,0.01441768,0.0073339385,0.002292407
259,-608.583,113.39539,1.1872385,14.65875,4.578575,2.1894176,-10.957992,-9.169697,-8.291695,-6.3245378,0.43511376,-3.4453034,-2.4993172,-1.3554971,-2.953545,-0.5293026,-1.2554404,0.008901529,-0.024176959,-0.042818487,-0.0015242725,0.008299344,0.008703848,0.009639204,-0.0009823136,0.0059868456,0.008928529,0.009015783,0.008567665,0.0012169912,-0.005202477,0.0010830282,0.0026588172,0.0031786896
