,cqcc_0,cqcc_1,cqcc_2,cqcc_3,cqcc_4,cqcc_5,cqcc_6,cqcc_7,cqcc_8,cqcc_9,cqcc_10,cqcc_11,cqcc_12,cqcc_13,cqcc_14,cqcc_15,cqcc_16,cqcc_17,cqcc_18,cqcc_19,cqcc_20,cqcc_21,cqcc_22,cqcc_23
0,-1000.8722769860944,8.87001618690531,11.059765682963175,1.652738286244695,5.702055894291744,4.540329532278246,1.2894703625096293,4.453233679685459,-2.441889985298768,3.8893590576799264,-22.034367002498307,-6.753744615459372,-5.841174337599612,3.445275346131448,16.644275099373935,1.2891326100736935,0.46302516827820306,-1.6750209964913851,3.741283532334879,5.4924298921338846,-6.293083955789796,-11.401255736195978,5.87756014608474,4.32724962724187
1,-843.6376366887206,7.855714344711345,12.88956291581552,15.858636023228907,3.409371988744121,4.782601550538294,1.7244709770316373,-3.5048835342967255,11.126911959409991,10.681224444267555,-0.6656947758558331,-15.015695144572382,-12.442931666098469,9.10183707847303,6.068088079308857,7.5519172769971314,-12.284335684035531,-25.556788359582242,6.757412394478272,2.3436342145131803,3.748458250786658,5.788481404056472,-6.638321880935462,-14.884132246876575
2,-918.4513681462483,13.088905632420548,-22.220117131500732,-5.542302488287442,10.0215286240339,-3.2334616209850906,-8.31562673554243,6.659649738091376,13.507592117414337,13.206890644481586,0.5128057704283948,14.175351683990685,-2.7085549496945096,-19.370883099890627,-9.835106783436542,-6.989745198898711,8.473569959916576,-8.869634581894069,-2.7634128667713913,2.5211061764037175,3.3774939184590105,7.663298512624853,-3.5002348020237974,-4.189389157117647
3,-1161.5989573064971,5.3288444147363,-7.839602850868297,-9.341993670955775,8.726115226609188,0.38684727572776906,6.256254722511778,-4.256257977890669,19.290657151281305,2.639104014947645,-14.576286037504788,-3.1313338428754345,-8.430375949569822,15.16139265516289,-5.527304814006625,-7.46888254691549,-13.26552575143219,7.229147272737989,-4.52342689114842,0.09909317823782121,-5.271927033305464,10.84114883769176,-2.1766899984731514,12.940823681882515
4,-1339.1968209194636,27.08306292061904,17.150631808935483,8.804692713171717,13.145659520920617,25.457697713380497,26.75284712694921,8.188953208280447,11.850771328003551,-1.7656716307142366,-4.805813410643162,-2.4327423957782734,7.40684138212955,34.71862540518135,7.249670372519964,-6.708961578123665,-12.831985052831753,-8.665231059401783,-9.614955712256325,1.2811712476135868,5.236982053057395,12.402464490644503,-12.817250958397587,-14.983531328044394
5,-907.1507480549359,15.161445013061826,12.304925371969118,7.572473491849432,-4.759678882476557,-6.289292025871186,-12.225895280679072,-21.051247276386377,6.480333641897356,6.3078174388171435,-14.625488552087415,2.145608906912661,-13.556109013427404,6.206942576413409,15.478710131773274,-7.606105851868871,-0.5773536535919631,-0.17507455013525075,-3.0229327851220225,-6.7137184025824315,16.637190182230423,3.6958910186125284,-9.290132485818146,8.365026359856541
6,-957.5857790436404,-0.10187711974766664,10.7587319250596,-6.978867250826058,-7.15820897834311,5.596478583480633,-16.7159952865485,2.9008168190620434,-16.208103525390896,18.163140826830524,18.974144376603792,-1.7358972352847435,-4.83095151644593,4.796631036695061,-17.304640799202787,-6.197627653487565,-2.1786744503724114,8.68600101039781,22.69003401602427,-12.917618768501935,8.789332537564642,7.132120558405096,13.21817742396411,8.04910493145777
7,-901.303819274083,5.840761328726692,13.215425615990366,17.315882447003474,9.804108080112506,3.108206010543557,-4.772574673896617,-8.795389135061525,8.047556267015558,2.2487938056125865,12.381676916646521,-0.6674939973803098,-8.781101495399819,1.7481544744822697,-9.398783780136254,-4.9202667429383835,-2.0660385401979546,-13.670570142684905,-7.496015368990099,15.497663580935955,4.513341840090671,-8.452831890006307,-2.9092688333772703,1.7157631973499252
8,-1070.5302516890645,-16.92801732338542,12.637520156377082,4.634588055491328,15.391444825065749,-6.365897146456375,6.401639541157466,14.110090114619144,-10.317186829425637,-22.166908686722337,14.9661291890158,25.186791583004787,-3.4504280524010507,17.730029311074492,-11.945924334324177,12.562796736232572,-2.9274864832937713,6.025038435958949,7.233468157814911,-10.421061808340276,-3.810961011105189,-5.21906815041309,-8.070397961761753,-17.836399277557607
9,-1843.18020571821,6.907996742491593,21.65521065885924,4.284072809386009,-2.777508561012653,23.822331374970776,8.347777632654138,0.2845842513510467,-6.286162416711138,20.286031019778413,-15.814120579154357,14.107230368480678,8.393417179142476,-9.420175729518181,6.77436379150648,9.954652696200878,-2.0816372264177962,-2.9362043049373434,6.4105441722194385,6.427153090651096,13.644201741383483,-16.841074115637667,4.0144626785382025,-2.8429395437003446
10,-1002.7231688720951,0.5770629869315538,9.892261285656181,-6.016545196794363,2.0719556621032713,4.592076776088529,-19.064258436008043,-16.214005297471275,0.058531569028647104,22.73120233133756,8.932298196555,6.921757316885199,-0.09529368787524659,11.773207049937637,8.520420611623171,3.1298433325497,5.464818648169719,3.514139358099183,12.18945989978229,-0.16195647481134556,-6.886999276182574,-0.7616147509956015,2.752751053865193,-5.627817186311187
11,-1067.0858578665025,8.221070402459677,11.014541669812527,17.484500987479063,8.687190098527559,6.094521943292868,6.044650967603787,5.379611195345113,5.112016429522192,2.9132639381070384,-6.227830261542506,0.2905859404407955,19.16297446298361,5.948478489768285,1.9041981911342345,5.237962455189824,-7.302286264842987,12.967677271283012,4.820436932557646,3.724014197331048,-1.9453186971365584,2.4763522244489633,-0.6476804258274685,-10.63370434999729
12,-1017.5154164463836,13.464638667248424,21.1165776694613,-8.773654734926227,8.215726841865944,17.48044295265783,-13.97872283569187,8.789324188244903,9.188329288945893,19.140558617987818,-9.524178990490864,10.84948872306734,-5.12719609325661,2.0901658340953837,15.870465676694481,9.047717547664721,10.377093216674846,-8.997718139397014,21.18629585613053,-5.201153918809888,-1.772566168005801,6.236251486308432,8.052555266899203,-4.089515304943259
13,-864.4795969900127,21.178471063256424,1.9751346146743325,4.2086252574047025,-0.46518794352962756,11.747993848398139,14.902038128681065,2.930138119222576,19.57659759481016,12.60146853667362,2.6288336784256683,6.809176226128053,9.291386253317196,-9.934203060626073,-10.15203999609934,14.883905812999068,-5.899083495309055,-4.329347480898217,7.4561337692247855,1.726950428738661,-9.060374269683225,-7.8589481784226605,-5.894105719904025,3.0454837669854977
