,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_delta1_0,mfcc_delta1_1,mfcc_delta1_2,mfcc_delta1_3,mfcc_delta1_4,mfcc_delta1_5,mfcc_delta1_6,mfcc_delta1_7,mfcc_delta1_8,mfcc_delta1_9,mfcc_delta1_10,mfcc_delta1_11,mfcc_delta1_12,mfcc_delta1_13,mfcc_delta1_14,mfcc_delta1_15,mfcc_delta1_16,mfcc_delta1_17,mfcc_delta1_18,mfcc_delta1_19,mfcc_delta1_20,mfcc_delta1_21,mfcc_delta1_22,mfcc_delta1_23,mfcc_delta1_24,mfcc_delta2_0,mfcc_delta2_1,mfcc_delta2_2,mfcc_delta2_3,mfcc_delta2_4,mfcc_delta2_5,mfcc_delta2_6,mfcc_delta2_7,mfcc_delta2_8,mfcc_delta2_9,mfcc_delta2_10,mfcc_delta2_11,mfcc_delta2_12,mfcc_delta2_13,mfcc_delta2_14,mfcc_delta2_15,mfcc_delta2_16,mfcc_delta2_17,mfcc_delta2_18,mfcc_delta2_19,mfcc_delta2_20,mfcc_delta2_21,mfcc_delta2_22,mfcc_delta2_23,mfcc_delta2_24
795,-532.80475,162.08054,16.279203,0.7195296,5.556976,3.9974575,-5.9837327,-15.358549,-11.799534,-6.7092123,-5.4812226,-5.9537773,-8.082505,-6.476883,-3.1770747,-3.9624164,-3.2663789,-0.44383058,-0.37325996,-4.6927,-5.330082,-2.3161445,-1.5681244,-1.2341126,-1.9970474,0.0022106157,0.0019454974,0.0001360122,0.0002445256,0.0014727224,0.0007015005,-0.0015956413,-0.0016363055,0.0002175403,0.0007860508,0.00021727143,-0.0007735856,-0.001623608,-0.00025522007,0.001155377,-0.0005658789,-0.0012962462,0.0009632277,0.0013857369,0.00014840275,0.00046594968,0.0004675298,-0.0006412572,-0.0006352372,0.00027626232,-0.0018619479,-0.0013118732,0.0006649887,0.00058507285,-0.0008101492,-0.001115887,1.4149112e-05,0.0008991501,0.0005984596,0.00020112575,0.00022952726,0.0003595146,0.00065798813,9.42592e-05,-0.00071974716,3.4107907e-06,0.00039384092,4.739943e-08,0.0005869077,0.0006236688,-4.6057907e-05,9.673056e-05,-7.68397e-06,-0.00038694526,-0.00035040948
796,-542.2695,170.4914,10.019041,0.34104744,6.3782616,3.6485536,-6.7117443,-16.957836,-11.869376,-5.766481,-5.881267,-5.975394,-6.426948,-5.306985,-3.1189675,-3.349353,-2.828129,-1.0510021,-0.42992127,-5.2947183,-5.220929,-0.8797345,-1.7306336,-1.4717492,-1.071538,0.0017890002,0.0029220178,0.00089285406,-0.00041408985,-0.00080800854,-0.0021493118,-0.0013576987,-0.0010528308,0.000109314315,0.0018699886,0.0026611548,0.0031319684,0.0022286037,0.0019385135,0.00094207516,-0.0025798953,-0.0018608372,0.0007680023,0.0005740882,-0.00016375855,-0.0019649651,-0.0021403993,-0.0016119084,-0.0010383173,0.00025855517,-0.0052843997,-0.0041640806,-0.0012075112,-0.0029468387,-0.0021360922,-0.0009754856,-0.0010302127,0.0015584097,0.0011046282,-0.0010595102,-0.0005040084,-2.5109366e-05,-3.7088284e-05,0.0001448647,0.0004986234,0.0006114357,-0.0010907083,-0.0014873109,-0.000115499795,0.00040853713,0.0010721165,0.0006674805,0.00029339502,0.00013979425,-0.00011211606
797,-498.25595,112.26649,33.293434,1.1521212,0.03684265,2.06779,-4.072285,-13.749631,-13.522464,-6.544674,-3.8837245,-5.453956,-5.634375,-3.6603482,-2.2312682,-2.8161156,-2.934858,-0.9600542,-1.0997252,-3.7691624,-3.407252,-1.0672249,-1.0184443,-2.2912662,-3.3207374,-0.00042091977,-0.0006880175,-0.0003436206,0.00087331334,0.0020908227,0.0020130365,0.00033586228,-0.0014557176,-0.0016574961,-0.0004648556,0.0004274808,0.0001772222,-0.0005003092,-0.0007285116,-0.0001042867,0.00078974286,0.0006810126,-0.00035599002,-0.0007934319,-3.5290923e-05,0.0006227918,0.00022026291,-0.00045202722,-0.00060779986,-0.00044934053,-0.0034966427,-0.0030763177,-4.7774156e-05,0.0008791079,0.0004042037,0.000280708,0.0005388363,0.00080959185,0.00088823953,0.0004917368,-0.00027210428,-0.00078123115,-0.0006352582,-0.0002483164,1.1781247e-05,0.00027238124,0.00037503944,0.0001828961,0.00021493711,0.0006551069,0.0006273437,-0.0001583805,-0.00050544913,8.7621505e-05,0.00041586743
798,-532.24854,160.05318,16.591246,-2.7288506,3.8489501,3.6011162,-6.51428,-16.772924,-13.509849,-5.9792895,-5.0788727,-6.630001,-5.003516,-3.8323944,-1.5355189,-2.6859033,-5.3183603,-1.1094301,-0.85916185,-5.319265,-2.988408,-0.9340595,-1.2726812,-1.8494233,-3.9191515,-0.01148093,-0.0047842492,0.0069651874,0.0053485916,0.0056403596,0.003730751,0.0026382336,0.008067941,0.005489804,-0.0025871554,-0.0042632148,-0.0020134063,-0.0016050797,-7.144273e-05,-0.0012420116,-0.0043395474,-0.0011009206,0.002230264,0.0025353646,0.0011030405,-0.0023133093,-0.0018446805,0.0007810038,0.00019477692,0.0012372775,-0.013586584,-0.009414368,0.0025432894,0.00019814186,-0.0029480446,-9.275153e-05,0.002181796,0.0030922224,0.0015584814,-0.00050304027,-0.00068739644,-0.00012852548,0.0010433417,0.0013068864,-0.0008994669,-0.0016241858,-6.968277e-05,0.00088478136,0.0010526504,0.0013406787,0.0023491196,0.001331716,0.00054545543,0.00020733729,-0.0019428604
799,-505.05432,157.59637,18.517822,-4.117767,2.5819972,7.450165,-6.475272,-17.25458,-11.119476,-7.3183107,-5.6910167,-5.4583783,-6.6248436,-7.897253,-4.6785927,-1.5889583,-4.3165255,-1.3335558,1.0658681,-3.350335,-3.1918678,-3.8619852,-4.5708723,-2.04186,-2.6740599,0.000716353,-0.0027071328,-0.006283834,-0.0035506196,0.001089106,0.003923868,0.0030869904,0.00023338044,-0.00017832761,0.001300659,0.0025359218,0.004511099,0.005164542,0.0014352533,-0.002301192,-0.0027327677,-0.0023788323,-0.00090265216,0.0002765165,-0.0009858684,-0.000378157,0.0014276018,0.00043832386,7.712213e-06,0.0010392258,-0.011930554,-0.011477446,-0.0016481563,0.0028790329,0.002053604,0.00060857297,-0.00034899052,-0.00024282433,0.00067030406,0.001010349,0.0011691425,0.0012477372,0.00042174436,-0.0007679576,2.5018128e-06,0.0023379556,0.002452348,0.0008737583,0.00043849513,0.0006664415,0.000688466,2.5418329e-05,-0.0005461961,0.000109105546,0.00022675056
800,-539.8411,160.09288,17.659569,-1.6957343,4.157607,4.251198,-5.4665065,-15.567098,-11.485321,-5.788314,-4.9566717,-5.60087,-5.3868904,-4.6582294,-3.211414,-3.0545914,-3.8662515,-1.0969306,-0.1966365,-4.0095663,-2.5977812,-0.73070306,-2.4525833,-2.5986068,-3.7585588,0.005106869,-0.0017061424,-0.004116387,0.0032941655,-0.0010587453,-0.0028706284,0.0012782578,-0.0004908849,-0.0019161106,0.000864538,0.0017429021,0.0001970009,0.00026218148,0.0007758613,0.000113563336,8.4475985e-05,0.0010470211,0.0008682717,-0.00042428286,0.00014575096,0.0007576013,-5.2626983e-05,0.0002880567,0.00056363153,1.0443703e-05,-0.001390528,0.00018862096,0.00031565377,-0.001260235,0.00033887554,0.00037198976,-0.00059588003,-0.00037320037,-0.0005390423,-0.0007917155,-0.00040573406,0.00026186506,0.0002993861,0.00021453202,0.00031645413,0.00020809878,0.00018955301,0.00019340919,3.6781916e-05,-0.000165669,0.00019368621,0.0007250399,0.00049561437,1.5217885e-05,-0.00010521255
801,-546.371,169.51595,12.260984,-0.8554792,6.108008,4.385847,-5.965883,-17.764196,-13.281922,-6.0169725,-5.3618746,-6.27577,-5.529155,-4.2984676,-2.5892107,-3.7671716,-4.377366,-0.38331488,-0.5552972,-3.6861494,-1.6715033,-0.6390963,-1.7558228,-2.387999,-3.684724,0.00056541787,-0.0012520386,-0.0016738207,0.00020910848,-0.00014359488,0.00062543584,0.0012385078,-0.0008776695,-0.0018280826,-0.00082557456,0.00015967106,0.0007168709,0.0010015648,0.00071414275,-0.00014608928,-0.0004895712,-0.00061779714,-0.000716319,5.6435616e-05,0.0007720339,0.0007320547,0.00021101322,-0.0005009986,-0.00090623583,-0.0007655429,-0.003991523,-0.0037199224,-0.0016695139,-0.000773334,0.0011834827,0.0016681809,0.0006568279,0.00041436258,3.3429995e-05,-0.00017712828,0.0004650912,0.00085461856,0.00075751106,0.0007817826,0.00077826146,0.00011618031,-0.00017448104,0.0004080089,0.000105656945,-0.0006303881,-0.00067537546,-0.00070348853,-0.0004808465,-8.469504e-05,0.0001668981
802,-545.4732,159.27184,18.14071,0.5532632,6.7429104,5.9108095,-4.924824,-16.359951,-11.599793,-6.5269055,-6.5374827,-6.3929844,-7.9543824,-6.652212,-3.3436708,-3.985524,-3.175705,-0.32175735,-0.24766567,-2.1462193,-1.2977732,-0.122712165,-1.8596084,-2.6943264,-2.8350658,0.0012396316,0.00014376489,-0.0010095367,0.00048492505,0.0013498319,0.00056108885,0.000617446,0.0019193052,0.00081717846,-0.001582231,-0.0015749881,-0.0011782594,-0.0010809931,-0.00071914325,-0.0007346989,0.00024228486,0.00048420744,-0.0007138842,-9.404199e-06,0.00080276345,-0.00042510318,-0.0006159248,0.00077923806,0.0011208041,0.0006682159,-0.004833067,-0.0030963453,0.00050839304,-0.00014863221,-8.8196495e-05,0.0002958534,0.0006946274,0.0014714701,0.00094237877,-0.00067132135,-0.0017272703,-0.0004216811,0.0013526289,0.00095413096,0.00020297717,0.00016170219,0.0004892366,0.0005549814,-0.00023036366,-0.00045194352,-0.0004686097,-0.00056621764,0.000351725,0.00089795596,0.0007193667
803,-519.1294,171.00739,7.1140404,-0.70593053,6.476312,4.642806,-7.069973,-18.590958,-11.273635,-6.314993,-7.8877215,-7.2030163,-5.8194036,-6.3656697,-5.962717,-5.5870442,-4.619399,-1.3505168,0.7861976,-2.852936,-3.4254115,0.37519863,-0.9515958,-2.4627903,-3.4518921,-0.014449617,-0.014965844,-0.005135889,-0.00021955547,-0.0021092037,-0.003921441,0.0037311264,0.012855675,0.008704277,-0.0007017285,-0.0024041745,0.0013972801,0.0057822964,0.005184126,-0.0020905384,-0.006778741,-0.0044002524,-0.002440637,-0.004664636,-0.00459863,0.00016093178,0.0029070317,0.0015566621,0.001420065,0.004408612,-0.019613642,-0.0148064615,-0.0015226246,-0.00042096197,0.0008250912,-0.000434308,0.0050459225,0.011443611,0.004264902,0.00045577929,0.0011764632,-0.0024728398,0.001075098,0.004980261,-0.0013200715,-0.0041408087,-0.00028572636,0.0012385404,0.0009771065,-0.00030157133,-0.0010149954,0.0005562587,-0.00010001287,0.00019660252,0.0025368475
804,-527.6129,167.61023,13.764487,-3.0725095,5.0674124,5.309085,-7.307433,-17.663586,-10.401904,-5.3150125,-5.517714,-6.7666826,-7.034665,-5.7185965,-4.4245157,-2.9300735,-3.9362788,-2.2597854,1.1539034,-4.394261,-5.209593,-0.18005164,-1.5920895,-2.2327342,-3.259906,-0.009970097,-0.011029858,-0.002175895,0.0012457258,0.004186777,0.0047998717,0.0007979741,0.0072241505,0.0058187614,-0.002582773,-0.0025911154,-0.0041445657,-0.0054565407,-0.0007600466,0.00021303061,-0.0019093816,-0.0011685978,0.0018229288,0.006371087,0.005331959,-0.000825483,-0.0029281664,-0.0008568071,0.00012935998,0.0009236023,-0.010861954,-0.007161809,0.0021062333,0.0005406114,-0.0027747138,-0.0019474662,-0.00085993286,0.0008107851,0.0016696297,-0.00074432796,0.00027866295,0.00043649183,-0.001158854,0.0009872223,0.0019431161,0.00063959934,0.0011467126,4.3477332e-05,-0.0009914972,0.0017345547,0.0010301411,-0.0010041967,-0.00053268095,-0.0003707131,-0.0018134221
805,-560.9665,167.30618,-2.716782,18.81173,-2.296432,1.7841434,-4.3973866,-12.845254,-11.63047,-4.793602,-7.614091,-5.298533,-3.2806115,-4.4958463,-3.3699763,-7.0278573,-5.1309085,1.1607993,1.2259362,-4.6520176,-3.1708157,-3.3490238,-2.5939338,-3.1952264,-4.993713,-0.15425764,-0.016959881,0.03313238,0.010104926,0.020844275,-0.0066339727,0.0052532647,-0.013186037,0.01382884,-0.0067352313,0.010324634,-0.013076087,0.008779058,0.004148313,-0.018459154,0.010521343,0.0108004585,0.003913278,0.0063277055,0.008658895,0.010516626,0.0077807377,-0.012186618,0.004202963,0.010710634,-0.097733244,-0.0009802415,0.012610139,-0.025080832,-0.0059767067,-0.007472977,0.0006369026,-0.009213286,0.0052526775,-0.012941977,0.0059727533,0.0011862031,0.0018732351,-0.0003316459,0.0017643019,0.01079284,0.0047537,-0.0043409714,-0.0014622892,0.0051401407,0.0030513399,0.0002857401,0.0032249135,0.0015645947,0.00013035118
806,-536.73395,177.25621,8.899085,1.8323648,8.245945,5.854233,-5.3445153,-17.448742,-10.938566,-6.293622,-6.217579,-5.5153737,-7.9377594,-7.75103,-5.3166847,-4.654891,-4.0093656,-0.9828085,1.49682,-3.34155,-3.2413476,0.27080745,-1.9605082,-2.4553702,-3.2065701,0.004973379,0.0065448587,0.0017288685,-0.0023150241,0.0005485688,0.0015883193,-0.0016922695,-0.0026654415,-0.0002791277,0.0010078507,0.0014579225,0.0040535373,0.0043490743,0.001855227,0.00038849696,-0.0004915917,0.0007644647,0.0018813038,0.0012610038,0.0015297595,-8.168177e-05,-0.0014962046,-0.0009871139,-0.0015364792,-0.00028094047,-0.0056005907,-0.0064135925,-0.0032974256,-0.0023860591,-0.0031943475,-0.001344985,0.0011345713,0.0017377515,0.0024792028,0.0020672414,-0.00020190436,-0.00070468924,0.0010522446,0.0019831108,0.001834498,0.0021721134,0.00090502214,-0.0015506056,-0.0011832884,-0.00020314779,-9.027206e-05,-0.00020341907,-0.00272867,-0.0031318516,-0.00043483064
807,-522.86163,149.45282,21.944284,-4.5756917,5.595312,7.0389013,-7.3774586,-17.59907,-11.512047,-6.304532,-6.05205,-6.7849784,-6.5881767,-5.310317,-4.0278945,-3.3330328,-3.0128064,-0.34724528,0.64321905,-3.0597408,-3.0388782,-0.9621683,-1.7635956,-2.2671323,-3.6573043,0.00444167,0.0040917243,0.00036016703,-0.0016046767,-0.00259938,-0.0030147568,-0.0016844993,-0.0001601057,-0.000503255,-0.0014963856,-0.0011445954,0.00018338629,0.0007352317,0.00033721043,0.0002021855,0.00053424377,0.00056311104,-8.310086e-05,-0.00075589056,-0.00073527824,-0.00014974058,0.00060566794,0.00086980563,0.00037139852,-4.0087936e-05,-0.0032330228,-0.0023984148,0.00046299165,0.0004949285,-0.0005075908,-0.0006999712,0.00016968766,0.0011006745,0.0007119347,-6.092127e-05,-3.1852647e-05,0.00046809102,0.0010531291,0.0008001202,-0.000354107,-0.00069591653,4.6758647e-05,0.0004781669,0.00016836423,-0.0001140953,-0.00016778095,-0.00035994785,-0.00017506645,0.0002984963,0.0002091325
808,-522.5044,154.90298,18.278093,-3.400795,7.6875415,7.660458,-7.459249,-17.75258,-11.557723,-7.04213,-6.1871243,-6.173209,-6.8387003,-5.9657083,-4.0010414,-3.3926105,-3.8848765,-0.8961915,0.8821494,-3.0323508,-3.1007037,-0.72183365,-1.6185373,-2.1823606,-3.3377814,0.00018342976,0.0008879516,-0.000115039395,-0.0009319115,0.0008098355,0.00018285078,-0.001013964,-5.1088613e-05,-2.1290685e-05,-0.00035944965,-0.00015386641,-0.00053748104,-0.00047908304,0.00022875538,0.00036134876,0.00024613508,0.0002884448,6.69026e-05,-3.0358673e-05,0.00025028505,0.0003714758,0.0004198958,0.0005751855,0.00026708396,-0.00030086728,-0.0007542269,-0.00076420413,2.8923627e-05,0.00061468064,0.00055397267,0.00037804732,0.00028907642,4.959236e-05,-0.00022752705,-0.00030870322,-0.00031642104,-0.00039831846,-0.00029352613,-5.2775526e-05,8.4843145e-05,0.00028217857,0.0004396656,0.00047726277,0.00046794445,0.000323953,0.00033137552,0.00029640138,-0.0001455073,-0.0002662255,1.28961055e-05
809,-533.2858,160.83888,21.015112,-5.1116037,4.4685726,6.186913,-9.067153,-16.813875,-8.656371,-7.104311,-8.035135,-7.0114946,-7.0778646,-5.299487,-2.1919272,-2.5127883,-3.3378325,-1.3419197,-2.1430345,-4.490331,-2.4823446,-0.42370358,-1.64088,-2.6009748,-3.085131,0.0010078511,0.0005886986,-0.00046184444,-0.0013463399,-3.9670853e-05,0.001632667,-0.00055840693,-0.002019224,-0.00056832685,0.0016797389,0.0011201875,-0.00022803193,0.001470754,0.00040195434,-0.001643353,-0.0012481856,-0.0011116602,-8.942137e-05,0.0008472793,0.0017522823,0.0015193825,-0.00065928046,-0.0010239173,-0.0014230916,-0.0019901823,-0.003938855,-0.00555584,-0.0004578015,0.0035395129,0.001691071,0.001648192,0.0004250919,-0.0006748139,0.0001556768,0.00088294706,0.0018456869,-0.00020834587,-0.00167581,-0.0005671555,-0.00060218317,0.00048024757,0.0013651995,-0.00018423182,-0.0005844789,9.837197e-05,7.1217815e-05,0.000418274,-1.8692148e-05,-0.0011989889,-0.00060139335
810,-519.3882,165.1702,14.00771,-5.7166452,5.326892,9.124578,-12.1791525,-14.497127,-8.492884,-11.315672,-5.284124,-6.841006,-8.709888,-6.429286,-2.601173,0.23740423,-3.7270038,-1.0613455,2.9766614,-2.654716,-3.4054968,-2.66347,-4.786351,-2.5158763,-2.2459383,-0.0009915178,-0.0058666444,-0.0051600602,0.0023943693,0.0031281784,0.0021347918,0.0021276362,0.00054422853,-0.0014585559,-0.0017639862,0.00035496615,0.00085947866,0.00028473872,0.00042822826,-6.7287416e-05,0.00015384369,0.0007243961,0.0009164077,0.0005505771,-0.0004714979,1.3479198e-05,0.0006604955,-0.00013519736,-0.00042022896,-0.0001401314,-0.007757631,-0.003436399,0.0032076568,0.0014944829,0.001677397,0.0017103024,0.0007556389,-0.00013378273,-0.0006980492,0.000598748,0.00065063575,-0.00041258615,-0.0003674382,-0.0004091336,-0.0008384962,-0.0005843351,0.0003287248,0.0005996432,0.00034875757,0.00032087904,0.00033199872,0.00030443052,0.0003472139,0.0004225865,8.16568e-05
811,-512.84174,177.7976,10.959994,-8.727197,1.7382289,7.134175,-10.477865,-14.201829,-7.476981,-10.343317,-7.4796877,-7.497071,-7.073457,-5.528932,-2.6254094,0.79836804,-3.8853102,-2.1520443,2.4005258,-3.2009265,-4.1624513,-4.0532737,-4.949935,-1.6258777,-2.1070385,-0.011497413,-0.008402724,-1.7780756e-05,8.556331e-05,-0.0026394804,-0.0040906016,0.001208971,0.0031993377,9.135382e-05,5.023458e-05,0.00043891018,0.0020334248,0.0021535628,0.0015165954,0.0030990497,4.068134e-05,-0.0012316869,0.0019997216,0.0011909185,-0.0006704549,-0.003632335,-0.0046452596,0.00047910018,0.0023440537,0.0009575008,-0.011255681,-0.008906924,0.00049113657,0.0024496035,0.00035518044,-0.0004141293,0.003384507,0.004812098,0.002491933,0.0014540363,-0.0006770997,-0.0017111623,0.0004336308,0.0016452302,0.00071413425,-0.0022745822,-0.0026732578,-0.0003365182,-0.0009820274,8.172809e-05,0.00091485336,-0.0015249664,-0.00030993344,0.0002969211,9.0983136e-05
812,-514.7671,168.56888,10.351924,-5.1598244,5.68425,10.242658,-10.096422,-15.431014,-6.639178,-9.919951,-6.8105145,-6.726417,-9.877216,-7.498883,-3.802085,-1.6601729,-3.2104356,-0.678864,2.58903,-3.2247734,-4.947834,-2.5899336,-4.328054,-3.5103133,-1.9609994,-0.0017420514,-0.0021270912,-0.0007499739,-7.5290176e-05,-0.0001942588,1.1167044e-05,-0.0005017934,-0.0005771844,-0.00022281098,-0.0003676169,-0.00019165079,0.0008058093,0.0014225729,0.00082044525,0.00056637457,0.0005309833,4.6481426e-05,0.000109059896,0.0002952536,8.317732e-05,-0.0003139655,-0.0006371602,-0.00044651504,-0.00027608214,-0.00030865506,-0.0025641578,-0.0026879814,-0.00062489684,6.478736e-05,-0.00043918355,-0.0002802529,0.00024029246,0.0004880028,-0.00029020346,-0.0008172906,-0.00037196555,-1.699662e-05,0.00034386563,0.00041737562,0.00018512852,7.103097e-05,-5.875995e-05,-4.7952173e-05,2.6593085e-07,-2.0334333e-07,2.1474723e-05,-0.00015475912,-0.0001860362,7.2703195e-05,0.00023832567
813,-501.7524,164.25581,11.815706,-4.6984234,4.260741,8.973593,-9.370723,-15.3601,-7.3521104,-9.704967,-7.614523,-7.2792444,-10.07732,-7.609207,-3.2347393,-1.5604023,-3.350367,-0.29299113,3.6048105,-2.293409,-5.15118,-3.1304865,-4.3748374,-3.6518412,-2.2273982,-0.0022844437,0.022729933,0.005645081,-0.015037894,0.006330864,-0.0010184376,2.3222834e-05,-0.002352292,-0.003775315,0.00082993903,-0.0016325966,-0.0024684654,-0.0034108118,0.00023718027,-0.00032261648,-0.003038219,-0.0018542228,0.0009444949,0.0043876865,0.0038211902,-0.00040231037,0.0016880364,0.0032937175,0.001121838,0.0007469526,-0.013814372,0.01173528,0.007849296,-0.011507007,0.00177746,-0.0036211663,0.000695605,0.00045622708,-0.00064058084,0.0014020612,-0.0004878079,0.00016910474,-0.00057397503,0.00012151291,-0.00017243715,0.0012704381,-3.9168324e-05,-0.0016180223,-0.0012787501,-0.0006258968,0.00016985984,-0.00014335518,0.0002917158,0.00012774263,-0.0012355044
814,-518.3325,163.51863,11.693955,-6.6913085,6.120022,9.666022,-8.607442,-14.911252,-7.852058,-8.743364,-7.4834967,-7.9745703,-7.1671963,-5.2201514,-3.844786,-2.0867577,-4.210161,-1.7302558,2.558626,-2.7503998,-5.7853427,-3.223754,-2.2620518,-2.3804443,-3.9154813,0.00025569406,0.00080568803,-0.0015884114,-0.006107967,-0.0050993464,-0.0038346858,-0.0020238874,0.0018514099,-0.0008132365,-0.0011238223,-4.491436e-05,-0.0005541368,0.0026749892,0.00091356935,0.0009317485,0.0042300904,-0.00038013366,-0.0010581366,0.0016675618,-0.0023632108,-0.0022297362,0.00057145895,0.00024620854,0.00061437226,-0.0010652951,-0.0051143407,-0.004296952,-0.0009193346,-0.000608627,-0.0004886122,-0.001183639,-0.001357907,-0.00021504113,-0.00037193112,-0.00028455438,0.00061593956,0.0015419296,0.0025708776,0.0014281558,-0.00064343854,0.0004675257,0.001599044,0.00015019314,-0.0006632606,-0.0004410596,0.0004925459,0.00083721144,0.00021158454,-0.0007629439,-0.0017104542
815,-517.2135,170.87552,8.811592,-2.9011748,7.7214828,7.7124877,-8.853787,-16.715885,-7.729586,-8.148286,-7.773247,-6.548123,-8.826405,-8.218226,-5.605017,-4.24166,-4.950469,-2.8568137,1.3010108,-2.514005,-5.6961665,-2.210095,-1.594329,-2.293459,-2.3978996,0.021648265,0.001343129,-0.028091293,-0.013014887,0.0016676314,0.0024960004,0.0029259995,-0.005994071,-0.012415219,-0.006858632,-0.0004892524,0.0048555373,0.00830376,0.0074750637,0.0030620375,0.0014216874,0.005788196,0.0062079467,0.0038950897,0.0043388684,0.0016188446,-0.0019910901,-0.001647617,0.0009754842,0.0025539766,-0.010513844,-0.014406472,-0.0051533016,0.007131199,0.007665883,0.0065266737,0.005162739,-0.0056917714,-0.011949961,-0.005926508,-0.0008170049,-0.0011484231,-0.0012156286,0.000851989,0.000954423,-0.000579706,0.00010643603,0.0017904183,0.0031365892,0.0012563274,-0.002145195,-0.00024860032,0.002546709,0.0012631578,-0.0008346626
816,-531.45404,150.109,18.575794,4.8570533,3.7781901,-0.43270972,-7.264302,-11.100405,-12.7102995,-8.841724,-5.200225,-7.2386403,-4.8071995,-3.8533163,-3.3776605,-3.2695642,-4.0370326,-0.8314921,0.091361366,-3.9735367,-4.2901683,-2.7267334,-2.760015,-2.7925236,-4.5370445,-0.0004047244,-0.0004631749,-0.0003204657,-0.00036322267,-0.0004303334,-0.00034725852,-0.00011650132,0.00022470832,0.00024408681,-0.00021053026,-0.0004052756,-4.595981e-05,0.00026692118,0.00026151686,0.0002347027,0.00025940267,0.0003235813,0.00044153433,0.00024329544,-2.7525566e-05,0.00015852165,0.00025627788,0.00012287109,0.000109937864,-3.0937808e-06,-0.0010740024,-0.00076700374,0.000301734,0.00014028717,-0.00042201913,-0.00020281567,3.468602e-05,8.033249e-05,0.0003100786,0.00018269148,-8.192758e-05,2.5795614e-05,0.00019151956,0.00015345385,6.525444e-05,0.00015896559,8.749688e-05,-6.413935e-05,8.95567e-05,6.876562e-05,-7.1212135e-06,2.4369167e-05,-9.3758215e-05,-4.9963477e-05,8.10533e-06
817,-516.1824,158.3391,12.4717455,-6.396291,5.3628936,7.717892,-8.551318,-15.515151,-9.272398,-8.520376,-7.8521,-8.535117,-6.93749,-4.6159,-3.715957,-1.6760329,-2.9873734,-2.0292652,1.9565456,-2.7807398,-6.1965904,-2.2803593,-1.3423532,-2.316324,-3.243185,-0.02964348,-0.0014923702,0.015097863,-0.0072401636,0.0065536676,0.00059730414,-0.006072168,0.01103226,0.0014913621,-0.006834424,0.006658938,0.004383113,-0.004287132,-0.000840118,-0.0015457534,-0.0056154644,-0.0018961811,0.0034595665,-2.8070524e-05,-0.0044505266,-0.0037188015,-0.0025547612,0.002692623,0.0005862097,-0.005806279,-0.0060433405,-0.012466725,-0.007819587,-0.0005929949,-0.002925649,0.0012343588,0.0049629756,-0.00030416955,-0.0034393684,-0.0009879208,-0.0005208769,-0.0007097349,-0.00012894512,-0.00044113272,0.0011181188,0.00295273,0.0031975133,0.0011672548,0.0015831485,0.0030405656,0.0014032711,0.0015781507,0.0009018065,0.0011220971,0.0027122188
818,-524.4941,165.39897,7.2992067,-6.8124137,2.27607,10.55232,-8.869455,-12.96339,-3.7878675,-8.829521,-7.1064763,-6.0681252,-6.8420777,-3.8017256,-3.5778346,-2.1687977,-2.3524456,0.9596687,4.321305,-3.866852,-6.03443,-3.137528,-4.2711964,-4.3419223,-2.5882883,0.038523573,0.017604431,-0.03346713,-0.041228086,-0.020816768,-0.01075219,-0.019698828,-0.014125735,-0.0055898065,-0.008288655,-0.0013052587,-0.00038854912,0.003105117,0.025055628,0.027987631,0.020740032,0.006362955,-0.012424296,0.0032429306,0.015527417,0.0012446464,-0.00535003,0.0023259614,0.004657062,-0.0060540987,-0.054014023,-0.050793648,-0.006848335,0.016139353,0.020729966,0.011471779,0.00069738313,-0.0021125674,-0.005916669,-0.0017960576,0.010177497,0.015875332,0.011983602,-2.838062e-06,-0.00972491,-0.0074458728,-0.00033105953,0.0067026457,0.0020588886,-0.011637858,-0.0067338385,0.0034944536,0.0047470704,0.003859092,-0.00047164081
