,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz
3265,0.13262117,-26.884926,41.91598,0.10764114,-0.028026344,0.057385635,37.091824,17.435411,-3.2601678,-8.90914,36.411953,0.0,0.0,10.489198,0.9682229,37.55858,893.2059,1077.623,-30.037802,2000.3319,1060.7216,-42.745037,3088.6716,785.77765,-52.336864
3266,0.11890542,-3.9941206,18.652594,0.03359257,-0.011177392,0.0065678954,12.521396,-2.5578601,-30.260132,4.6438823,0.0,0.0,0.0,0.0,0.0,0.0,437.61325,1212.2661,-201.0,1606.0375,1263.9537,-201.0,1984.939,1890.4967,-201.0
3267,1.0941242,-13.196515,15.307834,0.14347051,-0.045722056,0.34425816,30.550848,-28.953691,4.1475987,-45.0482,41.73092,0.0,1.3785611,8.219531,13.885498,29.845041,647.18195,1642.2936,-2.1401525,1850.2343,748.52466,-18.835855,2989.5986,508.53506,-31.985193
3268,0.15015668,-9.356624,16.956009,0.12782069,-0.029092655,0.011914249,13.393903,1.9059757,-7.2205734,-20.454851,0.0,0.0,0.0,0.0,0.0,0.0,950.4228,1468.6937,-201.0,1787.3086,925.27637,-201.0,3086.372,740.5891,-201.0
3269,0.34602523,-5.0517554,11.322434,0.12393699,-0.025313055,0.07085529,26.205973,-25.214622,-12.44072,-19.618286,37.0282,0.0,0.0,-4.8983397,7.5227723,20.958982,874.3774,1323.8134,1.498753,1863.6217,819.13947,-2.5811398,3125.0906,710.9046,-14.516406
3270,0.12694891,-12.67643,20.196487,0.072626464,-0.02435418,0.02739413,19.707579,10.857245,9.320889,-19.728107,34.177017,0.0,0.0,3.8980863,22.620707,28.674757,953.9348,1052.7113,-7.843085,2222.7117,367.61572,-14.933022,3482.0244,551.6084,-15.996808
3271,0.2722511,-8.798078,19.359537,0.06582999,-0.018304162,0.24980932,30.241661,-7.0672317,-12.608047,-11.9252405,33.265217,0.0,0.0,1.4330629,-7.1015725,16.013573,532.1441,1302.8134,32.45251,1440.0933,1055.6376,33.325954,2431.8308,919.60565,2.4410193
3272,0.086145975,-12.875079,22.422937,0.07013734,-0.028857276,0.0051073655,21.199541,10.1058655,-14.220868,-5.10177,0.0,0.0,0.0,0.0,0.0,0.0,393.06375,1367.6788,-201.0,1328.9501,1247.6748,-201.0,2243.6692,1246.9694,-201.0
3273,0.25353464,-8.539851,24.284143,0.09311531,-0.015643429,0.07552125,28.683077,-13.501649,-10.854477,-19.89538,39.99885,0.0,0.8556016,-7.410734,-8.910202,2.5194483,511.80783,1616.4696,0.0,1315.5028,1245.974,11.60967,2591.3486,689.9056,-2.9716234
3274,0.30277714,-1.7613317,17.859848,0.101737715,-0.008740186,0.056886096,29.013144,-29.390802,-13.729039,-8.625974,34.304447,0.0,0.0,-2.4957428,0.31951293,4.170501,848.0212,1221.9496,23.42312,1772.2875,885.5253,15.49796,2830.9355,579.3328,3.0462475
3275,0.16455661,-22.71843,34.33624,0.089592874,-0.04024596,0.047625486,38.895283,12.095295,-3.5578377,-9.459373,36.001057,0.0,2.4324517,8.770223,9.250637,30.04841,818.47565,1292.7649,-2.9050772,1911.4017,1022.3155,-24.274305,3084.97,1246.4828,-23.70285
3276,0.1526396,-3.4654715,7.807607,0.05933175,-0.011843364,0.011523593,13.4752655,4.4548326,-3.3258197,-24.34624,0.0,0.0,0.0,0.0,0.0,0.0,361.99094,1422.8431,-136.94543,1332.6522,1707.6078,-142.35327,2521.237,981.55914,-142.95729
3277,0.26127082,-12.76519,21.748611,0.08241727,-0.02940981,0.08872501,28.122553,-10.677262,-4.4351344,-27.249174,37.29959,0.0,0.0,1.2517306,-26.917404,2.5829232,847.28046,1204.0109,23.149414,1994.7916,856.64825,-2.3037014,3002.362,637.3294,-8.912922
3278,0.08731938,-13.520371,23.677122,0.07553045,-0.024152316,0.013509045,25.042658,4.7852197,-4.9856324,-9.129605,35.475067,0.0,0.0,6.2725506,2.005774,38.58224,939.19684,1292.0284,-19.321745,2057.9167,1071.4955,-27.14837,3010.964,924.3006,-39.423798
3279,0.79288465,-8.7381935,11.671154,0.1108354,-0.030623086,0.18706892,24.419958,-32.217655,-7.063823,-35.432117,35.827717,0.0,0.0,3.4935772,-1.3060566,17.651892,975.1967,1427.048,10.166776,1872.2924,814.4512,0.46292862,3047.87,480.79947,-8.731888
3280,0.09289984,-9.351733,21.142408,0.07255766,-0.03235008,0.0063437093,16.592308,8.951356,-19.454163,-10.046223,0.0,0.0,0.0,0.0,0.0,0.0,1162.4396,1356.4104,-201.0,2040.5742,1380.919,-201.0,3321.2468,425.67786,-201.0
3281,0.52157456,-14.248116,16.207777,0.15684317,-0.038520295,0.11048516,18.916237,-5.4111266,-21.315535,-31.439188,40.226074,0.0,0.0,11.808746,2.6627724,28.166708,867.34357,1335.4785,1.8227803,1961.6495,681.31055,-13.97462,3226.1975,538.4853,-23.681152
3282,0.14166799,-13.260472,19.905733,0.13666761,-0.027631802,0.013819189,23.604034,-1.7853428,-2.2353566,-17.13223,37.57788,0.0,0.0,-9.475041,-4.928581,7.625812,331.05322,1348.3057,0.0,1321.2213,1030.6226,-15.80378,2335.5776,744.2198,-9.526749
3283,0.09592277,-10.140014,18.527903,0.055119473,-0.020311587,0.0070941146,19.594282,4.448891,-1.2099701,-12.161426,0.0,0.0,0.0,0.0,0.0,0.0,620.9005,1317.8182,-130.71196,1641.6133,890.5162,-130.85547,2582.9988,1005.40796,-130.41176
3284,0.12336024,-23.79632,36.05908,0.07839492,-0.032133237,0.031385913,32.437454,15.151706,2.0992663,-6.411022,36.807205,0.0,0.0,-1.112949,4.3958826,30.308487,850.7505,1183.8866,-11.91586,1851.8965,965.0196,-20.445059,2992.841,712.0056,-33.62086
3285,0.11453611,-6.8790016,9.141837,0.026900617,-0.023897236,0.005717126,2.0229735,17.588232,-14.785447,-9.831495,0.0,0.0,0.0,0.0,0.0,0.0,410.8646,974.32806,-201.0,1521.5292,827.20685,-201.0,2484.0334,745.2607,-201.0
3286,0.24013722,-15.275345,20.068583,0.10122039,-0.03237862,0.06073801,28.533316,-10.0791,-7.7307796,-29.283133,46.001965,0.0,0.0,1.7965282,22.37703,25.376465,712.9121,1432.7725,16.431238,1725.7169,1049.502,-5.572626,2761.6995,666.55963,-7.003576
