,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_delta1_0,mfcc_delta1_1,mfcc_delta1_2,mfcc_delta1_3,mfcc_delta1_4,mfcc_delta1_5,mfcc_delta1_6,mfcc_delta1_7,mfcc_delta1_8,mfcc_delta1_9,mfcc_delta1_10,mfcc_delta1_11,mfcc_delta1_12,mfcc_delta2_0,mfcc_delta2_1,mfcc_delta2_2,mfcc_delta2_3,mfcc_delta2_4,mfcc_delta2_5,mfcc_delta2_6,mfcc_delta2_7,mfcc_delta2_8,mfcc_delta2_9,mfcc_delta2_10,mfcc_delta2_11,mfcc_delta2_12
240,-551.4797,90.004875,5.8913755,10.319527,5.10384,0.9400241,-12.43337,-12.089538,-9.975355,-8.888761,-1.2593185,-7.739613,-3.719705,-0.04489907,-0.010674987,0.011984255,-0.019440927,-0.016919898,-0.004308603,0.011490683,0.008747533,0.002154473,-0.0003821417,-0.0020795655,0.0075526848,0.0022215426,-0.02657173,-0.0027472847,0.012553018,-0.0035803688,0.0005887898,0.00022834913,0.0040898295,0.004153943,0.0025484778,0.0015113871,-0.00096549344,0.003070208,0.002288475
241,-604.2809,109.87995,3.7137685,17.82761,0.29412326,8.945981,-9.906511,-11.693232,-10.837547,-6.4798512,0.48405716,-3.6348436,0.28413883,-0.08964479,-0.041264877,0.015603787,0.0014487824,0.015198468,0.005892141,0.021031309,0.024178471,0.006922093,0.0011296885,-0.0038812403,0.0016890031,0.0001274458,-0.014200443,-0.010337533,-0.0012895416,0.0016808604,-0.00328353,-5.9180737e-05,0.0026136872,-0.0028317072,0.001080201,-0.0027240382,-0.00079120736,0.004088288,-0.00455664
242,-576.23096,103.81824,9.262142,9.387865,2.957284,0.5767576,-14.507615,-9.8524885,-9.596211,-8.340276,0.4714419,-5.057068,-0.49819618,-0.11999872,-0.07078663,-0.01868862,0.014825275,0.011764971,-0.0140717095,0.024542954,-0.009928056,0.0015006642,0.024881834,0.016864497,-0.002051867,-0.0066005867,-0.026442768,0.005941738,0.012102127,-0.007419681,0.0016722312,-0.0041141813,0.009207792,0.010256578,0.0064408984,-0.0013242877,0.0011972723,0.012778838,-0.0014429407
243,-537.1848,92.87799,6.8308735,7.1253304,7.7919545,3.3966603,-16.69124,-16.454788,-13.9060335,-10.534832,0.5681038,-4.7221627,-2.2358887,-0.05196224,-0.046603866,-0.0019521702,0.012959261,0.0055627865,0.007513976,0.009252266,0.009949849,0.005339635,-0.003087197,-0.0038432437,-0.0077096145,-0.0036288127,0.023527145,0.00088653725,-0.013839377,-0.0038582347,-0.0061320043,-0.0007987516,-0.0006827885,0.0013353843,-0.0028599906,-0.0041051805,0.0021265615,-0.0009545261,0.001875746
244,-507.0128,125.39306,-0.64086413,-0.5955552,0.34212863,-6.6279926,-15.524639,-10.039839,-15.995069,-9.745739,2.035742,-8.040175,-3.7008274,-0.08137014,-0.01141055,-0.015880568,-0.026490547,0.030893149,-0.005019831,0.007910158,-0.008501679,0.0032394566,0.006649019,-0.007792484,0.0076934835,0.007219279,-0.057413943,-0.0029367055,-0.00573095,-0.028162796,0.01639664,0.001907249,0.011175208,0.005441076,-0.0012038238,0.004500215,0.011100815,0.0072544077,0.0035791495
245,-594.6617,116.26615,-1.2277144,18.82034,-1.4554354,4.298698,-13.281572,-10.038638,-12.0322895,-6.239418,-0.27404803,-4.7607145,0.43586305,0.06754234,0.034165386,-0.009985417,0.0045650615,0.0039862245,0.0062965327,-0.005279346,-0.012842628,-0.0057678977,0.0028841323,-0.007137089,-0.006082429,-0.0018374403,-0.052148633,-0.026393233,0.014368893,0.00785269,-0.011347991,-0.0024758144,0.004358034,0.0017000459,0.006147313,-0.0032912036,-0.0062564965,-0.0031038057,0.006939234
246,-562.4452,105.84042,8.655007,11.053588,5.4259562,-1.2787886,-13.953058,-12.432989,-10.650598,-8.591009,-2.7485144,-3.947957,1.3017474,-0.030996528,-0.04612127,-0.008023413,0.023042561,0.0100016175,0.00091175985,-0.0020185525,0.0033839743,0.0025364603,0.0025981339,-0.0029881136,-0.009422661,-0.007470557,0.00036392137,-0.0021862348,0.00014280435,-0.004074903,-0.007502297,-0.0028209328,0.00059407845,0.0035398295,-0.0009920836,-0.00017591174,0.0009943516,0.0030493918,0.0048893774
247,-589.55896,122.26956,-0.7227028,18.137642,2.1558847,4.8784657,-15.072073,-13.65741,-10.333076,-7.584908,-1.9326261,-5.9528418,-0.32946724,0.021002948,0.005319407,-0.0130777545,-0.0010133638,0.007037455,-0.0011683299,-0.01048083,-0.005648277,-0.00040469624,0.0096473275,0.0066147754,-0.0022289208,-0.0033811606,-0.05457698,-0.029123984,0.00028047906,-0.0029021616,0.005320958,0.0037098462,0.0052310918,0.0055544954,0.008323471,0.007668722,0.0074125477,0.0035311105,-0.0009456173
248,-574.2659,104.54874,9.582461,12.039225,6.5255494,0.71221787,-14.790336,-11.255281,-10.2696,-9.5275955,-1.5378711,-5.3391714,0.2401107,-0.07677754,-0.011507329,0.01433213,-0.021340545,-0.0063242186,0.0040435195,0.022080125,-0.005335904,-0.0047959355,0.021386007,0.0150403185,0.018628325,0.0037696827,0.0026764849,0.0049869902,0.006848913,-0.0046777143,-0.0045432504,-0.0025223896,0.0051003415,0.0027173096,0.0012942859,0.005090431,0.0029497584,0.0030605001,0.003549459
249,-599.5031,108.8798,3.0567536,16.732069,0.7768128,4.4268327,-12.052417,-9.588785,-8.492536,-4.2785034,0.28728673,-5.168106,1.5976148,-0.033207133,-0.009307379,0.0019946464,-0.00089218986,0.016778596,0.0038141597,0.008785793,0.006675463,0.0034673614,0.010355298,0.0017880517,-0.0032178492,-0.0066687143,-0.017969934,-0.0031368786,0.0033430273,-0.0041043162,-6.531628e-05,-0.0053932136,0.0025403902,0.0043641585,0.00021730545,0.0008420702,0.001972469,0.005530878,0.0025449991
250,-590.7645,113.531654,-1.7119268,21.571898,5.984377,7.137863,-18.210106,-9.979807,-7.975693,-6.9326286,-2.9611719,-8.4445095,0.25888997,-0.062356528,-0.030028986,0.015190374,-0.0031501716,-0.0066010617,0.011085063,0.020328797,0.0067899185,0.0033291352,0.0019508906,0.004543637,0.006630976,-0.00075640815,-0.0099280365,-0.00012665208,0.00058586616,-0.0026385894,0.0020773127,0.00026059628,0.0031421066,0.0016242965,-0.0005132464,-0.0001088632,-0.0001620709,0.001502756,3.4884975e-05
251,-611.8612,101.956245,0.6945926,20.527025,8.128093,6.8259077,-9.601116,-7.016592,-6.2478657,-4.3069916,-3.5863688,-5.759308,1.2990524,-0.071430825,-0.047473762,0.026140943,-0.0043279883,-0.012743946,0.024674274,0.03679181,0.023052864,0.019211479,0.01778006,0.00357379,0.025415853,0.003075183,-0.050937127,-0.012987057,0.03032172,0.0027519274,-0.0010031908,0.0032986691,0.004541471,0.0010058262,0.0060179927,0.0038837064,-0.0016163455,0.0065970686,-0.0023053784
252,-537.26135,103.9679,1.7167255,12.237703,7.168891,-0.93418205,-21.276934,-14.418139,-11.7711735,-9.436517,-0.43743053,-7.574157,1.9170382,-0.05550528,-0.037440524,0.010193259,0.0041148756,0.0010229007,0.0055710934,0.00078690617,0.0022537552,0.0024866122,0.007890053,0.006348465,-0.0066750497,-0.006941214,-0.032924186,-0.01132659,0.014188831,-0.00798885,-0.015133587,-0.0018670112,0.010247652,0.009015268,0.006025153,0.0027671582,-0.003284069,0.002316993,0.0033589446
253,-583.46826,112.36201,-0.78020954,22.487797,-2.396118,6.1098204,-19.153519,-11.436747,-10.613396,-8.689383,-2.3813064,-4.153724,4.305953,-0.08357573,-0.05269777,0.008846525,-0.024460481,-0.04129933,-0.0042626257,0.04958365,0.015999682,0.008753051,0.023462674,0.0010896168,0.029492922,-0.00064352225,-0.06748518,-0.030041052,0.020515088,0.012857374,-0.0016506285,0.008942392,0.020149192,0.005692971,0.0037517056,-0.0047117798,-0.008447472,0.007550233,0.012860209
254,-562.7196,108.77629,4.5619764,5.863156,4.645931,-0.3793634,-15.639705,-12.099451,-9.694892,-8.096065,-2.8558521,-5.899205,2.5338912,-0.00062493776,-0.009690982,-0.0075355493,0.009560043,0.013304604,0.008517266,0.00070643984,-0.0044488255,-0.0036110522,-0.0025903038,-0.00040229782,6.30425e-05,-0.0010952757,-0.0052304077,-0.0051914807,-0.0020601538,-0.0014003088,-0.0004645283,0.0012867402,0.0016279465,0.0010178928,0.00059903174,0.0009447005,0.0012192762,0.0009114562,0.00061152474
255,-547.0057,97.53337,5.3102098,10.204123,6.0938153,0.40420732,-14.791958,-14.803418,-10.376997,-5.2360883,-2.373949,-7.73296,-2.3280678,-0.12366238,-0.004934113,0.01290427,-0.008353873,0.024604624,0.001134657,0.013841245,-0.0011703969,0.026921473,0.008414203,0.027273428,0.0043992554,-0.0053935037,-0.040473472,-0.022270948,0.0061988845,0.009786015,0.011375825,0.008730303,0.0063585215,0.0010374757,0.0013466278,0.00012376218,0.008223866,-0.00032067136,-0.0067842035
256,-579.35376,109.23758,12.022759,10.108368,2.2893226,-0.13564177,-13.564327,-12.061457,-13.404606,-11.580862,-0.14610742,-3.4821932,-1.1114607,-0.018481258,-0.033150796,-0.04040193,-0.031209357,-0.0103100445,0.010565131,0.026520004,0.030239029,0.02182535,0.013163764,0.0049656127,-0.00054871896,3.816845e-05,-0.007699232,-0.0028334532,0.0012380001,-0.003464538,-0.0040876684,-0.005590951,-0.00091689406,0.0036741495,0.0010183824,0.0037637586,0.002991601,-0.0020756437,-0.0018323209
257,-578.29663,111.160515,-3.2047935,14.004954,-1.6381351,-1.5107305,-15.306299,-7.475534,-7.6755757,-7.0793934,-1.524403,-5.7500706,1.961855,-0.06381021,-0.048570305,0.023987096,-0.009486735,-0.0018671224,0.0076218885,0.016964998,0.01405149,0.016163748,0.014443029,-0.005444516,0.014195175,0.0013913965,-0.10036685,-0.04171817,0.043948825,-0.004272932,0.005687813,0.010612024,0.02145903,0.01096585,0.0077122613,0.0048993398,-0.011268261,0.0066051483,0.0025177393
258,-593.3715,109.843124,5.115637,17.771088,-0.3635671,2.136598,-14.875113,-10.476077,-10.224956,-8.567503,-0.9221753,-6.8717422,-0.57336175,-0.025130196,-0.061111197,-0.02115932,-0.0046992395,-0.046000194,0.004083796,0.021446384,-0.009832429,0.005988548,0.014585879,0.0050234925,0.017861433,0.011634352,-0.035994016,0.009689733,0.009261709,-0.025052072,-0.0049163713,-0.005197995,0.018580897,0.0029062312,-0.0038121887,0.0025816725,0.0035847514,0.015313118,-0.0034585267
259,-608.583,113.39539,1.1872385,14.65875,4.578575,2.1894176,-10.957992,-9.169697,-8.291695,-6.3245378,0.43511376,-3.4453034,-2.4993172,0.008901529,-0.024176959,-0.042818487,-0.0015242725,0.008299344,0.008703848,0.009639204,-0.0009823136,0.0059868456,0.008928529,0.009015783,0.008567665,0.0012169912,-0.022370243,-0.007886775,0.006154426,0.008061076,0.005728144,-0.0023187809,0.0025073076,-0.0010544481,-0.0010253841,0.0005944856,-0.0020591407,-0.0039040158,-0.004003373
260,-562.8597,89.67676,14.684299,7.5875635,6.672835,-1.2300949,-13.388156,-14.997106,-13.162336,-9.667102,-1.1698612,-1.9730366,-3.122593,-0.053954855,-0.05243723,-0.0063453997,0.009788403,-0.0009989683,0.0032906432,0.013856989,0.010484869,0.0056617046,0.009128553,0.0104343835,0.0077810567,0.0031385368,-0.013880895,-0.0033094333,0.010270506,-0.0036481966,-0.011171043,-0.00030069132,0.006403373,0.0014313546,-0.0015614688,0.00140483,0.0008371183,0.0030261185,0.005350657
261,-560.47296,102.09246,-4.524952,12.778512,2.644662,-1.2008139,-18.06407,-10.071911,-9.537965,-6.80525,-0.75505507,-6.7524004,-1.6489234,-0.16461974,-0.024278836,0.07246203,-0.024984885,0.010594584,0.032420542,0.03233711,0.0010958306,0.009792649,0.0108905425,0.0070891315,0.03281499,0.01835926,-0.10599448,-0.033176094,0.03198226,0.0044847135,0.0052206903,0.018634927,0.03168675,0.0044054724,0.009069936,0.00012794124,0.0009146787,0.01016945,-0.0077678105
262,-616.4232,109.56517,2.0802324,12.357553,-1.2827817,0.5055641,-8.400725,-4.1991243,-4.723037,-4.5711184,-2.5675106,-2.625123,-1.6444615,-0.10491915,-0.05612202,-0.002831973,-0.00567488,0.01356766,0.006468372,0.030735308,0.0052784365,-0.011949364,0.017254366,0.011749817,0.0023748872,0.0137909325,-0.06146805,-0.0153005,0.009878623,-0.0041416194,0.0017506789,0.0069738333,0.013405481,-0.0021994852,0.0043179877,0.009982883,0.0055263527,0.000527048,0.0031049422
263,-601.44995,110.438194,0.6590447,18.517916,2.2931387,3.1666758,-10.159857,-7.491932,-6.0495896,-4.78147,-2.28998,-3.4365852,0.2585278,0.020022616,-0.016498549,-0.0031816228,0.007628303,-0.0047906316,0.004537159,-0.0029152043,0.0029628791,0.00062842824,0.0039171493,3.584475e-05,-0.00022773145,0.0025942035,-0.020865193,-0.0134740975,0.0033733475,0.00046956784,-0.0017378713,0.0016369239,0.0050786627,0.002494706,0.0028226946,0.002700051,0.0005576098,0.00026645605,-0.0019065356
264,-507.559,55.6359,17.999853,12.838282,9.384915,-1.5665535,-13.499712,-12.151012,-7.550857,-7.4844317,-6.3270817,-5.0629854,-2.0324879,-0.00162223,-0.003755865,-0.005842197,-0.0051589515,-0.0019586175,0.0009634136,0.002179359,0.0023047673,0.0022287548,0.0022857988,0.0022903595,0.0017306235,0.00063254987,-0.004332739,-0.0054670493,-0.0038393803,-0.0020127862,-0.0005838679,0.00030518777,0.00077296485,0.0010120166,0.0012818507,0.0016393312,0.0016441625,0.00092213415,3.6247395e-05
265,-573.67285,89.16849,12.272824,12.624228,6.9181304,4.574749,-13.75463,-13.109425,-10.537968,-8.589633,0.7548504,-4.2644515,0.023027899,0.004094779,0.01958859,0.023675166,-0.0016355431,0.0015165984,0.014433414,-0.0058822003,-0.011419649,-0.007891722,-0.012104287,-0.008479257,-0.0033485852,0.0044613206,0.0002545948,-0.009333749,-0.011140872,0.002773292,0.0008135599,-0.0048023597,-0.0003163972,0.002126495,0.0059638936,0.006230179,0.002394529,0.0024411283,0.00016913356
266,-607.5862,110.1594,5.794387,22.940994,3.196202,12.679559,-12.503901,-9.123774,-9.364034,-3.6027212,-1.500332,-7.7054195,-0.34859234,-0.0058987765,-0.0012495902,-0.04613156,-0.0056049884,0.011555206,-0.011919642,0.012171459,0.019397965,0.01900919,0.014855799,0.014095416,-0.00517995,0.004082803,-0.08290901,-0.038950074,0.012742383,-0.023237769,-0.020065818,0.008937428,0.028685672,0.015166868,0.00775273,0.013253008,0.005958462,0.018899761,0.0011250919
267,-562.00995,120.39211,-6.1868167,20.028913,-2.5160992,2.6943638,-20.204618,-10.981998,-11.61692,-12.897647,0.3424125,-8.969001,-1.0303419,-0.055788882,0.042875584,0.03306836,-0.03531818,0.03354924,-0.023960123,-0.011728209,0.01641084,-0.019866567,-0.0063911807,-0.01301659,0.004032977,-0.017812537,-0.06606012,0.016240085,0.0024391597,-0.024916776,0.008800604,-0.011650026,0.014432429,0.0053760246,0.008751959,0.008790774,0.0063464763,0.0033313534,0.0034364588
268,-651.0924,99.06803,15.045066,23.724098,8.843511,11.242096,-2.6819053,-1.355285,-4.290846,-1.3481019,-0.35820785,-1.2865654,2.0335793,-0.104336776,-0.032377344,0.04477999,0.06511475,0.06560281,0.055978015,0.053586606,0.048252836,0.043110862,0.036119975,0.01601923,-0.004460768,-0.00497204,0.030482182,0.021038992,-0.0032720615,0.003315668,-0.00075135106,-0.002704754,-0.004270976,-0.008655197,-0.009355222,-0.0073370165,-0.0029306558,-0.0014060865,-0.0030398364
269,-578.7509,113.85308,-4.10714,21.003235,-0.045148525,7.756935,-14.078477,-9.471299,-12.124827,-6.0387406,-0.6814845,-5.9994698,1.0574079,-0.0365999,-0.03798099,0.013937758,0.039090246,0.022682711,0.017269135,0.0025285326,0.005213716,0.009265149,0.012247852,0.0062567396,-0.01125764,-0.006796184,-0.031835385,-0.014197136,0.00021680162,0.00010651516,-0.0024233744,0.008186403,0.005480129,-0.012069643,-0.0018116176,-0.001377856,0.0047765486,0.009548642,0.009491469
270,-597.51514,112.67995,0.9890231,21.991407,3.2741485,6.6719747,-15.308744,-11.266746,-12.387696,-4.7384396,-1.3617358,-7.0471454,-0.3036516,-0.10543163,-0.15343139,0.005151063,0.05687291,-0.025139216,0.007655575,0.017312158,0.028390167,0.01230783,0.014123373,0.007235275,-0.0020481062,0.0071800663,-0.024934487,-0.008023721,0.0102414815,-0.009605233,-0.009707726,0.004886092,-0.0025672533,-0.0048032356,0.013119557,0.006611678,0.0022597506,-0.0005255067,0.0003952437
271,-609.6847,114.34565,3.9076097,17.673742,1.6620874,2.831787,-13.467765,-8.007011,-10.687406,-7.584026,-3.6977043,-4.3141494,1.3760269,-0.13053586,-0.051013075,0.03439561,-0.0047969804,-0.006835732,0.017822037,0.02948176,0.009447504,0.0077427784,0.0046852166,0.008515989,0.008168243,-0.0023903286,-0.028663386,-0.008769083,0.008168353,-0.00014984608,0.00024024247,0.00021965468,0.0012737614,0.000410925,0.0039788624,0.0029205892,0.0033403619,0.0014304019,-0.0012889184
272,-572.11896,121.13535,-4.53072,21.42473,1.9124042,5.201582,-19.532423,-12.413472,-12.906069,-8.531202,-4.347384,-8.988294,1.345897,-0.052536573,-0.06050636,-0.011152641,-0.021299163,-0.023867065,0.016947262,0.032419022,0.025419092,0.010136171,0.0001730743,0.021419963,0.012426057,-0.0018623169,-0.06035841,-0.049178228,0.0073151193,0.0025218555,-0.01410329,-0.0026288163,0.0121643655,0.019239504,0.019446474,0.0008062844,0.004144466,0.011646094,0.009177598
273,-692.9627,115.905266,16.91972,18.476894,17.031479,17.625414,8.453286,9.507851,6.3064322,4.291182,4.543159,2.4866886,-1.3791496,0.07414398,0.02174711,0.0037674974,0.006890144,-0.019216921,-0.023062607,-0.011822288,-0.00096497755,-0.007511415,-0.027371109,-0.036902152,-0.017055426,0.015941188,-0.06006033,-0.040235337,0.029192274,0.022526508,0.0065465677,0.011406409,0.0123661505,0.0035170156,0.0032593117,-0.0029612856,-0.0003328949,0.0055174185,0.0063656378
274,-547.7989,158.85484,-26.665972,-0.4669056,1.4725145,9.152573,-13.286587,-7.526746,-6.540915,-4.1513824,-1.8516699,-1.7593447,-3.8775096,0.098381214,0.038725648,-0.052310556,-0.022920376,0.022717323,0.020275187,0.0020697948,-0.024865093,-0.021748856,-0.008401417,-0.016168052,-0.015320163,-0.0057698484,-0.030018255,-0.0064327815,0.008849181,-0.007637066,-0.0016514424,-0.002326619,0.0054318057,0.008763048,0.0057363734,0.003094609,0.0016788584,-0.0005349817,0.0018362158
275,-531.46466,165.91833,-29.899456,-6.7733173,10.2682705,7.9350514,-13.227048,-6.29258,-6.8375463,-8.569631,3.7741113,-0.76533675,-8.448515,0.05938994,0.04376903,-0.017534385,-0.03388237,-0.024399063,-0.019663375,-0.019850401,-0.017254008,-0.013496695,-0.01202887,-0.0068123383,0.0010993521,0.005605739,0.0007473957,0.0031090893,0.006480575,0.004833812,0.00012059497,-0.00081987126,0.00023098418,9.991068e-05,-0.0001619851,0.00021803324,-0.0002773567,-0.00057591806,0.00017919582
276,-492.52548,161.03526,-25.580257,-14.375689,2.9676864,3.481593,-13.449873,-7.4459734,-8.665792,-11.630215,-0.574262,-0.67426664,-7.095817,-0.048495136,-0.025983209,0.0038980825,-0.010456322,-0.016571207,-0.0020866692,0.011530398,0.012410014,0.008702022,0.0048651407,0.002139488,0.0034282042,0.004709159,0.007273713,0.0011094295,0.0051998612,0.0031654043,-0.0026820032,0.00049054675,-0.002209352,-0.005163771,-8.832958e-05,0.0024800585,-0.0013990399,-5.9494694e-05,0.0022809391
277,-530.1004,163.78201,-25.110321,-7.305804,8.33204,6.8315463,-13.666241,-4.646042,-5.1840134,-9.206056,1.2593576,-0.56547177,-6.5101905,-0.060251683,-0.024902435,0.042984374,0.034054466,0.01300977,-0.0086155925,-0.017950164,-0.0069814785,-0.010284869,-0.013457219,-0.004178183,0.011216654,0.013464007,-0.023183737,-0.012864854,0.014213013,0.011169384,0.002143799,0.004571998,0.0018238331,-2.922791e-05,0.0003184497,-0.0031510708,0.000233325,0.006355226,0.0007514784
278,-532.76,167.03842,-22.959585,5.573891,3.7099154,8.610273,-16.136911,2.4553056,-5.9010205,-8.809491,0.58780867,-2.8151948,-8.344404,-0.1275677,0.013395119,0.02551663,-0.059859887,-0.03232988,0.008374721,0.03786996,-0.003043375,-0.004344352,-0.006335896,0.0032719574,0.0023006867,0.0042384434,-0.030904919,-0.010711641,0.010058937,-0.0028667217,-0.009141499,0.0011495176,0.010073205,0.0050138603,-0.000581571,0.0014451405,0.002328082,0.01907504,0.017715361
279,-529.3713,169.56665,-28.44216,-1.5236989,6.8666663,6.6738796,-14.730504,-4.4911103,-5.213683,-10.807869,-0.036472064,-0.9100972,-6.956819,-0.0013393047,0.0060116923,0.021310534,0.0035889724,-0.012295671,-0.0020684414,0.004818069,0.005380747,0.0015394797,0.00079093326,-0.006648187,-0.0075536775,-7.234186e-05,-0.006220319,-0.0052524814,0.0052714804,0.0035603747,-0.0046443786,-0.0007432385,0.0031784126,0.00038600477,0.0021077907,0.001952067,-0.0024135343,-0.0018396641,0.0012709219
280,-452.24445,152.28482,-35.285316,-15.320898,-2.3606157,5.151647,-11.329226,-8.104794,-4.9834585,-10.343149,-1.9830635,0.05698354,-2.6213589,-0.10512438,-0.03941744,0.018987665,-0.026095157,0.010611159,0.028046256,0.00926174,-0.0008431263,0.0155582605,0.020517256,0.0025549545,0.004681605,0.0031593987,-0.010096232,0.0029538523,0.0057337424,0.0037292428,0.010207264,0.0029240693,0.006095629,0.0048907856,0.0025767419,-0.0018240236,-0.006185958,-0.003383366,0.000762218
281,-493.8223,149.10553,-16.966017,-9.161738,5.2454257,2.7880893,-12.581633,-5.762526,-4.3229694,-9.99312,0.16358282,0.3566534,-5.595082,-0.0022830507,0.018941639,0.021187799,-0.037669595,-0.059371702,-0.0066062417,0.018182166,-0.005727667,-0.004782886,0.0109291095,0.0022691558,-0.0027579193,0.008154574,-0.036029335,-0.016296487,0.021242678,0.006103851,-0.012691309,-0.0017198046,0.011767808,0.004726824,-0.0044909026,-0.0038748544,-0.0027218806,0.0046761376,0.013146432
282,-496.32324,162.30336,-27.67724,-11.220988,10.957581,5.6724987,-17.53025,-8.370814,-4.6240478,-10.220374,0.25730938,0.7015463,-5.8764143,0.0012623101,0.0030063204,0.0030427778,-0.010218358,-0.019894568,-0.0066038733,0.0036523186,4.821477e-05,-0.0008642779,0.0028055809,0.004010825,0.006795795,0.006564734,0.0006569781,-0.0003805949,5.3554457e-05,0.0007725268,-0.0007488794,-0.0011258505,-0.0006845537,0.00040793512,0.0020039089,0.0024404856,-4.4551147e-05,-0.0004792061,0.00092970364
283,-494.30527,145.53238,-11.154825,-11.062463,12.5952215,2.7935097,-14.016016,-5.8931103,-6.825653,-10.03923,-0.3497173,0.6103872,-4.9928584,0.011983533,-0.0034856068,0.0056354655,0.005237041,-0.016386814,-0.00419377,0.004785238,0.0059824022,-0.0007458126,0.0028180734,0.00093390746,0.005629933,0.008586295,-0.0169952,-0.005906706,0.0037555739,-0.00090944895,0.0006937432,0.0050237477,0.005089679,0.0020279908,0.0050850655,0.0011293908,-0.0013110467,-0.0033238668,-0.001291378
284,-515.7787,152.43343,-15.386789,-8.925241,11.140878,6.242117,-13.442122,-5.8185067,-2.5169256,-8.400511,-1.6118895,0.07749682,-3.635657,0.00084179814,-0.0011604069,-0.0025979485,-0.00029741038,-0.002408276,-0.0021405749,0.0008924229,0.0010954887,0.0026318058,0.0019335983,-0.001504736,-0.0012125614,0.0022663947,-0.008728803,-0.0031692747,0.0020128714,0.00015873645,0.0011578598,0.000792938,0.0014172115,4.4637498e-05,0.00037335604,0.0013645466,0.00084877585,2.2659031e-05,-0.0006361676
285,-628.5841,151.61844,4.7436943,1.4418172,5.8550076,6.173331,-2.7451026,-1.1530513,-3.7849436,-5.2674026,-3.7501688,-0.75522673,-2.974848,0.031272486,0.0024491814,0.0023465215,0.015022403,-0.0055898004,-0.013789501,-0.002498657,0.009348354,-0.010947794,-0.014027854,-0.020234141,-0.014675895,-0.0018283372,-0.03440768,-0.01738553,0.01466767,0.012089157,0.00050039554,0.003083293,0.0046830713,0.0033477847,-0.0018318634,0.005287767,0.0060770875,0.0023568023,0.007734885
286,-501.94745,134.43451,-19.283266,-2.087589,7.3960676,5.546485,-14.879568,-11.485351,-7.958887,-9.057329,1.367175,1.1362882,-6.067488,-0.0025597652,0.0065943166,0.0053710197,-0.0054142606,0.002262062,-0.0017012265,-0.0073371935,-0.0005821967,7.49999e-05,0.00056825636,-0.00047266317,-0.0012182143,5.5164135e-05,-0.0039663482,0.00360098,0.0027521264,-0.0033512516,0.0014524811,-0.00084644946,-0.00079510297,-0.00023020337,-0.00082049845,0.00113945,0.001174733,0.0017277187,0.00082734483
287,-464.04474,114.01137,-11.525629,-5.5534377,10.167196,4.928366,-13.009126,-13.860729,-10.383889,-8.820937,1.5216275,1.9633911,-4.9391613,0.0839368,0.024571184,-0.034111056,0.0012389262,0.003136688,-0.0014918125,-0.004219767,0.000961438,-7.960152e-05,0.0015533793,0.0041242624,0.0022790006,-0.0040869303,-0.007526736,-0.012085989,-0.0049185525,-0.0003705367,0.00032408998,-0.0012276995,-0.0056195306,-0.0028575934,-0.00064653973,0.0016269644,0.0022496607,0.0012731183,-0.002825826
288,-453.91055,151.0189,-20.563902,0.36296767,4.5372806,5.975271,-14.076065,-8.155974,-6.4682302,-11.7445345,-3.0904696,-0.7515032,-5.943656,-0.1998108,-0.071464874,0.034535483,-0.015522637,0.030815722,-0.0005217584,-0.0060053617,-0.004798707,0.00848487,0.009759012,-0.017283792,-0.0059691314,0.0010429731,-0.08284622,-0.040086977,0.004541232,0.0026250049,0.021771435,0.007851857,0.008739855,0.00061109354,-0.0034244535,0.013180793,0.009357392,0.0043256297,0.0050619086
289,-496.5031,141.5796,-21.421232,4.0896626,7.5640926,4.937244,-15.992699,-10.839079,-8.725326,-13.578687,-1.5905751,1.5613508,-5.4516573,0.09036952,0.030974116,-0.020635914,-0.04310501,-0.045264386,-0.006781614,0.011987931,-0.0026610414,-0.0022400888,0.016294219,0.0010707064,-0.020537328,-0.015540195,0.01610827,-0.016621685,0.0029623585,-0.006641591,-0.02292205,-0.003284513,0.0087108575,0.001361816,-0.00019035584,0.0126348045,0.0047507016,-0.0019860752,0.005971234
290,-468.85278,123.9727,-15.951766,-15.866604,6.856654,10.068036,-11.648294,-11.415242,-9.488393,-10.829024,-0.6002926,1.7730851,-7.386284,0.014394671,0.019579444,-0.0043330453,-0.004958719,0.00761091,-0.0020710854,-0.00025196726,-0.005514587,-0.0034957912,-0.00053623,-0.0033891143,-0.0015502268,-0.0036365222,0.0056805015,0.010798567,-0.0048749004,-0.0026169454,0.0053825434,-0.00036122496,0.0018963661,-0.0030542905,0.00081580394,2.1639162e-05,0.00080039556,0.0016322521,-0.0007086148
291,-471.15842,150.0794,-34.052288,-10.075453,4.744544,5.3175654,-17.167677,-7.3127713,-6.9496665,-15.815486,-1.2348975,0.94827354,-7.1716814,-0.024881372,-0.008726018,0.022278834,0.00951169,-0.0059818313,-0.0077190953,-0.0016773443,0.0019528435,-0.012247605,-0.0025847368,0.00029859156,-0.01212295,0.0026184362,0.004296574,-0.002622623,-0.0028558967,0.005423862,0.004569494,0.0006434073,-0.0030945712,-0.0008134146,0.0003635047,0.0018544382,0.0030309283,-0.0003240405,-0.0015853073
