,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_delta1_0,mfcc_delta1_1,mfcc_delta1_2,mfcc_delta1_3,mfcc_delta1_4,mfcc_delta1_5,mfcc_delta1_6,mfcc_delta1_7,mfcc_delta1_8,mfcc_delta1_9,mfcc_delta1_10,mfcc_delta1_11,mfcc_delta1_12,mfcc_delta2_0,mfcc_delta2_1,mfcc_delta2_2,mfcc_delta2_3,mfcc_delta2_4,mfcc_delta2_5,mfcc_delta2_6,mfcc_delta2_7,mfcc_delta2_8,mfcc_delta2_9,mfcc_delta2_10,mfcc_delta2_11,mfcc_delta2_12
2433,-561.349,117.75922,4.7968955,11.54584,1.3170664,1.8936399,-5.4646797,-8.53427,-8.659966,-10.090274,-10.743881,-8.958608,-3.4373472,-0.11626622,-0.03896127,0.014835968,0.006030142,0.0065634996,-0.0011741334,0.00839236,0.0019356167,0.011317001,0.00518233,0.010842752,0.0026404867,0.0056134155,-0.029493881,0.0020528487,0.005827447,-0.0050255386,0.0062193354,-0.0009382725,-0.0014067545,-0.00093502144,0.004928161,0.00368968,0.0029677856,0.00021896456,0.0013714802
2434,-568.4892,115.290886,6.9464273,10.62483,8.134759,2.9048607,-7.9479885,-10.055919,-6.495808,-11.748954,-9.897921,-6.784717,-5.8494377,-0.03208845,-0.057846922,-0.0093830535,0.033246316,0.0009848591,0.012344684,0.015399951,-0.006617549,-0.003293029,-0.00026542356,0.006130389,0.0061482815,0.00082357286,-0.023573324,-0.0024577682,0.0025737286,-0.0035860313,0.00693429,-0.0032487528,0.0010561652,-0.0024540387,-0.0015070719,0.001354519,-0.0020232096,0.0007538625,-0.003129101
2435,-471.96997,130.0722,-0.828529,7.9237237,0.36057988,-0.19951235,-8.898319,-9.82789,-12.811419,-16.786009,-11.900673,-12.1329,-7.6573873,0.16330676,0.06892458,-0.06318677,-0.009577302,0.0042456724,-0.019989142,-0.014506289,-0.006936381,-0.009037123,-0.0049073515,-0.00039940406,0.002024425,0.0025165596,-0.06018318,-0.02646258,0.012215007,0.00337795,0.005249156,0.004788886,0.019439768,0.0047137043,0.01201509,0.0137134995,0.0025286344,0.00020672301,-0.006097088
2436,-542.42346,127.96911,1.057628,14.70599,2.9695976,1.4036441,-7.835569,-12.12769,-9.275556,-14.576382,-13.482102,-9.586944,-6.150196,-0.023970315,-0.011657945,0.0030948068,-0.00073054,0.00843247,0.008437647,0.0026354697,0.0015687117,0.00044369308,-0.00066311035,0.0066564106,0.007771885,0.00039015707,-0.038050167,-0.023178123,-0.0062465817,-0.009470232,0.003039153,0.004241455,0.004103578,0.0039945324,0.00072375126,-0.00028010763,0.0015015876,0.004823229,-0.0006309498
2437,-606.34937,109.54625,14.308623,5.4945464,6.0541883,-1.7023567,-3.1614342,-6.3217325,-6.7011094,-9.666283,-9.323913,-7.64838,-3.017815,-0.1861788,-0.0010144851,0.0018877675,-0.033489097,0.022960631,-0.027246224,0.048230626,0.005444001,0.004459681,0.004618124,0.015514079,0.0053811623,0.0020300732,-0.017279573,0.016220735,0.0032134533,0.0015939262,0.0109263,-0.0034120833,-0.0035852848,0.0011309747,0.0071849227,0.00021636236,0.0012929537,-0.0013051961,-0.0014903683
2438,-535.07654,117.319725,15.728999,14.6186,7.769517,0.28912258,-8.123364,-11.988608,-9.701686,-12.175284,-13.086666,-9.883358,-7.434763,0.009401409,-0.024439326,-0.011470922,0.021456478,-0.0060523585,-0.00053778937,0.014964415,0.016176846,0.010140627,0.00055742176,-0.0056073717,0.0052948906,0.014596306,-0.043891795,-0.025458403,-0.0004824207,-0.0068319836,-0.0075444365,-0.00676176,0.005926935,0.0035034749,0.005069485,0.007729137,-0.00078405207,-0.00031824358,0.0022101384
2439,-529.2323,124.134605,-1.4122999,8.450377,0.30994767,4.9150133,-6.0960116,-14.643603,-15.481171,-12.467579,-11.581902,-9.054226,-3.6806285,-0.21614906,-0.07394624,0.023914732,0.018773563,-0.0145777995,-0.042467576,0.08475595,0.055913366,0.0006223586,0.021168403,0.02520021,-0.037625566,0.016475676,-0.08368365,0.0069581494,0.014374608,-0.0046808,0.016358739,-0.022803426,0.007957468,0.0139129525,0.012798519,-0.0023561711,0.0010010855,-0.0008267674,0.010032559
2440,-529.1301,126.42098,10.371252,4.620058,2.0529675,1.3514954,-4.536433,-9.694677,-15.224682,-14.689802,-12.696807,-9.660139,-4.8120394,-0.011179991,0.04795331,-0.017587686,-0.05802966,0.0045427824,-0.01674428,0.004797608,-0.0023224168,0.0010153815,-0.0044808886,-0.011451831,0.0076424046,0.010888543,-0.091190666,-0.01393564,0.011615724,-0.019871715,0.020035462,0.0004039397,0.008178253,0.008931098,0.015962653,0.006004321,-0.005267569,-0.0039650286,-0.0055133714
2441,-556.94696,130.74669,4.9111223,9.1357355,6.9036174,0.92442447,-6.3536034,-12.775234,-9.081838,-10.6306095,-9.571658,-7.005895,-2.205909,-0.02785986,0.009585595,0.019285403,-0.010143976,-0.002460171,-0.0056519196,-0.0018473112,0.0026615465,0.0037524393,0.0010925505,-0.0042708856,-0.002372275,0.0015875269,-0.017420813,-0.0021805593,0.0030692716,-0.0019566612,9.28497e-05,-0.0011431598,0.00022884482,0.00045000127,0.0019346446,0.0006712246,0.0005157781,0.00032890393,0.00035436664
2442,-548.6887,136.57027,3.2302494,11.914556,8.3999,1.1113036,-3.4593575,-12.496329,-10.768651,-13.493204,-11.170778,-7.247978,-3.6886404,-0.028112104,-0.00961674,0.015313323,-0.004170232,-0.014739356,-0.00046183643,0.008135187,0.005262735,0.0089386655,0.010099736,-0.00014443004,-0.0017653592,0.004746961,-0.036059964,-0.018762434,0.0059047174,-0.0031786335,-0.0058937804,-0.0008801851,0.00711378,0.004009832,-0.0011018725,0.002647537,0.00040678712,-0.003090535,-0.00026576032
2443,-536.7695,131.33359,4.6978045,6.975977,6.8095827,-0.06504087,-6.4699163,-10.343466,-9.235575,-13.692277,-14.8162775,-7.2025046,-3.0548244,-0.0652163,-0.037569415,0.02693108,0.028868953,0.016174445,0.0069788843,0.0062682135,0.006077208,-0.0015824123,-0.009562148,-0.013355696,-0.0073291296,-0.0023085808,-0.03461203,-0.02223024,0.008758054,0.004311623,-0.0049954667,-0.0012159157,0.0044128164,0.0034843897,-0.0011466685,-0.0038694236,0.0008162259,0.0050802794,-0.0016911153
2444,-550.15454,138.73392,3.140846,-0.0690162,7.6298037,1.2932028,-5.000147,-12.099309,-12.373573,-14.528669,-12.032232,-5.1193466,-1.6727394,0.038900916,0.017819494,-0.028057199,-0.016973883,0.005165492,-0.00012439537,-0.00980539,-0.007580257,0.0013309476,0.0066093532,0.007041732,0.014108476,0.013346945,-0.02476918,-0.011767397,0.0026637123,-0.011583767,-0.013246286,-0.000654641,0.008242035,0.007995324,0.0034032576,0.0048996494,0.0035872622,0.00039134,-0.00045930664
2445,-547.16876,125.86812,1.3789753,8.822329,11.161093,1.4269165,-6.8338175,-11.616818,-9.918087,-13.93652,-14.124424,-5.3628297,-1.5289918,-0.006409499,-0.005237302,-0.0012865507,-0.0041778735,-0.0061679026,-0.0031015922,-0.0036165896,-0.004116454,0.002648821,0.006612251,0.0030015204,0.0018479013,0.0036200187,-0.0129889045,-0.008906796,0.0015698246,0.000113536735,-0.00091477344,0.0003724651,-0.0017930088,-0.0012819753,0.0015087476,0.0018069185,0.0020365643,0.0027735005,0.00097598473
2446,-579.1381,113.87148,7.2871523,6.283489,2.7321537,-4.625034,-1.4311267,-5.699648,-2.3198435,-11.298472,-6.449007,-5.9652996,0.13159235,-0.15760826,-0.045857847,0.0671496,0.013523376,-0.010384789,-0.0026460611,0.02840345,0.02367171,0.012980977,0.010336302,0.003297731,0.0011213606,0.008142679,-0.018897286,-0.016836775,-0.0005404095,-0.0015629407,0.00642304,0.005392978,-0.0031992027,-0.018452823,-0.0054061534,0.010935658,0.0065952823,0.009613336,0.004575601
2447,-527.56134,135.41695,-0.15611176,9.696927,3.5041692,0.8484091,-0.5626073,-10.368309,-9.467088,-12.900523,-8.937383,-7.8992305,-1.2414665,-0.16096063,-0.060312793,0.012154175,0.039906893,0.05544351,0.008786969,-0.020227797,-0.06657299,-0.011396917,0.030229189,0.0081747295,-0.028725185,-0.014812023,-0.029194305,-0.0075635966,-0.009802725,-0.023337705,-0.014703879,-0.020776507,0.0057064495,0.002359027,0.0024744973,0.012392173,0.007395411,-0.0036214758,-0.0060373154
2448,-539.42847,118.428185,3.4164333,11.877132,-2.9086332,0.61553866,-11.685613,-11.008332,-2.9276128,-15.549546,-6.5749316,-9.847289,-2.8942351,0.19163708,0.08005191,-0.054168683,-0.034144443,-0.037325233,-0.050128065,-0.033599086,-0.009701713,-0.013220591,-0.01597614,-0.00577052,-0.013848837,-0.020386728,-0.040168263,-0.024276357,0.022525677,0.006136077,-0.0012552235,0.006741959,0.010306741,-0.0015739125,-0.007717516,0.0037895858,0.0024933214,0.0003427581,-0.0067508463
2449,-545.25684,125.549866,3.1459138,7.300765,5.2678185,-0.73888904,-5.076274,-11.840306,-8.483714,-12.270957,-10.084104,-9.102188,-2.4928815,0.0073347404,-0.033711284,-0.011360943,0.01868356,-0.009875254,0.0076015457,0.005196116,0.00046282943,-0.0022332852,-0.0008059326,0.0049358383,0.00027210027,0.0038420693,-0.029579272,-0.01004936,0.0064427885,0.006032304,0.005103033,-0.0015642827,0.00012792836,-0.0020158864,3.3910717e-05,-0.0010437112,-0.00060135435,-0.0005624156,-0.0024732128
2450,-526.72784,126.36632,2.8598392,13.436345,3.7907052,-0.055059206,-7.6289577,-9.094697,-6.5228243,-14.238745,-8.202714,-9.092437,-5.813293,-0.07195023,0.078874394,0.060673386,-0.042918798,0.0050996523,-0.0050889524,0.0029045066,-0.017717369,0.0055778436,0.012694104,-0.014557505,-0.011756145,0.0010628176,-0.053404614,0.027292598,0.018823165,-0.013825276,0.007954915,4.558252e-05,0.0060862987,-0.010367964,-0.0028318071,0.0023637016,0.0073559172,0.0058381762,0.0049016904
2451,-549.4142,129.14394,6.5729566,14.277755,8.671258,-1.4845978,-3.3240936,-13.234796,-7.518668,-12.349639,-9.742351,-10.4100685,-3.2291965,0.006381509,-0.028653223,-0.018521633,0.03280492,0.025719685,0.009633588,0.0013386589,-0.015304825,-0.009551823,0.0006110458,0.010682185,-0.0004218933,-0.013220076,-0.07931113,-0.03596534,0.024789663,0.008154403,0.007521064,0.0063522025,0.012112222,0.014214324,0.0045285104,0.0051020873,0.0036048885,0.0010628627,-0.0074783256
2452,-590.58203,111.013115,9.458627,13.252757,7.602559,-0.5300051,2.5915744,-9.875843,-2.1485415,-10.871826,-5.8704524,-7.6653285,-3.7174635,-0.008174903,0.0025850195,-0.0038819627,-0.023514414,-0.018633988,-0.018865997,-0.008883067,-0.005017057,-0.004646845,0.0042544096,0.0067597036,0.0009637693,0.0037715922,-0.052448783,-0.035123397,-0.0063028103,0.002547318,0.0053875847,0.00038574298,0.00716963,0.012599051,0.0129650775,0.0071584643,0.003382224,0.0004895362,0.00028220136
2453,-559.1691,106.966736,7.579842,11.491686,3.6598504,2.0664608,-9.5934925,-11.367049,-3.5453358,-10.614014,-6.575391,-7.542063,-5.3240833,-0.055692572,0.017014988,0.044343162,0.01008127,0.014990088,-0.00064344116,-0.0013399529,-0.0061098794,0.0032407395,0.005699198,-0.0032917154,8.255354e-05,-0.00024149519,-0.046936803,0.014266802,0.0061533786,-0.007545605,0.007293137,-0.007040452,0.01016001,0.0029951546,-0.003870228,-8.012019e-05,0.0005101566,-6.212451e-05,0.0026538281
2454,-537.3124,106.85203,9.0317335,13.547601,4.8270726,4.7444406,-11.74233,-10.634212,-5.682993,-13.384203,-8.505203,-7.1535378,-4.9755077,-0.014896858,-0.009329787,0.0005459007,0.0052852496,0.006194327,-0.0015391741,-0.0020114763,-0.0008394236,0.0018881479,0.0023487653,0.0029205582,0.0060522705,0.00072892435,-0.019980462,-0.013500922,0.0025450515,0.0017621674,-0.0026285308,-0.00258999,0.0039705383,0.004080367,-0.0007280445,-0.0001609764,0.0016616228,0.0007481324,-7.6259974e-05
2455,-533.4589,121.71569,6.562712,13.098919,3.4368503,4.80041,-10.889833,-11.964408,-5.162616,-16.438194,-8.737824,-9.398604,-5.5684032,0.0037241369,-0.005276333,-0.01584032,-0.0030541588,0.010512476,0.005651142,-0.0014740612,-0.005722094,-0.0036404945,-0.0037998306,-0.006091179,-0.004919117,-0.002439405,-0.040171213,-0.018255506,0.006580103,0.00192447,0.0022141736,0.0031267386,0.0091919005,0.00040368413,0.0018000249,0.004875696,0.0023317789,0.004396959,0.003815229
2456,-521.9456,114.773186,12.343835,14.294453,1.2224169,3.8360662,-12.918539,-11.720309,-7.09715,-16.833382,-10.749853,-8.541609,-5.7371664,-0.01626033,-0.034577172,-0.0072729695,0.0140635865,-0.008966691,0.004849842,0.010484937,0.0015784907,0.004645526,0.0063973637,0.010975721,0.004336973,0.0037424138,-0.010694236,-0.002236945,-0.004366596,-0.005667873,0.0058901086,-0.000377574,-0.0014534577,0.00015249646,-0.00274618,-0.0051845377,-0.002926169,-0.0006854034,0.0010995441
2457,-476.11917,122.59339,22.487278,13.462258,-6.531233,-0.8193083,-4.9758644,-2.9600577,-5.6386976,-8.537758,-4.909714,-6.628651,-2.4354556,-0.060466614,-0.0058482965,-0.014196583,0.007216748,-0.002185771,-0.0031289272,0.020369463,0.041475303,0.022738993,0.00423027,0.0032388282,0.01276942,0.0123621905,-0.08323654,-0.011234538,0.013582276,-0.0018671289,-0.008533274,-0.005439523,0.0021281748,0.009312539,0.0032663739,-0.0013544197,-0.0067290356,1.4408044e-05,0.0013059388
2458,-493.96292,113.35718,22.34136,20.670698,-2.5925314,2.79492,-2.783633,-6.13992,-6.588315,-6.8993564,-3.6681302,-4.8402476,-4.4766645,-0.0037088671,0.0005594588,0.022961855,0.052952416,0.017999763,0.014820585,-0.04444891,-0.038851984,-0.0005798699,-0.021768833,-0.01519908,-0.017337803,-0.017356183,-0.0635633,-0.02889065,-0.011606654,-0.00046199362,0.011439866,0.0027271474,0.014399946,0.009401897,0.013096541,0.0028741076,-0.0028369348,0.0055441502,0.013427466
2459,-462.51837,125.014244,11.844825,14.175237,-4.761194,4.9421835,-12.883311,-2.6892974,-9.942381,-19.208284,-3.767719,-7.9693203,-5.99754,0.069327,0.008445047,-0.02664546,-0.031043688,-0.0126624545,-0.0022781487,-0.023194524,0.0005274787,-0.002504906,-0.025402386,-0.0042014127,-0.0005656605,0.008906557,-0.08812726,-0.03149307,-0.008646133,0.0024360933,0.0150523605,-0.007238591,0.015431677,0.016012387,0.01818689,0.010054012,-0.0021992866,-0.0031287167,0.004692374
2460,-448.9155,116.86672,15.677183,15.862766,-5.832321,5.6652007,-12.138535,-6.5567555,-7.942756,-14.354565,-3.081676,-6.328938,-7.432486,-0.024361912,0.043748267,0.025418904,-0.0016405398,0.00078269583,-0.0097362315,0.038627736,0.028368516,0.0134864,-0.030913753,-0.012679086,0.03663434,-0.01602633,6.728582e-05,-0.0031034634,0.0063835825,-0.004436552,-0.006158462,-0.0034556238,-0.0042445757,-0.0037714266,0.0039160363,0.011755421,0.008754782,0.01291382,0.004396123
2461,-456.0086,115.976234,14.281704,8.722072,-15.905793,1.9256235,-13.598774,-2.2776423,-8.671994,-10.405054,1.1912355,-7.3395486,-6.076963,0.171699,-0.020485759,0.014070293,0.063820705,-0.06337158,-0.031493504,-0.01651972,0.031602014,0.011721692,-0.011975951,0.009935055,-0.011336884,-0.007465965,-0.06603029,-0.027013402,0.015654828,0.0150091285,-8.390002e-05,0.0064790878,0.01512126,0.007822881,0.009140662,0.0079623405,0.0033699677,0.0004625732,0.0038813383
2462,-469.1855,116.22868,18.04036,13.445834,-8.452379,6.127032,-9.243594,-5.582276,-7.4176607,-11.208326,-1.1321462,-7.0371404,-6.859172,-0.009688684,-0.0045721754,0.00043729861,0.016908059,0.014515007,0.0012480553,-0.0046856636,-0.00087518885,0.00052850344,-0.008839981,-0.001481457,0.005855302,0.0031474684,-0.0234006,-0.0041692746,0.0046026395,0.006007272,0.006167503,0.0014314409,0.003169644,0.0020385822,0.0014825931,0.0027478964,0.0016385076,0.0008556992,0.0003239371
2463,-467.9452,122.97157,14.203764,9.812834,-12.94011,4.0803957,-9.445395,-4.2508197,-5.5261545,-8.711794,0.3924295,-6.507274,-6.4552813,0.059290536,0.019736737,-0.010447569,-0.02063475,-0.010124662,-0.0058573703,-0.017031638,-0.012084275,-0.007271062,-0.00014573483,-0.0004793774,-0.0027462821,0.002202033,-0.034521077,-0.017100269,0.0013913647,0.010742337,0.0052762055,-0.0021204082,0.010296157,0.012773787,0.0048650536,-0.00064403313,-0.010655899,-0.0043637296,0.001443969
2464,-442.0425,122.35753,11.519577,11.313426,-14.93325,3.118814,-16.204456,-6.6737227,-8.179125,-14.125576,-1.7689606,-7.4648647,-7.0042834,-0.08866974,-0.05525691,0.0019087367,0.018752597,0.02825394,0.016449131,0.0111499345,-0.010636061,-0.0020797087,0.010712821,0.002994456,0.01206164,-0.000638804,-0.030757213,-0.009187689,0.012706157,0.009123509,0.011521849,0.0030505764,0.0063325483,0.002291929,-0.00019273958,0.0053219907,-0.0017796124,0.0006184963,-0.00044359706
2465,-488.16995,105.88502,22.0535,21.15357,-5.3992343,9.906281,-5.6139584,-4.342566,-3.2142172,-7.9042497,-2.5298438,-4.5299954,-4.210355,-0.07462088,-0.08016361,0.005770515,0.031969026,0.036729526,0.006231081,-0.016609637,0.015187118,0.0128491,0.0060938224,0.0008803832,-0.0018785535,0.00090819097,-0.022824736,-0.025802322,0.0011404719,0.008491559,-0.005354463,-0.0072099953,-0.00040550315,0.00060214265,0.018157298,0.013167962,-0.010264573,0.0055555636,0.0024531353
2466,-416.56958,111.58171,8.301029,11.552411,-8.739376,1.9872122,-17.532585,-7.2028613,-13.182577,-18.905672,-2.211028,-8.753322,-9.315784,0.1428617,0.058043033,-0.012572219,0.028192079,-0.020507857,-0.020972323,0.0013101391,-0.025875514,-0.033357225,-0.009964335,-0.0066829436,-0.023802454,-0.009033412,-0.025791693,0.025163451,0.006837563,0.016730817,0.006294102,-0.013530269,0.009740031,-0.005535805,0.004530173,0.003818069,-0.0071639693,-0.0011969563,-0.003421133
2467,-428.54874,100.20512,18.457531,10.920495,-5.055003,3.1246977,-12.844002,-4.6310015,-8.720398,-11.63007,0.93319494,-5.515645,-7.4282117,0.055390015,0.0062533882,-0.030466342,-0.028790662,-0.019892545,-0.027577281,-0.014167803,0.016138023,0.0095450105,0.009735546,0.0148241995,0.0119978795,0.011407106,-0.0036794934,-0.020301582,-0.012217694,-0.004158683,0.0009617628,-0.0012601325,-0.011733567,0.0013719576,-0.002083074,-0.009976781,0.0018477631,-0.00067147386,0.00025040974
2468,-467.09042,110.04868,23.654299,23.613764,-8.795828,9.333262,-12.050278,-7.8672724,-5.9355245,-9.875034,-1.4328153,-7.915541,-6.6633477,-0.13383357,-0.038804967,0.020974163,0.019991443,0.02020227,-0.004737797,0.04291767,0.033638965,0.012968555,0.009734507,-0.019588852,0.015919005,0.009180384,-0.117410414,-0.0020390223,0.0030438034,0.0027520107,0.016730938,0.00014352743,0.023001192,0.0055793263,0.001335144,0.014768188,-0.0002652942,0.004720091,0.007130738
2469,-459.79684,120.08759,20.997059,20.104576,-6.6232195,3.5297363,-10.748995,-7.6375675,-11.524357,-10.503896,-1.4481556,-8.626447,-9.848209,0.076219276,0.055723988,-0.010633506,-0.030394431,-0.0003972624,0.029209798,0.0090866545,-0.006192909,-0.008112207,-0.022183122,-0.0062015736,-0.0015310304,0.012096284,-0.0046072667,0.0010595102,-0.012211315,-0.0095575,-0.012609564,-0.008314797,0.006433343,0.0054853987,0.0052134013,0.001693746,-0.00720576,0.0037870675,0.007017078
2470,-446.39102,105.3427,19.398582,15.148427,-19.432999,5.554516,-10.994146,-2.4401848,-7.339639,-11.536828,-0.24325603,-6.233562,-2.2805874,0.039215375,0.045146357,-0.044064153,-0.006851597,0.040576372,-0.019150617,-0.004174074,0.006053171,-0.012570624,-0.0038640304,0.00916708,0.01870822,0.0016172962,-0.07054996,0.05880211,0.016646953,-0.027728423,0.030923156,-0.0071467,-0.005667847,0.010846535,-0.0027468663,-0.009087321,0.0017035482,0.000634145,-0.0009270177
2471,-414.31723,105.929596,17.991661,6.7944236,-16.710789,1.0995433,-13.04473,-7.45395,-9.487234,-14.362178,1.9620166,-7.4315386,-8.399249,-0.07117269,-0.069613755,-0.0027954294,0.012725368,0.019821757,0.025320569,0.019751102,0.0014265366,0.011417611,0.021604147,0.011618077,0.008370947,0.0061720274,-0.03149069,-0.007654314,0.0051188627,-0.0025747865,-0.0016976895,-0.0019100205,0.0069927326,0.0015601469,0.0074998387,0.0046358965,0.0004657607,0.005165813,0.0011778543
2472,-439.0852,99.5433,20.209564,13.450136,-6.3654566,1.4939463,-11.835757,-9.156401,-6.1788177,-10.28515,-3.8319316,-6.7797613,-3.9988608,-0.036860976,0.009257768,0.03052781,6.0487964e-06,0.008438825,-0.010005495,-0.012981636,0.0018798081,0.008134873,0.007677387,-0.0025746357,0.0017735708,0.0041004634,-0.038740195,-0.016221305,-0.002872216,0.0010196964,0.016858408,-0.004004237,0.004402293,0.0023926601,-0.0063054156,0.0013115711,7.0986e-05,0.0041893497,-9.152538e-05
2473,-450.41806,117.48974,11.775947,14.402773,-9.309184,9.834416,-10.283465,-6.811777,-9.240405,-12.836915,-0.39703014,-3.956805,-4.604231,-0.008990249,-0.0034292296,-0.010193816,-0.005808202,-0.0058488864,-0.013308333,0.011402911,0.016387109,0.0003647655,-0.014458563,-0.016076595,-0.010285845,-0.008435932,-0.08764516,-0.030215597,0.0060630296,-0.009507596,-0.006414379,-0.0062709297,0.01975014,0.009541601,0.001558852,0.009489194,-0.002054092,-0.0031481304,0.0044043497
2474,-471.30716,117.264366,21.036713,17.118717,-11.139682,5.587843,-7.9763517,-4.41141,-6.1455245,-10.786215,-3.2968771,-8.55478,-6.6361732,-0.124738365,0.064194106,0.029120976,0.020449888,0.030829467,0.011534328,-0.023071157,-0.011403455,0.01622878,-0.03541581,-0.009687683,-0.008449511,-0.0040183277,-0.09161142,0.0059875483,0.018158281,0.003443912,0.013406032,0.006203104,-0.00427659,-0.0096666645,0.004453585,0.0044687944,0.007443558,0.001281214,0.0015154113
2475,-456.37454,110.331276,21.35507,9.539361,-13.760845,1.4557657,-11.097567,-4.9812603,-9.173936,-13.948958,-2.7498462,-8.920128,-4.65297,-0.05646577,-0.027047506,0.043373384,0.046514858,0.010758637,-0.010588295,-0.010870705,-0.01406558,-0.010583457,-0.0043907687,0.0043057245,0.009918905,0.0055399407,-0.0545218,-0.036170874,0.014647014,0.019677563,0.0070285443,0.001960117,-0.0042602024,-0.006991226,-0.0028290052,-0.004608218,-0.0011527357,0.0030424844,0.0037127452
2476,-450.9396,114.77291,13.647858,18.296665,-16.995832,6.4282665,-9.785625,-8.084898,-12.359513,-10.833611,0.42791376,-9.809554,-7.1195345,-0.089148544,0.06547043,0.021891512,-0.028630763,0.06838427,-0.011472878,-0.011938378,0.014325238,-0.013732085,-0.029431263,-0.028739374,-0.024995338,-0.010404232,-0.02251817,0.03998445,-0.0063414853,-0.02417752,0.012637596,-0.01334234,-0.008071242,0.0077793114,0.0008915186,-0.003987762,0.002731875,0.0022632123,0.00039533153
2477,-445.1232,124.09264,14.87075,9.803362,-9.455723,4.5462885,-16.148556,-5.672113,-12.059635,-12.101711,-0.37238005,-9.250599,-6.4942265,0.05796276,-0.0019371292,-0.010363958,0.0032271096,0.000210061,-0.0028149127,-0.005557539,-0.004218731,-0.011530339,-0.010093217,0.00027845785,0.011855624,0.012121096,-0.029734222,-0.029021552,-0.017532995,-0.0016437863,0.007846667,-0.003621906,0.004522669,0.0027113622,0.0050487258,0.008057955,-0.0028918867,0.0054729134,0.0038458838
2478,-504.37018,124.16202,28.342958,10.339686,-6.322186,3.0739453,-7.262118,-5.1233416,-5.5676155,-9.044864,-2.455367,-5.0473785,-3.8047922,-0.08315932,-0.040903974,-0.0043357285,0.004652912,0.014550096,0.00010659063,-0.0053924946,-0.0071953014,0.00540541,0.014433461,0.012348557,0.0051399427,-0.0046183267,-0.047742337,-0.040415466,-0.028148485,-0.006148765,0.01221639,0.022081926,0.011455949,-0.0005073596,-0.00030080028,0.004564075,0.011842131,0.007525805,0.0010782119
2479,-466.7457,122.57086,27.930605,16.197275,-7.3528833,6.1946225,-8.723538,-11.40636,-12.810176,-12.286684,-4.3432226,-7.815718,-8.7273445,0.013229097,-0.0022070147,-0.0055392785,0.0029977907,0.0023842845,0.0024466852,-0.010987907,0.0019931628,0.005025031,-0.0047512203,-0.00024395876,-0.002921421,0.005996775,-0.068965636,-0.033996668,-0.0047028866,-0.0118955355,-0.0051166397,-0.0059989104,0.006710746,0.011676395,0.015961584,0.010124865,0.003947073,0.009554512,0.0119019
2480,-510.88016,107.40987,21.462065,15.582926,-5.643206,0.27983472,-1.4214207,1.4801553,-1.1728741,-5.4701633,-2.4100268,-6.0632105,-3.9894621,-0.016474329,-0.12954956,-0.019390909,0.038999047,-0.027203526,0.009206027,0.023787122,0.012792303,0.01348475,0.0153491795,0.017522821,0.02409936,0.011316269,-0.05425534,0.03895813,-0.0011183061,-0.022211606,0.016928356,-0.0049738693,-0.0037716492,0.011447132,-0.0051930007,-0.013058124,0.0073435484,-0.0049857637,0.0034693023
2481,-476.98233,115.29091,24.787556,19.835207,-9.62011,4.803603,-10.55966,-5.0988274,-5.140658,-9.62069,-3.466296,-6.1113043,-6.150878,-0.026386831,0.01669002,-0.011113229,-0.009953866,-6.420961e-05,-0.002783187,0.003494129,-0.0002704974,0.0006287057,-5.2879903e-05,-0.0033437938,0.0024134556,0.0056164307,0.00014419199,-0.0170161,-0.007766105,-0.00512731,-0.0030119463,-0.0012268799,-0.0009599161,0.0023563488,0.0019888328,0.0052053435,0.008510534,0.0052531864,0.0006422321
2482,-405.45273,106.723946,4.0737605,11.367984,-18.570642,1.754019,-18.18008,-7.542816,-10.455885,-18.286978,-1.2908323,-1.6534888,-7.6302633,0.012658768,-0.04630674,-0.0430836,0.0027483886,0.027195565,0.0351315,0.03138072,0.030409388,0.0034133461,0.020572884,0.00996376,0.00066666014,0.009853129,-0.039857548,-0.021539329,-0.003993943,0.005595423,0.0038857493,0.002828862,0.0150505705,0.010241007,-0.0020663238,0.0031777413,0.0036534022,0.0014718308,0.0031908127
2483,-457.3338,112.91819,19.997454,17.706724,-8.128133,2.8875678,-6.921221,-5.678643,-11.985962,-11.7864065,-2.5512023,-8.240038,-6.666956,-0.023622312,-0.012809427,0.001765478,0.013950859,-0.0047819093,-0.015971592,0.013094615,0.014447765,0.018269116,0.008514992,-0.011120066,0.0002420476,-0.0032388885,-0.061734892,-0.020152967,0.020531846,0.014028886,0.013099965,0.0017856585,0.010059469,0.004401444,0.013297444,0.0039023543,-0.013184948,-0.001818461,0.002801553
2484,-470.4835,118.22685,19.868294,12.817207,-5.986188,7.381269,-9.870541,-5.294772,-7.1765585,-13.937976,-4.0044537,-6.1895723,-6.2063117,0.032850254,0.019074379,0.0028004528,0.0125434315,0.021273568,0.0060604434,-0.0144935,-0.020901946,-0.009580054,-0.012227037,-0.017606042,-0.0028249433,-0.0017576474,-0.04245431,-0.030901676,-0.0047454108,0.004208094,0.00061621924,-0.00304597,0.013581749,0.0127740465,0.00940282,0.01121499,0.0017283201,-0.004120854,-0.00033791934
