,pncc_0,pncc_1,pncc_2,pncc_3,pncc_4,pncc_5,pncc_6,pncc_7,pncc_8,pncc_9,pncc_10,pncc_11,pncc_12,pncc_13,pncc_14,pncc_15,pncc_16,pncc_17,pncc_18,pncc_19,pncc_20
0,3.803740137365547,-0.06364200227925806,-0.3406150753521306,-0.0438230329791089,-0.1099969306691241,0.022918919175074555,-0.02342232202360424,0.0739727570068506,-0.027353408209168144,-0.004414180484215276,-0.007621069519737164,-0.03195101879352345,0.0135681115135601,-0.0025512065858173043,-0.008371110980729471,-0.002736779479656592,-0.007855730512779354,-0.005596592127509097,0.0032782949527492586,-0.015467010463936334,-0.00876829285479249
1,3.765938299669883,-0.05621104338974399,-0.3821176199368925,-0.030908082206951418,-0.08144349933389679,0.016446725469583177,-0.0019909561127271695,0.07586683802490485,-0.037015536747343154,-0.009073289403614552,-0.00527051048194519,-0.03783099277439031,0.011753511409328048,0.0027105664283626723,-0.008630591214509143,-0.006706843429535433,-0.006438130664230145,-0.009854610377865114,0.00523303205329507,-0.0152696494585296,-0.008240875916331897
2,3.842475529479512,-0.042514412354131996,-0.39159567861879296,-0.044415996351676666,-0.08227865666318729,0.017214763057466487,-0.022885620237724242,0.07920859592964216,-0.026808807931310213,-0.008074078665106479,-0.0034154185592664417,-0.034156881757286074,0.01558015297650211,0.0023599461214324634,-0.010803947531632349,-0.003834664911845731,-0.0108251953784515,-0.014739648344145023,0.005239438252715907,-0.015790367149735737,-0.008041820639305983
3,3.9616270200693395,-0.031907602464099405,-0.4057468197580934,-0.05482756813841986,-0.08258989190189424,0.013687220723980565,-0.022094797022810652,0.08480434865116802,-0.02551154073786232,-0.013006094124061854,-0.004969946662352963,-0.03480934543595541,0.014575163171934604,0.005269536436985385,-0.010022992677670641,-0.007663703477654052,-0.010217523854175008,-0.01424371631466817,0.0058156581893935855,-0.015891796358011807,-0.009169583486067308
4,3.756919404505008,-0.03553150895654565,-0.38333629209081055,-0.04797174861802927,-0.08187984772699362,0.01494379012340248,-0.022586536062471095,0.0810883134204003,-0.023030481334933614,-0.01174557766867588,0.0021907761295876585,-0.03478633711963378,0.00768186665437395,0.0020444374944294063,-0.007737552113967561,-0.005773430255305637,-0.008411651311824184,-0.00983616244368423,0.00856730152232427,-0.013930184813193658,-0.009977983071995817
5,3.7897583229388268,-0.06245991775685566,-0.3477510730051744,-0.04581836010892719,-0.09711026481864583,0.020152157921241805,-0.01621626228404896,0.07776206686542068,-0.03255584522483045,-0.0017686525099966663,-0.00646838889650751,-0.031418875396249456,0.01783499736998116,-0.0006464337588184933,-0.009440755070947103,-0.006142736361487754,-0.009611119437369284,-0.011622746844542195,0.0013975858159017362,-0.01784687577703619,-0.00715337513224782
6,3.693113187814365,-0.04645821044388403,-0.34628955630755565,-0.038467962298804885,-0.09425191535871738,0.018105117858984325,-0.023341432569273384,0.07737247321454865,-0.02169923477226337,-0.005530472979218015,-0.006069731482781305,-0.032549256823449196,0.012742626945442497,0.0007899204056528879,-0.012121510866483427,-0.004463650617717572,-0.009413808266302542,-0.008989008855837984,0.007477605848427145,-0.015229222609591236,-0.00731908189362628
7,3.807501489326548,-0.045350044672627536,-0.3869004436741797,-0.03804727322928848,-0.08348165521981306,0.009894200148004087,-0.025533813616404846,0.08415850993269645,-0.019993132390216647,-0.012804767163876213,-0.00266279740490502,-0.03297106330203743,0.00887316857792844,0.0034998367887787486,-0.010279180324637515,-0.005755024549202985,-0.008367779192026732,-0.012074322264244819,0.007786775269752777,-0.01388548876580663,-0.008603309504460891
8,4.02972166912727,-0.02553656627479644,-0.40017691333483046,-0.05066716369116912,-0.08302360649781494,0.012775274718134002,-0.009822939351005013,0.08210404319494989,-0.032389397711601896,-0.02045674900508716,-0.0035240017234623006,-0.028531360607330723,0.015015300841750592,0.002542239676523412,-0.009397200242680974,-0.010214164295508702,-0.010389750006616821,-0.013332086964668302,0.003717146194954113,-0.01843490764998808,-0.007521540263671694
9,3.8090613449832085,-0.05647752236876607,-0.34472494983735047,-0.041055982182063494,-0.1049176327047575,0.010954331989424202,-0.023247668707944764,0.0792771198680575,-0.026727301567378108,-0.003934456813916373,-0.004165541757642572,-0.02896463208043638,0.01640555816516085,-0.0038757508593226346,-0.008020530573218734,-0.004673947597457335,-0.013391158793302925,-0.011694013347772116,0.003246970352831923,-0.01659289597735729,-0.008378876493776215
