,plp_0,plp_1,plp_2,plp_3,plp_4,plp_5,plp_6,plp_7,plp_8,plp_9,plp_10,plp_11,plp_12
0,-82.02273453343888,-1.0014588360980152,0.0007342190270445807,0.0007385254997810904,0.0007379993574923514,0.0007333354572051162,0.0007249839635881672,0.0007133002146727289,0.0006985972607302666,0.0006811702793944625,0.0006613095858403657,0.0006393090505969233,0.005379685223009216
1,-81.6063779854383,-1.0018375267572306,0.0007921562252081805,0.0008003690046140641,0.0008029709770540883,0.0008009804235231614,0.0007950557106055873,0.0007856793404211126,0.0007732353180716181,0.0007580486444729804,0.0007404076393809906,0.0007205785502823895,0.005384530657379864
2,-82.30066046132217,-1.0019934607306298,0.0007972892721752744,0.0008061579521090464,0.0008095989543562247,0.0008086861739269842,0.0008040488992217005,0.0007961332986473165,0.0007852947009665689,0.0007718407999933215,0.0007560542109460811,0.0007382066536196464,0.005956801261653002
3,-81.43155750265429,-1.001819377866915,0.0007544146115712151,0.0007622582747665499,0.0007652141735179104,0.0007640303212038087,0.0007591733513910938,0.0007510078728580922,0.0007398460312953293,0.0007259714375178932,0.0007096529345751499,0.000691154834185915,0.005436475919234316
4,-81.52538861344259,-1.0016846342855956,0.0007429457919796893,0.0007508332378223554,0.0007533278094718119,0.0007515161732681525,0.0007460208198780254,0.0007372665507771253,0.0007255800080564407,0.0007112363085934339,0.0006944826010125809,0.0006755526183776731,0.00549217273756531
5,-81.79058124211777,-1.0017865587327306,0.0007837484255720022,0.0007916066041385485,0.0007935892909645656,0.0007905690400553087,0.0007830611132938319,0.0007714490784164985,0.0007560601535751163,0.0007371974307559117,0.0007151555240704783,0.0006902302939034008,0.004872564342924682
6,-82.27986984082548,-1.0019375483721575,0.0007847482446563333,0.0007924323085344474,0.0007944235690903215,0.0007918861707151318,0.0007854319044309094,0.0007754953108945319,0.0007624375891223682,0.000746585885608684,0.0007282510044839658,0.0007077386929094391,0.005474018591177659
7,-82.19810516479113,-1.0019995055361273,0.0008318596368905475,0.0008416089269288661,0.0008456031241787478,0.0008449812637287427,0.00084032156748763,0.0008320236176439645,0.0008204126172250788,0.0008057770701838953,0.0007883860161469133,0.0007685004256069553,0.005427966956483961
8,-80.89505050712098,-1.0017977326890741,0.0007680621387172279,0.0007768825204701572,0.0007801476675555818,0.0007788165873861921,0.0007734497169226664,0.0007644644676218163,0.0007522061935090579,0.0007369766014046061,0.0007190483115445937,0.0006986744758437566,0.004899631934670235
9,-81.98493416199852,-1.0016504305281033,0.0007454883912366456,0.0007520894002040457,0.0007535740024264874,0.0007507546075417679,0.0007440836074543588,0.0007339015933629189,0.0007205052314286564,0.0007041722488713587,0.0006851727536408301,0.0006637761212548213,0.004795663719332825
10,-81.63096395430279,-1.0017153199734288,0.0007718441948039689,0.0007791822691639471,0.0007815362084168127,0.0007798484412463641,0.0007746237705360624,0.0007662324143184227,0.0007549825105931102,0.0007411487053246799,0.0007249864550047643,0.0007067423725656974,0.005398351642346986
11,-80.84335154253868,-1.0016095642207878,0.0007094457878315646,0.0007166674460452222,0.0007188628887599907,0.0007169408900941456,0.0007114256853753287,0.0007026944823992321,0.0006910591191673992,0.0006767997458472299,0.0006601805423779542,0.0006414589425070377,0.005042046116930016
12,-81.740135557586,-1.0015449062824413,0.0007615190026196049,0.0007675894349496114,0.0007685175331587474,0.0007650587675907636,0.0007576856908297459,0.0007467596822826585,0.0007325922860807142,0.0007154737147384195,0.0006956870771618306,0.0006735165755606359,0.005355108932253215
13,-82.00763225855897,-1.0017784040872402,0.000756250050145547,0.0007631539548013013,0.0007649965773316942,0.0007627845158194715,0.0007570692856741105,0.0007482435261175626,0.0007366283853478413,0.0007225099149910521,0.0007061564028510276,0.000687829335538924,0.005549826398092791
14,-82.12621438327677,-1.0017081537029273,0.0007886854519350336,0.0007954658718961677,0.00079714901590338,0.0007947938998657066,0.0007889362743710402,0.0007799372846382598,0.0007680870100069496,0.0007536434828780235,0.0007368500469822938,0.0007179458008948186,0.0055271166189699555
15,-81.66365601071196,-1.0017543925522703,0.0008122454002496696,0.0008203007250904566,0.0008224734179488808,0.000819831860321052,0.0008129738347694501,0.0008023200395686186,0.0007882071077335595,0.0007709304531211098,0.0007507664117196302,0.0007279840185115414,0.005081223022946089
16,-82.23468372448895,-1.0015711317763976,0.0007375584449713915,0.0007424688768765823,0.0007424385587372263,0.0007384920665508593,0.0007311617183318338,0.0007208097793412928,0.0007077275457313155,0.0006921770540591639,0.0006744108742804452,0.0006546845295354045,0.005669364234997727
17,-82.16641164830293,-1.0019505387745047,0.0007902889163268914,0.000798672021787162,0.0008017967329985535,0.0008006557444213067,0.0007958478840429461,0.0007878007245288637,0.0007768602077757932,0.0007633307458982906,0.0007474944021461619,0.0007296222561589118,0.005924312458287939
18,-82.67341515935547,-1.0020251322850167,0.0008295816206260585,0.0008384315529204267,0.000841580656020634,0.0008401797974778174,0.0008348848954827525,0.0008261587253985714,0.0008143723734319686,0.000799848746472141,0.0007828842860269666,0.0007637626562466231,0.005879964615567911
19,-82.34724171328536,-1.0019824249093112,0.000818904909844722,0.0008254286809321362,0.0008269253158771684,0.000824310233292323,0.0008180491089133971,0.0008084895872409087,0.0007959333306837943,0.0007806614389278799,0.0007629452938296448,0.000743049331723954,0.0055864459399392954
20,-81.22405340899378,-1.0015316182224698,0.0007158201696866077,0.0007201450682438865,0.0007200303412850855,0.0007162379084352687,0.0007091870388205463,0.0006991928293430485,0.0006865288466307382,0.0006714508216905742,0.0006542073757521059,0.0006350466857436627,0.005431563257070592
21,-83.0074412026978,-1.0021249357944741,0.0007844678230931534,0.0007929896341665255,0.0007958410510565192,0.0007941267058814655,0.0007884969199719408,0.0007794388611520681,0.0007673584991867725,0.0007526147267499719,0.0007355379248478066,0.0007164426274042159,0.006067088125313
22,-80.59343299528328,-1.0017088354220143,0.000733107344443455,0.0007401536079049102,0.0007419073975117368,0.0007393915227769376,0.000733176093252074,0.0007236600329464884,0.0007111626627544764,0.0006959614276087454,0.0006783066814982564,0.0006584255242965556,0.005227400510719402
23,-81.6463733688795,-1.001950358000314,0.0008299496423195788,0.0008376246243465198,0.0008396743233427474,0.0008372221746159761,0.0008308667720017896,0.0008210282468104691,0.0008080470796339125,0.0007922221078753949,0.0007738289735028053,0.0007531322876035522,0.005424108535894557
24,-81.78847119766093,-1.0017251908783704,0.0007339806962341086,0.0007402999894567924,0.0007418122961607412,0.0007393775988935507,0.0007334881070170657,0.0007245081429235853,0.0007127462216091628,0.0006984834443230541,0.000681986849242207,0.0006635179293352878,0.005470805976916798
25,-81.60319931277432,-1.0017375461965858,0.0007410619424983144,0.0007478700844959151,0.0007500402338066521,0.000748369257942856,0.0007433343709630037,0.0007353009245048463,0.0007245810513081147,0.0007114572879237667,0.0006961946597700964,0.0006790490757516314,0.0056817648909520835
26,-82.12079186363862,-1.0021450735198296,0.0008227373538800468,0.0008328678756376272,0.0008364692756549512,0.0008350450162321632,0.000829390924915125,0.0008200535304325737,0.0008074634161742398,0.0007919913023736035,0.0007739762268355187,0.000753743302752554,0.0057061516561045045
27,-82.37535931958303,-1.0021235808149107,0.0008708876966621452,0.0008798694553765939,0.0008830870821811521,0.0008817338589125044,0.0008764155413476878,0.0008675475126682102,0.0008554650523659591,0.0008404644525334352,0.0008228216028402151,0.000802803909840727,0.005775041862654819
28,-81.87077681940214,-1.0018805324429145,0.000793505801708972,0.0008020194719707783,0.0008053011370911722,0.0008043206902561805,0.0007996632470696837,0.0007917549165567597,0.0007809403869213327,0.000767519237436145,0.0007517650436217263,0.0007339370693219794,0.005550531070653869
