,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
121,-412.73538,177.50496,-47.196945,-0.4634524,-15.354616,-6.1910143,-25.185123,-14.477924,-6.1249485,-21.23929,-2.064677,-6.300638,-8.756294
122,-409.51678,174.15517,-42.563995,-0.88236004,-11.044061,-9.023238,-23.29258,-13.464683,-5.200841,-19.604023,-0.99639106,-5.3685656,-9.268815
123,-416.17087,182.59085,-49.38603,3.1955802,-14.553367,-4.566706,-26.015108,-12.028464,-4.8988123,-19.657003,-0.09585464,-5.410812,-7.700433
124,-423.34116,187.86856,-55.862705,8.471458,-19.526394,-0.37065363,-28.925137,-9.253617,-5.8288927,-18.697319,0.5293472,-5.093904,-6.313399
125,-421.0387,189.07692,-50.05463,4.0463796,-13.059992,-2.028723,-27.477495,-12.332992,-4.3609304,-19.187891,-0.05874923,-3.9030998,-6.5051317
126,-412.05905,178.93724,-42.78266,-0.97840375,-11.335856,-7.471591,-24.48461,-13.985316,-4.874777,-19.923838,-1.4813247,-5.0899706,-8.97755
127,-413.45016,179.50967,-45.76044,2.9006846,-13.755169,-5.910988,-24.611723,-12.894296,-5.811227,-20.528166,-1.2222497,-6.1674194,-8.656829
128,-404.88217,190.11899,-41.599133,3.1794465,-9.116906,-7.8645344,-22.676512,-13.13705,-3.9799051,-17.617268,-2.1462672,-4.41491,-6.946994
129,-405.4589,179.66579,-40.747692,-2.3165424,-10.994992,-10.284661,-24.213839,-12.513766,-4.241547,-18.89955,-1.0744798,-4.893184,-8.781512
130,-417.8181,189.50844,-48.381577,4.285283,-14.260013,-3.5759578,-27.186428,-12.597651,-4.8998427,-19.688042,-1.4079674,-5.609652,-7.7316465
131,-414.94635,181.98164,-48.692764,6.7553015,-18.213379,-5.3361087,-25.713905,-10.643986,-6.781985,-20.804342,-0.7029602,-7.5590715,-7.7839966
132,-412.93002,179.6152,-42.797375,1.4362518,-14.522945,-6.126186,-23.876417,-14.041645,-6.0082817,-21.020836,-1.7405754,-6.2357893,-8.724644
133,-412.6243,181.56317,-47.35373,7.537867,-18.814373,-4.2073426,-24.0755,-8.861915,-6.146971,-19.97578,0.7365511,-7.0789723,-7.2404947
134,-421.91428,185.33803,-52.99559,6.5078664,-16.623611,-1.2678721,-27.002083,-10.862741,-4.932519,-19.368633,-0.11557329,-4.9696336,-6.743176
135,-411.73843,183.09526,-43.493126,1.0694728,-13.323309,-6.457223,-24.437826,-13.843716,-5.2221756,-20.561342,-1.7259973,-5.9392953,-8.830483
136,-410.53757,183.05885,-45.269924,1.4662098,-14.141694,-6.853795,-24.299053,-12.830279,-5.726154,-20.45651,-0.9243771,-5.895803,-8.437694
137,-415.5287,190.47597,-42.95803,2.4429193,-9.754798,-3.8031113,-24.364866,-12.900961,-4.419487,-19.861217,-1.8486929,-4.514183,-7.7536645
138,-409.30063,174.98143,-41.081135,-2.060843,-9.603342,-8.116349,-22.363075,-13.076296,-4.4907165,-19.14783,-0.8516305,-4.2562575,-8.960195
139,-412.62952,177.30429,-44.204456,-0.801671,-10.913984,-6.5882306,-22.99141,-13.27075,-4.3791685,-19.60642,-0.7826109,-4.1553736,-8.60328
140,-414.4581,181.25134,-46.088737,2.5692947,-12.898335,-4.6879187,-24.47489,-12.967129,-5.263064,-20.312836,-0.9417704,-5.770898,-8.486798
141,-408.58154,174.71346,-39.85803,-3.9551384,-8.206998,-8.750335,-23.007685,-14.482691,-5.1148753,-19.729939,-1.779738,-3.6453443,-9.3282
142,-404.0662,183.00798,-39.47824,-4.454538,-6.9493833,-10.324078,-22.514355,-12.195892,-2.3485928,-16.558775,-0.3394516,-1.1809704,-7.039831
143,-410.30292,178.11188,-42.096794,-0.5859424,-10.447651,-7.360309,-22.803347,-13.445749,-4.7446823,-19.670967,-1.5915066,-4.9641223,-8.615412
144,-418.01773,182.594,-50.606354,3.293895,-14.341644,-3.5577555,-25.965708,-11.919507,-4.980936,-19.853558,-0.08522562,-5.1067615,-7.413097
145,-416.8648,186.88388,-51.408,5.134623,-15.471155,-2.8258543,-27.308859,-11.707184,-5.1567006,-20.091726,-0.8398686,-5.531067,-7.340346
146,-407.1258,172.99434,-44.109356,-1.2455333,-12.160032,-10.009609,-23.674858,-11.191904,-4.8760715,-19.838171,0.41754764,-4.572015,-8.582211
147,-408.14105,172.06155,-38.359417,-5.640316,-9.559037,-10.397467,-22.704746,-14.307776,-5.4361587,-19.655396,-1.9116483,-4.1845593,-9.7593155
148,-409.1263,178.14189,-41.28891,-0.97216034,-11.318979,-9.046985,-23.670301,-13.683267,-5.4009566,-20.138775,-2.157862,-5.701253,-9.577382
149,-406.7584,173.66843,-38.530388,-5.6394453,-8.273105,-10.0604515,-22.98545,-14.691805,-5.4011745,-20.078356,-2.8083591,-3.9767344,-9.927021
150,-409.524,176.27094,-38.529156,-3.389291,-5.748359,-8.241792,-22.363293,-13.93138,-3.27715,-17.736746,-1.892235,-2.0347154,-8.456751
151,-418.06793,189.58669,-49.24818,6.7067814,-11.685253,-4.2447453,-24.981043,-10.033205,-2.8802383,-16.976927,1.7196525,-2.7483573,-5.7153816
