,gfcc_0,gfcc_1,gfcc_2,gfcc_3,gfcc_4,gfcc_5,gfcc_6,gfcc_7,gfcc_8,gfcc_9,gfcc_10,gfcc_11,gfcc_12
0,0.06786168413552275,-0.0035218735043439377,-0.024635140507725684,-0.003544679761595496,-0.0051283130370369115,0.0024482380716643543,0.0005501496129775208,0.006316564788464846,-0.002147835135932362,-0.0010298763970631238,-0.00019718112935725426,-0.002598856352660278,0.001968210091392883
1,0.07437919419319888,0.0006500668246183064,-0.027107668946165345,-0.004168904825309738,-0.0047720633512819376,-9.604917118131207e-05,-0.0005008350943905064,0.007718342622948232,-0.0010785921479380097,-0.0023345144933087547,0.0002488785216876127,-0.0021949951122938807,0.0014618728580075362
2,0.07032967535825987,-0.0021600735998765436,-0.03019311554837577,-0.004391349311706562,-0.0010680537836254037,0.002058558380677249,0.00018326979371488254,0.007058234712620226,-0.0018954435236821804,-0.001955912947448499,0.00033937417177727343,-0.0029274188506986957,0.0012212649091133552
3,0.0676031127277365,-0.0036614854933231873,-0.027885007640404247,-0.001981685669392145,-0.002679550454185156,0.0013112892903985166,0.0017669199102124916,0.0065198618693324915,-0.0035411969606289487,-0.0011105887621081245,0.00019516344596579214,-0.0029972211236971155,0.0021842930414860185
4,0.07057628444075835,-0.0019770615941725775,-0.029585410599482536,-0.004311871830135422,-0.0018835556626814872,0.0016323472616654902,0.0005031953823785283,0.007480997023681531,-0.0019262410900894897,-0.00231432880506205,-0.00022908424209638803,-0.0027174128919565375,0.002109323546012688
5,0.06711104537880094,-0.0031652036925340792,-0.026435882008475093,-0.0035215554884991136,-0.0032026911341077914,0.00214722457825405,8.134729964315947e-05,0.006767042438610509,-0.0018198305247671609,-0.0015921424526387626,0.00015138214809960176,-0.0026219475715800423,0.001683306847676188
6,0.07454733061981074,-0.0025677085893402556,-0.031479054678716166,-0.003497498734769965,-0.0012406949120204898,0.0006831309610858388,-0.000206736987972047,0.008393193968526615,-0.0021214160211291324,-0.0025988690546411095,0.00041429271899200056,-0.0026940431325289203,0.0018034209873219033
7,0.07001820860687996,-0.0024168849896453832,-0.029347873845805998,-0.0032380802904059423,-0.0017283865461346526,0.0008303106989434415,5.3836683942998005e-05,0.007891014163198888,-0.0018099022360278212,-0.002274731188931311,0.00040434965998412,-0.0027864534390390993,0.0014433251479673151
8,0.06644958407963353,-0.0022672731385544286,-0.0272350118460209,-0.001312884356014508,-0.0023340386356076096,-0.000566184209414091,0.0012010598178181305,0.007392027893259721,-0.0022113571880265615,-0.0025642723473006082,-0.00033385102596674825,-0.0023554992292432317,0.0017269160787947253
9,0.07867184409866175,-0.0014282640962947606,-0.033950071315450005,-0.004804817612219165,-0.001220280974137563,0.0018677216392957064,0.0018145718269295778,0.0079294305232359,-0.003259321676326384,-0.00342915746058441,0.00033275946954837573,-0.0018183459993204338,0.0020216520561149305
