,gfcc_0,gfcc_1,gfcc_2,gfcc_3,gfcc_4,gfcc_5,gfcc_6,gfcc_7,gfcc_8,gfcc_9,gfcc_10,gfcc_11,gfcc_12,gfcc_13,gfcc_14,gfcc_15,gfcc_16,gfcc_17,gfcc_18,gfcc_19,gfcc_20
0,0.06787343960694424,-0.0035419760647711143,-0.024654008130458913,-0.0035050132311134313,-0.00514152755420676,0.002348555363505649,0.0005524266989120412,0.006397152892333321,-0.002184355872070205,-0.001036120511926337,-0.00020352484815084726,-0.002675527558620051,0.0019529446567038478,0.0004691299206992511,-0.0005713766148553645,-0.00018482970438248893,-0.0004999842668502075,6.699262478279157e-05,0.0006373938945812369,-0.0006761282175999472,-0.0004533868536206915
1,0.07248636163586153,-0.003101855678738636,-0.030902979375326368,-0.002535460062669914,-0.0017658721069753473,0.0013930898975797572,0.002197704726001836,0.006928428072289164,-0.0035834685457619793,-0.0015640250147359674,0.0001716574990659319,-0.003333327693135511,0.0017387038203513622,0.001576060860773564,-0.0005898913106856589,-0.0007990738849315631,-0.0004776863948677031,-0.0003792840613473617,0.000729935057418551,-0.0006586791375460264,-0.0003898555758633571
2,0.06541618228706515,-0.0029066281632760802,-0.02716731831653282,-0.0029351446984519254,-0.0019143608669331886,0.0014801465319000358,0.00014271283924719344,0.00660201418866542,-0.002016047373889661,-0.0015391330430487699,0.00018643429515325557,-0.002721189123871246,0.0018761322238564947,0.0009284898689801607,-0.0007160895433301812,-2.347348620268824e-05,-0.0006782986951799638,-0.0006925945609787641,0.0007047704043663986,-0.0007186588188858914,-0.0004852910784746563
3,0.07238280033843256,-0.002039885864323799,-0.03090780323904182,-0.004238755790911209,-0.0014969788197441536,0.0013791925817382051,0.000409140105547157,0.007662982840479955,-0.002071146684577654,-0.0022990415657423236,-3.661363715585529e-05,-0.002911372122384052,0.0020331906202323956,0.0015584176296065866,-0.0006119252750848409,-0.000719253172689144,-0.0008323511277181974,-0.0004760970706135219,0.0008833372002837963,-0.0007307962904612961,-0.0006357354788760835
4,0.07062413539714181,-0.002303869753804767,-0.029551675579592363,-0.00414178078985876,-0.0018113546023439152,0.0016916586571101785,-2.8998814714391694e-06,0.007437451121040184,-0.0019358947497039789,-0.002102049586200161,0.0006800902483301096,-0.002843782509633034,0.0011331376547926402,0.0012055195446936363,-0.00043147475569389835,-0.0005344618032612075,-0.0008226908683184169,-0.00024040878523758788,0.0012438571037657116,-0.0005698867556482548,-0.0007217776524732608
5,0.07232875607274612,-0.004374179084933276,-0.028466918979534857,-0.0028847766660236233,-0.003438435241760595,0.00202106898722315,0.0009857111623195558,0.007116909088884129,-0.003067190803062646,-0.001077771876286086,-8.789428975893219e-05,-0.0028282966417448054,0.0025901394675766328,0.0005791304590638392,-0.0008769629752695115,-0.0003015444445566638,-0.0005053624892001994,-0.00022483114588184717,0.0004916189014363794,-0.0012723177002172677,-0.0006535794349272058
6,0.06624452856660021,-0.003167319301472272,-0.02608825422131651,-0.002537387795863454,-0.0030749157520077912,0.0012142990381394097,9.167438011078851e-05,0.0069947614005275134,-0.001595142274440485,-0.0015492291478103341,-0.00013773927843230342,-0.002734881843898314,0.0019050739839249697,0.0008492253036394051,-0.0008620411785183538,-0.00028732685082481037,-0.0007052199357818638,-0.0002208682167710159,0.0010038106479133887,-0.000715489850831518,-0.0003847053026080046
7,0.06676851321781498,-0.0031947828903098998,-0.02750877922884122,-0.0021692807570671494,-0.0020913722590154434,0.0005752438162757476,-0.00033623853194081674,0.007416331387521446,-0.001257592215601441,-0.0020481330483473233,0.00010908843002425601,-0.002702879131335782,0.0013004492061395878,0.0011750525321649057,-0.0005181038446410382,-0.00040239344322360573,-0.000696808611553491,-0.00044031766540346737,0.000934151597131874,-0.000584657869162588,-0.0004634559158199942
8,0.07867184409866175,-0.0014282640962947606,-0.033950071315450005,-0.0048048176122191645,-0.0012202809741375625,0.0018677216392957064,0.0018145718269295778,0.007929430523235902,-0.0032593216763263846,-0.0034291574605844095,0.00033275946954837584,-0.001818345999320434,0.002021652056114931,0.0010697616479320735,-0.0006779607335279785,-0.0009363105173290771,-0.0007481285765385418,-0.0002706398068914696,0.0006973153377196434,-0.0012411793707931863,-0.0005514454779200542
9,0.06873770486054867,-0.004034586268603976,-0.02627632548713549,-0.0015083042546671505,-0.004270304909160634,0.0003975567599620239,0.0004441196030652566,0.007418362201281534,-0.002173551974601621,-0.0014208564429761207,5.541188552280118e-05,-0.0023387043076170838,0.0020731351404991633,0.00030355703145102845,-0.0003866755685744433,-0.0001114733463381227,-0.00110290625073881,-0.0004807054485652148,0.0007626966157340624,-0.0008221488194261351,-0.0006286665697923311
10,0.06971795759779383,-0.001397519520052422,-0.0288894762954968,-0.003754825434329878,-0.001999134578708284,0.0005274726032260282,5.148078456152382e-05,0.00806310028385613,-0.0013121659587331423,-0.0027791766130913407,1.7994480798883553e-05,-0.0027195961051991032,0.0010824225151357812,0.0014130053318746466,-0.00014481013740921787,-0.000412681903389059,-0.0009101326188830811,-0.00048764082702751354,0.0011439366662415783,-0.0005206764355463049,-0.0008724098989238109
11,0.07637757682106422,-0.0005925084244506006,-0.030503087859288073,-0.004411306504884004,-0.003025596459689603,0.00038181576355324676,0.0007216363029596081,0.00878571291698323,-0.0021208236961735055,-0.0032771137089037884,-0.00036007340739332793,-0.0026812156089666144,0.0022995521802538993,0.001685012304877346,-0.0005970552135522828,-0.0006475847549474686,-0.0007260948440196608,-0.00029555950015715704,0.000922288850691717,-0.001083921757186211,-0.0007985584927218679
12,0.06845759744155455,-0.0019031203233798146,-0.026255440370107314,-0.0035395244297680884,-0.0034435231828008677,0.0011088216175013745,8.502620399743217e-05,0.007425948798259989,-0.0015213067869985948,-0.002284150444159392,-9.630246399949112e-05,-0.0025815690155304902,0.0012214603008236745,0.0010393417979293617,-0.0004268999424383559,-0.0004899071340620805,-0.0005689053550335223,-4.917637092913166e-05,0.0009955679422651899,-0.0005554894421772028,-0.0009327759065397205
13,0.06817813236194853,-0.002490449567337368,-0.028151362026366162,-0.003580169802314318,-0.002190152579808225,0.0018419325831147274,0.0004351398515804178,0.006669369003420707,-0.002015887428306992,-0.001903547919593218,0.00015405032280905065,-0.0025609246879486534,0.0016460401711486127,0.0009432694413103232,-0.0006042469834593551,-0.000330143736058784,-0.0006867792319127017,-0.0002816910096011581,0.0009252172483517109,-0.0007558225435296008,-0.0006610492026515416
14,0.06551134760893104,-0.0015883111394383329,-0.027419815566851562,-0.002693855910041663,-0.0014577272312735665,-2.2721350444465573e-05,0.0004395335502156191,0.007364263416699799,-0.0019972456962470044,-0.0025352430757001262,-0.00015740279079234275,-0.00214611205934492,0.0016289845756442102,0.0010346057850239765,-0.0007903343114700995,-0.000716912418960716,-0.00029108784623224697,-0.00010570299228085999,0.0008767043650171745,-0.0005681477539768757,-0.0008276880852503439
15,0.07039200791879356,-0.0019507082711164422,-0.029314598141208063,-0.00253331715569189,-0.002130109079574281,-3.101626313146885e-05,0.0018120976125480675,0.008152886184839251,-0.0029839375658329355,-0.002974525626401649,-7.860580350381502e-06,-0.002293158306882064,0.0016729542161565427,0.0010805350003176902,-0.0006377210844905235,-0.0007705458191533383,-0.0003536887347202007,-6.972690700007855e-05,0.0007862841379104424,-0.0007207121764999138,-0.0007211894967850757
16,0.06744319010671958,-0.003402547482021526,-0.027271472583298005,-0.004417551592908733,-0.003420909427961229,0.0035651165160668044,0.0018482149347306804,0.0061675380683573885,-0.0029706486173679343,-0.0015010674807210396,-0.0004053419154598885,-0.0026554960252509335,0.0024994039773779324,0.0007932404392147565,-0.000660336821026917,-0.00040457344058562574,-0.0008250243269220013,-0.0001073128171896712,0.0008442025415696221,-0.0009269929468116762,-0.000569279148236542
17,0.0672061429401382,-0.0031398301857969405,-0.028171235667568253,-0.0039958527428726525,-0.0015137782876607987,0.0031298872250302865,0.0002186437810485203,0.005779240859341543,-0.002355462707888059,-0.001201621419961976,0.0004114447778732788,-0.0029338677716523875,0.0015178368169734646,0.000927492779562968,-0.00045879604416522977,-0.00015348882969430801,-0.0009397376136204508,-0.000528936397053836,0.0013091199331006398,-0.0004784536191966938,-0.0009205686768688914
18,0.06377945482920055,-0.004491164275493902,-0.025074957716772203,-0.002354724017142509,-0.0014150528252548098,0.0010780210684152589,0.0003713435319450551,0.00576465689110706,-0.002050087348306494,-0.001875826715337469,8.032725787089044e-05,-0.0025221053584206852,0.0018728243258530157,0.0008455940631452918,-0.0006573015050664987,-0.00023789824880088515,-0.00044095640848626304,-0.0004150728128832739,0.0007731609213760893,-0.0006711160356180034,-0.0005942239162516377
19,0.06877741413372429,-0.005203129852959908,-0.026163180554806226,-0.002809614330437777,-0.0028324935673465145,0.0017272185987264436,0.0006772392359983935,0.0058103608414558205,-0.0018076099998866346,-0.0011170968425360363,-0.0004134409486582322,-0.002537915783558795,0.0021124018521155186,0.00012618996227943134,-0.0004199508488701024,0.00016665486080073648,-0.0004908669946899265,-0.0005049749608234551,0.0004914394858836125,-0.0009138973461793109,-0.0003932637527707785
20,0.07257903218388383,-0.001096115707710146,-0.027031852556561875,-0.005703904790629519,-0.003905352178224382,0.0011808484970734037,0.001389836539948581,0.006823294302024871,-0.001581247515479309,-0.0014306438227333648,-0.00017481665103126788,-0.0032525850729366707,0.0013772711435141069,0.0007928300033969454,-0.0004391280101257395,-0.0004017288865489283,-0.00031990199642899605,-0.0001857246767365846,0.0008366382449825551,-0.0006618480824263499,-0.0006409621622926603
21,0.05929950888268792,-0.00457736629938455,-0.020713324208535198,-0.0007524544162217072,-0.0020217384396854195,0.0012768727158104858,-0.0008316541648392086,0.00404638533106568,-0.0023569945560183475,-0.0015045097832306383,5.378982798489545e-06,-0.002170903673334079,0.002417138976410405,0.000668939003466235,-0.0005894393592951095,5.276690821313734e-05,-0.0007076592150901898,-0.0005508093485584928,0.0006024918734469453,-0.0008406989695337703,-0.0005712903443442603
22,0.08007204704915626,-0.000260573082278041,-0.029617818634733523,-0.0056287299983306446,-0.004663191120701952,0.00011216902803581597,0.0008478511861109313,0.007777351556690166,-0.0004455186721605712,-0.0020510766081496923,-0.0005410130462058925,-0.003361238903213499,0.0012385947072968788,0.0012627911691652405,-0.00023710816301728636,-0.0005984897660570264,-0.000348720508360863,-0.0003286885437715658,0.0006044152867559804,-0.0009200043657149829,-0.0006824794942753825
23,0.06993354097104978,-0.002432835584873035,-0.02685196212163238,-0.0026555843363963165,-0.0025030730292816567,-0.0007093731932743505,0.001038587162690701,0.007347499539818326,-0.0018858985389740657,-0.002301384029249856,0.0002395562683511074,-0.0030499230894875658,0.0011117011455643352,0.0014379869875781215,-0.00027522587839925674,-0.0007911346331435273,-0.0003920765574986905,-0.00032938076158379765,0.0007532498420525241,-0.0007616956017996586,-0.0008125351672653858
24,0.06830136917233905,-0.0027836922875844336,-0.025061966988435297,-0.0039424315567665414,-0.004008944043360635,0.0004126554925001917,6.135253732290715e-05,0.006961574872081026,-0.00027078554209288317,-0.0013583988614044621,-0.0003743824540171297,-0.0032877363250607325,0.0012350820792334746,0.0004639955186358705,-0.00021598530589739698,0.0002104078131406253,-0.0003389848131393365,-0.0002543025053976857,0.0006360463532342078,-0.0008598438669858328,-0.0005307775004381716
25,0.06928107815039697,-0.0020431659966038416,-0.027086267923731585,-0.004506133349746038,-0.0017092726668758442,0.00042220110703916,-0.0006840854684455305,0.00699025821350755,-0.0005200446194182155,-0.001666447935651946,0.00030574614444422386,-0.002836520865919091,0.001255285155121719,0.0004586881536655541,-0.0010312131276582082,-0.0003806885246945095,2.807605276064184e-06,9.227124886114068e-05,0.0010411809840025431,-0.0007230775770576527,-0.0007757589385532078
26,0.06727314575405416,-0.0037931813655529166,-0.0251989884604823,-0.003874249018118272,-0.0030769109206444266,0.0015900120189135055,-6.041751318156011e-05,0.00597864684308955,-0.0011470010603750343,-0.001269657115450868,0.0002947796105054701,-0.002698111037447531,0.0015226519560008576,0.000349688056600535,-0.0007692929402430806,-0.00024031212313508471,-0.0002805606348033313,-0.00019934754516682317,0.0008283296129901242,-0.0005617226951099384,-0.000555438290163553
27,0.06554612801576075,-0.003131764041717445,-0.02634209477717383,-0.002056343795745613,-0.0010093530308110522,-0.0003946118725075158,0.0009948453573237715,0.0066006240509985355,-0.0021611177952931674,-0.0029444798377158744,-0.00016822127327571933,-0.0019445468643537235,0.0020801070158173655,0.0011793803649278443,-0.0009416256541087618,-0.0010153194183161842,-0.000464963818936423,-0.00017810361221434444,0.0009050590741631298,-0.0005907294174774961,-0.0006128280760312125
28,0.06931112642605117,-0.0027968912086159745,-0.027776740714050063,-0.004458286774054663,-0.0012761768689648508,0.0007602246184851692,-0.00031746982946200485,0.007654960707588299,-0.0007867612631406604,-0.0029198576252685497,-0.00024298208541726732,-0.002907738335326881,0.0015606649483514306,0.0016512475969006064,-0.00012210211024064378,-0.0006710928101866453,-0.0010203340023807403,-0.0007084382412783947,0.0009452621371578838,-0.00040701611860893757,-0.0005826816949762458
29,0.06256196851176803,-0.005359335287351335,-0.023589552627799052,-0.0026443517310805473,-0.002417081813445587,0.0018391943694343923,0.0001285738231492263,0.005583290399446504,-0.0015930732462903089,-0.0012805252794088372,-0.00018996491013771323,-0.0027953362428964137,0.001799892705499993,0.00045276062774783106,-0.0003486524607843677,0.00027661946013926114,-0.00043797940425074205,-0.0005649066576311296,0.00042014601525223143,-0.0008403970169955773,-0.0003550405721960201
30,0.0694293384941338,-0.004073558125872182,-0.024460087551168852,-0.001593845669152541,-0.0035766927434127014,0.0007195957972898844,-0.00028128539893478255,0.005201692765685856,-0.0019260395153041217,-0.00043183538229167535,-0.0002965658559129306,-0.003213900737976005,0.0019829088504361328,0.000341634121667537,-0.00019132959317935908,0.00017213251400500596,-0.0002964751831535001,-0.00029354758297572164,0.0002664998508721531,-0.0008688490625357424,-0.0007092930399839108
31,0.07397133318440978,-0.002592501323021647,-0.026350750398357894,-0.003298525771494879,-0.004965918137642606,0.00031714898253648295,0.0008163560549430186,0.006490817411944465,-0.0023673163413794164,-0.0006021393956658569,0.0006641685605789018,-0.0030894147512523233,0.0020193959622084195,-2.684715547459501e-05,-0.0012388505332108822,-0.0002978615836845132,-7.763267288956174e-05,7.133906894819594e-05,0.0007537699104392025,-0.0007599392717106901,-0.0005697634573925078
32,0.06510696651049243,-0.0033751361863417744,-0.026785136911530043,-0.002299868952099716,0.00014578385092860196,0.00012073188744366447,-0.000799512628003156,0.005972757528455823,-0.0015466454114572282,-0.002151817605341064,0.0005094164903942227,-0.0025395033253754313,0.0014655967359297423,0.001276246677915289,-0.00048528607710271704,-0.0005115969550806237,-0.0006587689805000837,-0.0006329870091189527,0.001039105579828723,-0.0004383381264955727,-0.0007398588044875216
33,0.07391323864885437,0.00017210828261195917,-0.025057799774351165,-0.0025702704063055265,-0.0013001350823416394,0.0010349573483314498,-0.00268332127736669,0.004091998252965683,-0.0021522801474122785,-0.0022690122107872773,1.854615772345035e-05,-0.0015106369743749326,0.002867735063430582,0.0007175476259031653,-0.0006206438432438275,-5.8996850721231107e-05,-0.0008836126839077662,-0.0012811479236871618,5.806201544245128e-06,-0.0006370133870327807,-0.0001877844808633458
34,0.07793759768404303,-0.0014336393228026349,-0.028755472534809336,-0.004613876040060992,-0.002768885375085225,0.0003384378593114473,-0.0007492595560464734,0.006948288445154298,-0.000983461100451833,-0.002565752145544643,-0.0002855221226148558,-0.002106406721285226,0.002196562658262266,0.0015504711488559435,-0.0005372947586164671,-0.0011848785990700571,-0.0008980230274997541,-0.0006563080890595271,0.00039036090523752987,-0.0008374788729984357,-0.0005181347565478004
35,0.07403268553026984,-0.0020000770478592533,-0.02829684439418877,-0.004329288690254248,-0.0022951549930421587,0.00033297467688453875,-0.00018306913587512856,0.007311916017839582,-0.0008168178664923302,-0.0021194336005922287,-0.0005142465490622266,-0.0028851730344418712,0.0015794113980454462,0.0012367326629150906,-5.783995357285839e-05,-0.0005628922908204805,-0.0008364712741116409,-0.0006781846410981364,0.00063302145687428,-0.0006115405002329818,-0.0005292925852112031
36,0.06796209201659315,-0.0029272249131639455,-0.026483558217695782,-0.002962487876832513,-0.0012576629447305014,7.185670829895147e-05,-0.00038510285982243803,0.006759861964935991,-0.001396489836365707,-0.002231648636085512,-0.00021839978401098716,-0.002512411246777488,0.0017400786931045203,0.0009125803659192486,-0.00033994912188276986,-0.0005090971396056323,-0.00047296561554654727,-0.000381039181819298,0.0007524879697260836,-0.0007103301529763779,-0.0009080266650340846
37,0.07271843766530123,-0.00296227289555299,-0.02831127283772096,-0.003838635692213143,-0.0022237677840596863,0.0015691111405597574,0.0013439688318579402,0.006038309600046823,-0.0031210469058086197,-0.0014565379316664338,-8.841226992761052e-05,-0.003134075500765044,0.0023793704089543856,0.0012281598287238865,-0.0004093610882048491,-0.000883792550113329,-0.0007955625849709885,-0.0001778073928626677,0.0008171350612993848,-0.0008599410601584872,-0.0007212563020023725
