,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_delta1_0,mfcc_delta1_1,mfcc_delta1_2,mfcc_delta1_3,mfcc_delta1_4,mfcc_delta1_5,mfcc_delta1_6,mfcc_delta1_7,mfcc_delta1_8,mfcc_delta1_9,mfcc_delta1_10,mfcc_delta1_11,mfcc_delta1_12
20,-408.14227,179.44415,-44.847225,2.863463,-15.136331,-4.7640653,-23.164146,-9.71949,-4.192157,-18.39106,-0.45464942,-4.6179047,-6.8228054,-0.00019495742,-0.0050236816,0.0009830415,0.0036680491,-0.0027704325,0.0018888174,-0.0011218417,-0.0012786051,-0.001102225,-0.00015505671,0.0012411444,0.0010962059,0.0011434009
21,-433.7088,178.25156,-51.34566,10.60939,-20.404312,2.1107776,-24.23091,-5.770231,-6.10827,-15.391934,0.905095,-4.4203305,-7.7795053,-0.00072762405,-0.004615189,-0.0081528975,-0.0067528416,-0.0008044179,-0.0016346693,0.001574031,-0.015279934,-0.004269766,0.00045825096,-0.004501743,-0.0021888926,-0.004705462
22,-389.4877,165.62563,-31.681953,-7.748388,-4.2176285,-11.015929,-19.687174,-12.456347,-4.901175,-16.041681,-3.0502222,-1.826723,-9.193641,-0.0065850676,-0.00053224503,-0.00031295116,-0.0017421584,0.0026492216,-0.0033243455,0.0025304612,0.00539859,-7.937029e-05,0.00060653867,-0.00093441136,0.0012927587,0.0017707834
23,-409.35114,180.6813,-46.94716,3.99905,-10.820256,-4.559471,-22.933126,-9.069738,-1.414363,-17.112028,0.13077684,-1.5329841,-5.1324844,0.00555894,0.0056825397,0.0065065734,-0.0031109431,-0.0013343962,-4.012692e-05,-0.0039394586,0.0015363131,-0.002439607,0.0011121917,0.0047401,-0.00019623933,-0.0042789294
24,-416.52722,177.41478,-48.43331,7.139837,-17.35306,-1.6122974,-24.12733,-11.081122,-5.95668,-18.853678,-0.90484506,-6.5300174,-7.1227207,0.0061053066,0.0015701358,-0.0029649658,0.0024131613,-0.0013459462,0.00013532901,0.0010860225,-0.0025374258,-3.938344e-05,0.00053564645,-0.0019281848,0.00036054046,-0.0007615857
25,-415.14337,184.58913,-51.771824,4.1083302,-17.83242,0.40186244,-26.860039,-11.090436,-5.8744535,-19.841698,-2.0605419,-5.3750825,-7.4717937,0.011092669,0.005109999,-0.008196742,0.0029105695,-0.01208586,-0.004896813,0.0006287731,-0.00033385787,0.00069017545,-0.006193548,-0.006895759,-0.00012393076,0.002233068
26,-415.25925,173.79575,-46.04628,2.76679,-16.292028,-3.6135266,-22.528952,-11.586401,-4.8161106,-18.817368,-0.90695506,-5.9800572,-7.835505,-0.007689522,0.00616048,0.0002918552,-0.0024948607,0.00893319,0.0025516306,-0.0021375313,-0.00026727174,0.0030804502,-0.0018217727,-0.0017335964,-0.0041088616,-0.0038462551
27,-418.5757,184.40561,-49.799065,5.8561397,-12.080447,-2.4169996,-24.465569,-8.412592,-1.8293855,-14.669245,2.1885633,-1.7395277,-4.971269,-0.004081866,-0.0031342765,-0.003867513,-0.0013275638,0.0039358838,-0.0009296271,-0.00032619693,0.002506727,-0.0013964641,0.00017206278,-0.0003265118,0.0019146487,0.0018522616
28,-406.47363,172.27225,-42.00859,-7.235726,-9.493833,-6.19109,-23.337034,-15.2345,-3.5614722,-19.72537,-3.3164146,-2.2920258,-8.206058,-0.008224532,-0.0018412966,-0.0056865253,-0.004219583,-0.00024610534,-0.00047568226,-0.001133768,-0.0030987095,-0.006675935,-0.004420436,-0.0014859732,-0.0031746868,-0.0024260252
29,-425.41586,178.335,-51.20093,8.587548,-21.20604,0.7888579,-25.327856,-6.831171,-6.4901924,-16.273123,0.36227816,-4.594171,-6.8468537,0.013771359,0.005524705,-0.0003982957,-0.0009027016,0.0016330266,-0.0011608452,0.00053135847,-0.0007990222,-0.0035915961,-0.0026617972,-0.0033024703,5.8787078e-05,-0.0011195126
30,-409.98135,171.15094,-46.334198,4.6858215,-15.767933,-5.008762,-20.801752,-8.692585,-5.778507,-18.788443,0.7393049,-7.118881,-7.939413,-0.0019491997,0.0003763478,-0.0027399547,-0.0013383024,0.006293782,0.0039412077,0.0034867818,-0.0006786385,-0.0058357604,0.0012979966,0.0004377179,0.0021179977,0.0053399405
31,-405.3594,178.41367,-48.66059,8.616139,-18.39794,-3.0914497,-24.25766,-7.1598406,-4.647103,-19.06535,0.6667415,-7.3735933,-8.464803,-0.0020289202,0.001300778,-0.012781401,0.0009917857,0.009907945,-0.009979602,0.011404576,0.0030330238,-0.0010303216,0.004325396,-0.0029953877,-0.003011768,-0.0046312995
32,-420.58664,186.99254,-54.727135,4.1355014,-15.949161,1.804826,-26.01125,-9.025777,-3.883327,-18.275919,-1.331659,-2.8299298,-6.502392,-0.013379938,0.010340922,-0.007082166,-0.012138369,-0.0106306365,-0.0021454792,-0.0045817657,-0.0060567916,-0.008505222,-0.008599757,-0.0058905478,-0.00312915,0.0064888783
33,-400.19763,160.65503,-29.388254,-6.143847,-3.0383987,-6.2630043,-15.230243,-11.200123,-3.1187882,-13.642558,-0.55084485,-2.6866972,-9.57992,-0.0092694545,0.0017481296,0.0019314482,-0.0034965447,0.0026740783,0.0043476354,-0.00019798157,-0.009601191,-0.0038569567,-0.007316169,-0.001519327,0.0038388935,0.0007414759
34,-382.32303,149.24515,-21.834053,-18.691523,0.28671467,-11.428955,-20.608261,-12.443929,-7.457241,-14.404643,-5.3620343,-2.0522609,-8.866916,-0.00090247736,0.0018193931,0.0009622006,-0.0010975685,0.0006352095,-0.0008636589,-0.0009995903,0.00028039617,0.00023450117,1.2926771e-05,0.0006006229,0.00039123598,-0.00023275647
35,-400.2506,171.42834,-39.905792,-3.7433693,-8.388084,-6.461628,-20.750381,-12.799332,-3.6933856,-17.380661,-1.9267988,-3.1432989,-7.508308,-0.0008554209,-0.0018810348,-0.00069120456,0.00029455553,-0.00063096895,-0.00017397349,-0.00013436106,-0.00013335822,0.00047170793,0.00095942675,0.0005268132,-0.00056389486,-0.00028322497
36,-415.38632,186.02258,-50.99654,6.813574,-15.426888,1.5717021,-25.64088,-8.562233,-4.2092967,-16.44616,0.33424556,-3.6928585,-5.2775517,0.0037578754,0.00061492,-0.0033620666,-0.0004876785,-0.0044789393,-0.0012578433,-0.00086720753,0.0006357853,-0.00059269095,-0.0006888858,0.00024068294,-0.0006004433,-0.0010720058
37,-406.94412,180.67604,-50.085377,4.046664,-17.208696,-3.6978226,-23.754684,-6.459248,-4.050993,-17.960117,1.9342724,-4.40487,-5.602748,0.0034070099,0.0013551712,0.0021496837,-0.0004082154,-0.0018608336,0.0020223386,-0.0011937396,-0.0034801413,-0.0011399761,-0.0027187534,-0.00220772,0.003955283,0.0045136637
38,-401.7686,168.64157,-34.8361,-7.1667266,-5.504209,-7.9643703,-19.342585,-12.075812,-3.6893377,-17.078108,-1.8510457,-2.1271722,-8.731701,-0.0016035469,5.3191347e-05,0.00042514832,-6.902499e-06,0.0008090164,0.0003871782,0.00037898493,-0.00027497078,7.903359e-05,7.6878205e-05,2.3455494e-05,4.97596e-05,-0.0004135145
39,-428.15247,183.26268,-52.574383,2.6915357,-17.431862,1.5017699,-27.211761,-9.52682,-4.322488,-18.412361,-2.2625995,-4.264478,-7.673832,0.054021213,0.006777521,-0.024656724,0.0068297526,0.015191592,0.012100475,-0.008752123,-0.003137303,-0.003559945,-0.007013512,0.0044235038,0.0040899683,0.0036272574
40,-396.92212,173.31865,-37.462578,-5.756266,-3.276378,-9.372156,-20.206326,-10.485973,-3.0255644,-15.205568,-1.5692465,-1.2997793,-7.4589944,-0.002001885,-0.0063293236,0.0019427722,0.010581392,0.004573573,0.004538931,0.004870594,0.0038206894,0.0041166646,0.0039601186,0.006932625,0.0010467067,-0.0040495833
41,-393.82016,159.00298,-28.886608,-9.000519,-4.8844247,-11.419781,-18.344185,-10.55132,-6.882132,-16.73144,-0.3900388,-3.946419,-10.828674,-0.007279714,0.002747688,-0.00080102234,-0.008390528,-0.0005996931,-0.0068356288,-9.734058e-05,0.0029580253,-0.0057606464,-0.0038117927,-0.0025772988,0.00034935653,0.0044306084
42,-399.34738,165.56448,-33.925617,-6.661362,-7.8835444,-9.4111395,-18.075758,-11.21125,-5.6043253,-17.956522,-0.8865371,-4.605239,-10.988786,0.00015097392,-0.0012932171,-0.0051827687,0.0016445158,0.0014677927,-0.004279626,0.0026231287,0.001431095,0.0014874191,0.001336905,-0.0020752226,-0.0011453243,-0.0013167835
43,-414.1488,180.98598,-45.139084,0.46781385,-11.025401,-1.3008723,-22.92823,-12.129767,-3.524838,-18.048983,-1.2257475,-3.6975799,-6.4599056,0.018284263,0.003591124,-0.0022481033,0.0002213429,-0.0033311034,0.0008582263,-0.011952974,-0.0011731691,0.013810777,0.0031973864,0.0012619639,0.009114411,0.00399969
44,-406.16843,164.53368,-40.109665,-2.819892,-9.386573,-7.3169413,-18.132006,-10.440429,-3.5398252,-16.507715,0.64011705,-4.2910233,-8.498148,-0.01877944,-0.00955023,0.003634156,0.007824781,0.012742332,0.004106947,0.0010664521,-0.0034394704,-0.0064311763,-0.0005053297,-0.00035711264,-0.00019449233,0.0012653082
45,-404.22827,174.43028,-40.734665,-5.90677,-9.430897,-7.4143195,-21.903774,-13.627825,-3.068794,-19.059462,-3.1456463,-3.1870172,-8.822149,-0.009653025,-0.0030224342,0.0043940404,0.0036024945,0.00054994243,-0.0011094963,0.0018077161,-0.0022806278,-0.0012306905,-7.666767e-05,0.0022956834,0.0032618525,0.000457115
46,-417.1619,170.32089,-47.46323,3.6231084,-17.08282,-3.1593845,-23.088993,-11.56552,-5.989074,-18.410397,-0.04805581,-6.7761693,-8.517645,0.0410655,0.0095859915,-0.01828479,0.00044122088,0.008083152,0.003519726,-0.00010408518,-0.004067157,-0.007537825,-0.005258285,-0.001799558,0.0025939317,-0.002370244
47,-423.74396,184.41876,-52.02927,7.3274364,-16.926392,1.1578382,-26.798985,-8.852173,-5.134612,-16.393562,-1.2184836,-2.7809348,-6.789048,1.5112591e-05,0.00042525886,-0.0035763185,0.0027567283,0.0038796489,-0.0009387527,-0.0006839541,-0.0010909013,0.0022528789,0.0036581412,0.0032089564,0.003380617,0.0011635909
48,-424.67084,177.05406,-51.585884,7.901687,-21.571985,-0.30398524,-24.741316,-7.5181775,-7.251002,-16.974064,0.95634425,-5.9199257,-7.3016477,-0.013482943,-0.0048737265,0.00069532957,0.005704849,0.0067098206,0.0074296435,0.0007695211,-0.0038400916,-0.009897152,-0.003457074,0.001807196,-0.0012841441,0.0033651618
49,-405.85968,172.72455,-40.084454,-3.9088972,-11.606838,-10.729042,-21.04381,-10.230737,-3.0923426,-17.529015,-0.23531981,-3.7362294,-8.67232,-0.0063044503,0.0028560346,0.0027778635,-0.0033273385,0.0011470462,-0.0011363532,0.0003955492,-0.001264914,-0.0010049271,0.002183842,0.0025766494,0.002257622,-0.00022751362
50,-405.15158,177.29453,-38.722713,-6.6730995,-8.304241,-5.72247,-22.87795,-14.332409,-3.977739,-20.57179,-4.122394,-3.5996346,-9.46169,0.004108376,-0.004182517,-0.0067848912,-0.0033656536,0.0032523125,0.0014824406,0.0023405533,0.006590772,-0.0028496557,-0.007018938,-0.0008875267,-0.0017654259,-0.0015927284
51,-412.2857,173.84209,-42.56627,4.108556,-14.434949,-5.5310826,-22.104609,-12.130204,-5.6348095,-20.263756,-1.7419263,-7.045762,-8.292818,-0.022631908,0.0125296395,-0.0040136236,-0.009661958,-0.0030172693,-0.0070877145,-0.003774195,-0.0012969398,0.005646525,0.0024996086,0.0022909788,-0.00035541525,-0.003133717
52,-431.96945,189.66292,-64.45613,10.031331,-24.99949,4.2100077,-31.750721,-7.5991282,-6.7042193,-18.387142,-1.695026,-5.2469673,-6.688307,0.007233998,0.01693578,0.001117755,0.005308865,0.003138497,-0.0010130296,0.00068427174,-0.003078123,0.0005512951,0.0031195236,0.001014943,0.0011435236,0.00066610624
53,-417.24774,174.9427,-43.356785,-1.7153982,-8.686079,-3.374044,-20.913136,-11.200762,-1.0903928,-17.701376,0.15503484,-2.446168,-7.6281214,0.0058943597,0.006265672,0.0005600513,0.0015275505,0.005050593,0.00041077202,-0.0011214423,-0.0006336848,0.00021374993,0.0012328955,-0.0015264283,0.00052021234,0.0028252846
54,-428.29538,191.287,-59.281956,13.645837,-20.16063,5.0925,-29.681248,-4.9632244,-7.4270377,-14.147616,-1.0024155,-1.5899405,-6.9256806,0.010410465,0.01223173,-0.0011926859,0.0012404266,-0.006012078,0.00278617,0.00093314896,0.0048541506,0.0038460148,-0.0021238897,-0.004067242,-0.004182102,-0.0005449143
55,-425.083,185.64194,-58.947773,11.003037,-22.98478,4.1524506,-29.346844,-8.09082,-7.8668203,-18.309715,-2.5280964,-5.026775,-7.328987,-0.0019959172,0.002762858,-0.0019560019,0.0002404359,0.0046011927,0.0027733638,0.0020535076,0.00041629813,0.0018824133,-0.0021387197,-0.0006919227,0.0008822391,-0.0008264
56,-421.48462,191.58084,-63.399704,10.744048,-21.215563,6.1625814,-30.812563,-7.5125895,-7.260801,-18.03613,-3.855163,-3.724685,-8.130705,0.004219679,0.00292774,-0.0037791382,0.0049023083,-7.667745e-05,0.0023539704,0.0038980308,-0.0036832604,-0.00765736,-0.006453784,-0.0029078783,-0.00527382,-0.0019454532
57,-425.79385,182.66687,-58.02167,11.04149,-21.335432,0.58091646,-27.603592,-5.406665,-6.3908796,-17.036312,1.5276917,-4.942038,-6.5406604,-0.004987791,-0.00048472392,0.0010805611,-0.0002309247,0.0020069825,-0.0015654911,-0.00019948761,0.00040573152,-0.0032226106,-0.0009107222,0.0016539051,-0.0006115789,-0.00030799018
58,-420.76257,189.28719,-60.094128,10.982352,-19.428457,0.9663131,-29.344843,-5.1224546,-5.800388,-16.260788,0.7689659,-2.8203337,-5.7993164,0.004742193,0.004665026,-0.0012748445,-0.0046112197,-0.0059625893,-0.0022503026,-0.00029070242,-0.001104267,0.0051424485,0.0050455127,0.005020682,0.0032294893,0.0024760226
59,-428.7622,181.64429,-58.657528,11.543159,-23.060701,3.0052357,-27.956375,-7.054397,-8.438569,-17.679218,-0.6544097,-6.2140503,-7.5167847,0.0037152355,0.00367455,0.003701471,-0.0020618644,0.000109449385,0.00063197117,0.00091658474,-0.00038642297,-0.0005863219,-0.0014134615,-0.0040528113,-0.00010297584,5.572637e-07
60,-428.27505,184.97221,-61.147717,11.615526,-24.348707,5.30366,-30.17713,-5.4825983,-8.768958,-17.004225,-1.5311366,-4.5890713,-8.170582,0.011658143,0.005428235,0.0047176424,0.00029104736,0.0044724075,-6.895261e-05,-0.0019767145,-0.00060510763,0.0011045634,0.00041415496,-0.0025914607,-0.0012969177,-0.0003925796
61,-425.89764,189.1592,-60.458786,11.151573,-22.521566,5.4669356,-29.977331,-6.7595143,-7.2447143,-17.118975,-2.836795,-3.920741,-7.248148,-0.003657411,-0.00014874752,-0.0060413387,0.004364508,0.00022188094,-0.0011347769,-0.0029306686,0.0026019067,0.0007649533,0.00086235895,0.00086794025,0.00197734,0.0012768607
62,-401.44458,164.09747,-35.183807,-7.9465895,-2.2133121,-11.207495,-18.605652,-9.879177,-3.668793,-15.823678,-0.7926203,-1.2148386,-8.757999,-0.015264131,0.017551055,0.00034780867,-0.01704581,0.011579771,-0.0014652829,-0.0009115735,0.0022125286,0.00020075969,-0.0013015284,0.0050427937,0.005913601,0.0012479706
63,-428.30334,186.03008,-57.707806,11.285772,-21.871262,3.9192522,-29.384233,-7.156266,-7.27761,-16.702866,-1.6712934,-4.291052,-7.012646,0.0018027837,0.0017142361,-0.00091080257,0.00035742208,0.0043670353,0.0029740725,8.6127664e-05,-0.002425558,0.002721665,0.0037326587,0.0019584491,0.0010903637,-0.0015322284
64,-424.17032,184.15176,-59.197002,9.147326,-21.25703,1.9765434,-27.644417,-9.174966,-7.038158,-18.180971,-1.5926645,-6.4262376,-7.1325607,-0.006492654,0.003153269,0.0017036923,0.0024144033,0.005034297,0.0033424988,-0.000581573,-0.001408134,0.002730356,-0.0012410535,-0.0018858528,0.0007078954,0.00035514642
65,-429.83994,178.26054,-56.39319,12.453048,-23.8319,3.0010495,-27.22918,-8.598649,-8.46354,-17.094477,-0.7140895,-7.365471,-8.08039,0.003237819,-0.008981621,-0.0050770845,0.011430551,-0.000975329,0.01026367,0.0031977093,-0.0046372907,0.0036687762,-0.0007533481,-0.0021704764,-0.0045825983,0.00097590074
66,-422.70218,183.75327,-51.318096,7.3730454,-12.310882,-2.1184964,-24.101742,-7.3603187,-1.9956897,-16.166664,2.350526,-2.0438776,-4.928182,0.00069551467,-0.0015640706,-0.00090549065,-0.0015628071,-0.0008094796,-0.0014797238,0.0037393344,0.0031641521,-0.0056385105,-2.8615561e-05,-0.003988998,-0.0032864914,-0.00045899753
67,-430.26154,183.58424,-59.33519,12.625233,-24.240316,4.456957,-29.711697,-6.6938276,-9.187276,-17.024265,-2.8186085,-5.3314424,-8.374539,-0.005166806,-0.0037820695,-0.0029631937,-0.0037319816,0.005212302,-0.0024008236,0.001766238,-0.0010051013,0.002880574,-0.0028239172,-0.00050245493,0.0016303934,-0.0005128027
68,-434.6672,181.58195,-57.803104,15.992829,-25.156178,4.8426857,-28.775543,-4.39358,-9.997951,-16.205639,-1.5579988,-5.2369556,-8.414071,0.01701492,-0.0004475152,-0.00781735,-0.00048379574,-0.007821877,-0.0052493988,-0.0066653164,0.0009228051,-0.008379553,-0.0047455337,-0.00511871,-0.007971717,-0.0044276896
69,-420.7485,178.64679,-49.980427,1.6808522,-14.463426,-1.827863,-24.561415,-12.346623,-4.555554,-20.280704,-1.0833017,-4.969755,-7.555067,-0.007922949,0.0038247067,0.0020342115,-0.00037312342,0.0043317075,0.0020403427,0.002224681,-0.001578518,0.0023154411,0.0010895098,0.00017423382,0.0010959436,-0.00016628743
70,-425.01505,190.34232,-61.311794,9.503886,-21.710949,6.523818,-30.240204,-6.5107427,-7.279214,-17.26203,-2.8458083,-3.3565938,-8.097814,-0.002724862,0.0011992742,-0.005872853,0.00045079156,-0.0005167294,0.00038459664,-0.0012051846,0.0024473865,-0.0018678876,-0.0045213657,0.0010276566,0.0001375988,0.00051364006
71,-419.26044,166.68112,-46.58807,2.1669483,-14.512572,-6.234968,-21.230381,-9.978078,-5.4296575,-19.090837,1.0148427,-7.044315,-8.80013,0.006066649,-0.009311083,0.0035772335,0.006746809,0.007881739,0.019461155,-0.0004031553,-0.004874761,-0.0042170654,0.001950752,-0.004812515,-0.0042238235,0.0005584294
72,-415.43005,174.18332,-44.54772,0.54132557,-13.60163,-4.208217,-22.22574,-12.780321,-4.9503813,-19.756475,-1.2392609,-6.292377,-8.822729,-0.013388279,0.00499503,-0.00011774248,-0.0038333663,0.011317554,0.0031926942,0.00043079015,0.0007512473,0.006156584,0.0010685688,-0.00016344158,0.0016629279,-0.0028835414
73,-428.56973,182.12976,-56.00491,12.726523,-24.228542,2.4515316,-28.574377,-6.6864443,-8.8470745,-18.178585,-0.77977085,-6.911244,-7.7344637,0.004048807,0.007791379,0.0012710576,-0.0012270396,-0.005805092,0.000595817,-0.005113215,0.006443043,-0.0005560947,-0.000611878,-0.0011322016,-0.0030326992,-0.00324065
74,-425.6354,183.43425,-54.070827,7.7897663,-20.074963,1.1333517,-27.159637,-9.936234,-6.1943226,-19.161964,-0.9489489,-6.098813,-7.16061,-0.0024875202,-0.0009575619,-0.00027411387,0.00049077155,0.0052855657,0.004525012,-0.0016675759,-0.0037648154,0.0027434735,0.0026436364,-0.002988872,-0.0007195011,-0.0013078774
