,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
49,-421.76602,188.69902,-50.958897,7.2211137,-13.794079,-1.5746889,-25.40242,-7.3680744,-3.3829088,-13.832969,1.7595348,-1.6273638,-5.321117
50,-404.51157,174.08829,-39.66171,-3.5210862,-10.346958,-10.257031,-20.96307,-10.037654,-2.6549866,-17.211279,0.2482087,-2.8751671,-8.298587
51,-411.64996,169.14603,-37.222763,-0.8952736,-12.10907,-7.1439238,-20.067022,-11.892445,-6.5967016,-20.456818,-1.1541722,-6.052321,-9.108407
52,-405.52164,183.53014,-44.76943,2.5231817,-9.523939,-6.586262,-22.838488,-10.362658,-1.5537997,-17.547272,-1.2693487,-2.9367504,-6.817003
53,-434.79355,193.86316,-61.375153,13.077132,-20.838665,4.932818,-30.185917,-5.244173,-5.859186,-14.892485,0.47374964,-2.471669,-5.77952
54,-420.746,170.6922,-43.635,-0.2541737,-10.047269,-3.8810763,-19.566422,-10.747474,-1.9829115,-17.675142,0.89888674,-3.2335403,-7.712612
55,-422.64557,188.87213,-58.885067,10.276951,-21.78245,4.8866186,-29.896038,-8.305439,-7.030502,-18.504131,-3.1240368,-4.396156,-7.1877007
56,-421.48462,191.58084,-63.399704,10.744048,-21.215563,6.1625814,-30.812563,-7.5125895,-7.260801,-18.03613,-3.855163,-3.724685,-8.130705
57,-423.7555,185.85881,-57.988926,11.30816,-20.482288,1.3399038,-28.104252,-5.083172,-5.875299,-16.539331,1.1759148,-4.15549,-6.264121
58,-430.23203,182.37822,-58.910736,13.651573,-25.309856,4.674777,-29.07789,-5.5560584,-9.841241,-16.111244,-0.5112223,-5.4255466,-8.115159
59,-422.47812,185.60167,-60.621807,11.646742,-20.94318,0.8728443,-28.551235,-4.439358,-6.7008367,-16.740257,0.96683353,-4.5689216,-6.399205
60,-423.10532,179.4791,-59.664898,12.880878,-25.150723,1.3959948,-28.094948,-2.5219777,-8.011843,-17.974585,1.3005991,-6.373661,-7.4115796
61,-432.3939,182.48938,-58.514027,14.143761,-24.812746,5.103726,-28.730856,-5.974007,-9.289721,-15.598204,-1.7607304,-5.25214,-8.005226
62,-427.76385,183.40855,-58.708282,10.719264,-23.750582,3.1374,-29.463688,-6.6175056,-8.1024,-17.746876,-1.3257331,-5.851164,-7.623667
63,-425.01947,189.25978,-58.216362,9.391498,-17.793161,2.0342238,-27.598787,-7.658173,-5.031912,-15.952752,-0.6999517,-4.3339257,-6.1699667
64,-423.42325,187.13374,-56.27561,10.419176,-20.057096,5.5230584,-29.78442,-8.861835,-6.2024293,-17.48941,-1.9652815,-4.7180142,-7.1908092
65,-425.26257,183.4644,-50.796944,5.718402,-13.292961,0.29951304,-24.995562,-10.038424,-3.066336,-17.789486,0.6265044,-2.8498163,-5.840579
66,-430.77206,180.83882,-59.942204,14.246527,-26.04463,3.771652,-30.14673,-4.572503,-10.425577,-16.55512,-1.1094218,-6.2170615,-8.866484
67,-435.34332,190.2534,-58.556644,10.414852,-19.310425,5.831956,-29.851866,-7.72455,-6.933721,-18.574669,-3.6318464,-3.0672271,-7.761361
68,-421.00235,176.37828,-50.711685,3.5759826,-16.599733,-2.298842,-24.468664,-10.680601,-5.3105993,-20.171314,0.026261237,-6.221788,-7.742277
